treatment_id,drug_name,cohens_d,p_value,n_del,n_intact,median_sens_del,median_sens_intact,fdr
BRD:BRD-K29668683-300-02-2,,-0.0437,0.5520278156234011,160,273,0.2141,0.2517,0.9305533436154154
BRD:BRD-K29673530-001-05-4,,-0.0344,0.9559031020830725,160,273,-0.2866,-0.2815,0.9942277839682396
BRD:BRD-K29713308-001-01-7,,0.1804,0.054565109481585515,161,271,0.2161,0.1481,0.6271797463553042
BRD:BRD-K29713308-077-04-1,,-0.1648,0.25773274268532,160,273,-0.7427,-0.7385,0.8331947536306546
BRD:BRD-K29735307-001-02-9,,0.0031,0.9802337947046208,162,274,0.0578,0.0343,0.9968230441881646
BRD:BRD-K29812331-011-01-7,,-0.0099,0.8805728635714402,158,261,-0.1935,-0.171,0.9866949832458957
BRD:BRD-K29834313-001-01-4,,-0.0034,0.6424737029234504,160,273,-0.0997,-0.0391,0.9453138419762234
BRD:BRD-K29895144-001-01-0,,-0.0115,0.825260688206322,160,273,-0.1011,-0.1034,0.9785086552788488
BRD:BRD-K29905972-001-06-3,,-0.045,0.4227931464218775,160,273,-0.6653,-0.5031,0.8932309173126242
BRD:BRD-K29918010-003-04-1,,-0.2949,0.001528317256785703,160,272,-0.2443,-0.1424,0.3578370404681008
BRD:BRD-K29950728-048-17-4,,0.0507,0.4472697630697744,160,271,0.04,0.0116,0.9005528169722303
BRD:BRD-K29968218-001-03-2,,-0.0871,0.4799716417638571,160,271,-1.654,-1.6204,0.9052344124341627
BRD:BRD-K30019776-003-01-5,,0.0847,0.6731279740139389,150,258,-0.1283,-0.1641,0.9487684170802099
BRD:BRD-K30020243-051-02-5,,-0.0378,0.5799396881180301,160,271,0.3629,0.3671,0.9329961501918992
BRD:BRD-K30114692-001-15-9,,-0.0829,0.46667112732577454,158,268,0.0887,0.1311,0.9044487510828714
BRD:BRD-K30126819-304-02-7,,-0.1645,0.2309939265304699,160,273,0.1173,0.1401,0.8109869499182475
BRD:BRD-K30159788-001-01-9,,-0.007,0.802488654248262,158,261,0.0908,0.0627,0.9750260328731628
BRD:BRD-K30177383-001-02-9,,0.0197,0.8207073335458374,207,392,-6.2022,-6.2012,0.9762395974438651
BRD:BRD-K30185465-001-03-0,,0.117,0.5379770003431914,146,225,0.1287,0.1053,0.9242295418470508
BRD:BRD-K30213273-001-01-6,,-0.0228,0.8671629379769894,161,272,0.0223,-0.0121,0.9852119206041248
BRD:BRD-K30233223-001-04-9,,-0.0482,0.5868244106150653,208,393,-0.9322,-0.8803,0.9329961501918992
BRD:BRD-K30237152-300-02-5,,-0.0263,0.49293141797225415,160,269,0.0461,0.0726,0.9075391344988085
BRD:BRD-K30240666-051-15-9,,-0.0753,0.4246396871283762,160,272,0.1251,0.1494,0.8932309173126242
BRD:BRD-K30284967-001-02-9,,-0.0807,0.28033880530322663,207,392,0.0281,0.0331,0.8503174282806983
BRD:BRD-K30331124-001-01-7,,-0.0046,0.7493924946969552,160,273,0.1338,0.129,0.9614049520525436
BRD:BRD-K30331124-001-04-9,,-0.0083,0.7836153742012604,206,393,-0.0163,-0.0367,0.9705291631228559
BRD:BRD-K30360804-001-02-9,,0.0278,0.816848755305132,207,392,0.0485,0.0132,0.9762395974438651
BRD:BRD-K30373883-001-02-8,,0.1396,0.18060090908658588,158,268,-0.0925,-0.1526,0.7719857179720939
BRD:BRD-K30374899-001-09-3,,-0.0365,0.9920649921852995,160,273,0.1636,0.1266,0.9983132905153197
BRD:BRD-K30421593-050-04-9,,-0.1282,0.1018002833042776,160,273,-0.127,-0.0762,0.7133373824933384
BRD:BRD-K30421675-001-04-9,,-0.094,0.0998817187982621,206,393,-1.5712,-1.4253,0.7085655927268777
BRD:BRD-K30425481-003-02-9,,0.0133,0.8185757941219038,208,393,-0.0942,-0.0714,0.9762395974438651
BRD:BRD-K30431096-004-01-3,,0.0987,0.20948010077643875,158,268,0.0813,-0.0115,0.7951388455311266
BRD:BRD-K30466858-001-09-6,,-0.1139,0.37053710542580265,160,273,0.0168,0.0274,0.8853773847305911
BRD:BRD-K30480208-001-18-5,,0.0813,0.6938321375112103,162,274,-0.3021,-0.3224,0.9513793443728615
BRD:BRD-K30485548-050-01-6,,-0.053,0.832626059040751,159,261,-0.0009,0.0145,0.978965487899754
BRD:BRD-K30519779-001-03-1,,0.0916,0.3789269397151749,160,275,-0.1755,-0.2262,0.887517737380489
BRD:BRD-K30550578-001-01-3,,0.0373,0.8836856714969668,159,271,0.1001,0.092,0.9870938244593582
BRD:BRD-K30553453-001-13-2,,-0.1026,0.263464207688924,160,273,-0.2173,-0.1851,0.8349035894501562
BRD:BRD-K30563334-001-02-9,,-0.1547,0.19990164140605016,160,271,-0.0178,0.0383,0.7881001674216671
BRD:BRD-K30572193-001-02-0,,0.1614,0.0809980760971332,162,274,-0.118,-0.2042,0.673041513931646
BRD:BRD-K30577245-001-04-3,,-0.1299,0.22618045456118752,153,265,-1.7602,-1.7736,0.8034314902784766
BRD:BRD-K30577245-341-01-9,,-0.0447,0.6646088689977901,161,271,-2.5634,-2.5227,0.9480017880698177
BRD:BRD-K30634073-046-01-0,,-0.1639,0.11346008128407571,160,272,-0.1849,-0.1364,0.7311604163042784
BRD:BRD-K30649484-003-13-7,,0.0905,0.3996269228851599,160,272,0.1904,0.1749,0.8889305931741535
BRD:BRD-K30652337-004-02-1,,-0.093,0.3728123956601017,160,274,-0.0563,-0.0182,0.8861525894626578
BRD:BRD-K30685142-001-15-4,,0.1865,0.0551941038051955,160,271,0.3153,0.2661,0.6298621257769369
BRD:BRD-K30707190-001-04-1,,0.0468,0.45525238362465414,160,273,0.2641,0.2178,0.9014767234795572
BRD:BRD-K30758549-001-01-8,,-0.0181,0.8043534017359513,150,258,0.099,0.0602,0.9755423248858348
BRD:BRD-K30764557-001-01-5,,-0.082,0.536951791248764,159,261,-0.0525,0.0074,0.9242295418470508
BRD:BRD-K30867024-003-03-3,,0.1608,0.049581744824790414,160,269,-0.0416,-0.1453,0.627133380478412
BRD:BRD-K30882994-001-01-6,,-0.1567,0.11861098390562348,146,226,0.1177,0.1827,0.7359595843721807
BRD:BRD-K30930903-001-01-3,,0.0589,0.5765776286279687,146,226,0.3364,0.3176,0.9329961501918992
BRD:BRD-K30933884-001-01-0,,0.2498,0.025346296638979304,160,273,0.2547,-0.0418,0.5914135882428505
BRD:BRD-K30968378-001-01-9,,-0.0205,0.7717539239078623,158,261,-0.1468,-0.1545,0.9691827743502455
BRD:BRD-K30977212-001-02-8,,-0.0793,0.43432995437291033,160,275,-0.4288,-0.3994,0.8965164755428702
BRD:BRD-K30990140-003-02-4,,0.0132,0.8605256014363791,160,274,-0.1291,-0.1245,0.9852119206041248
BRD:BRD-K31054881-300-04-7,,-0.0397,0.6092219546675371,160,273,-0.0973,-0.1086,0.9346603638138195
BRD:BRD-K31086665-005-04-6,,0.078,0.538283790217358,160,273,-1.4821,-1.4268,0.9242295418470508
BRD:BRD-K31092604-003-03-5,,-0.0461,0.6804838321903435,160,271,0.334,0.3488,0.9506236510750731
BRD:BRD-K31111078-001-04-2,,0.1311,0.3361259939850454,160,269,0.0353,0.032,0.8731034551911909
BRD:BRD-K31135544-001-07-0,,-0.0912,0.28611867128100843,159,269,0.029,0.0545,0.852200870651414
BRD:BRD-K31139048-001-03-2,,-0.1387,0.21581198369389454,146,226,0.3621,0.3801,0.7970810728086315
BRD:BRD-K31144453-001-03-9,,0.0237,0.7922626647985357,207,392,-0.048,-0.0413,0.9722507670309158
BRD:BRD-K31168993-001-03-9,,0.1814,0.13620128281089092,208,393,0.0179,-0.0289,0.7497127982425101
BRD:BRD-K31170746-001-01-6,,0.0814,0.444412564752496,146,226,0.1069,0.0941,0.9000871098962907
BRD:BRD-K31238592-001-02-9,,0.0164,0.5367741195722946,208,394,-0.0513,-0.1026,0.9242295418470508
BRD:BRD-K31283835-048-04-4,,-0.012,0.6928682730257409,160,269,-0.037,-0.0112,0.9513793443728615
BRD:BRD-K31309378-001-01-5,,-0.0192,0.893983282841453,160,269,-0.4687,-0.4088,0.9892676809800303
BRD:BRD-K31313613-003-04-2,,-0.1787,0.016804878577058893,161,271,0.0923,0.1899,0.5535915287649616
BRD:BRD-K31329721-001-08-2,,-0.0126,1.0,146,226,0.1242,0.1159,1.0
BRD:BRD-K31339321-001-03-6,,0.0178,0.7766490556295658,160,272,0.2461,0.2366,0.9694738239320765
BRD:BRD-K31339597-051-03-9,,-0.1221,0.2779129534480994,207,392,0.0897,0.1089,0.8479114511755912
BRD:BRD-K31342827-001-13-8,,0.0835,0.1397483306116896,207,392,-0.3336,-0.4307,0.7497127982425101
BRD:BRD-K31385749-003-01-3,,-0.0151,0.7507402259701333,160,269,-0.1563,-0.1297,0.9619788892880177
BRD:BRD-K31394475-001-01-9,,0.2194,0.03956189659516135,146,226,0.192,0.0901,0.6157644673119234
BRD:BRD-K31417912-001-01-9,,-0.0452,0.8683515279433992,159,261,0.0194,0.0194,0.9852119206041248
BRD:BRD-K31468676-237-01-8,,-0.2754,0.0015101745159353367,153,265,-0.4417,-0.3144,0.3578370404681008
BRD:BRD-K31471398-003-06-9,,0.0067,0.8876774305052543,207,392,0.1074,0.0742,0.9875879724926749
BRD:BRD-K31476763-001-01-5,,-0.0538,0.45167242493311255,160,270,-0.1972,-0.1485,0.9012212063755023
BRD:BRD-K31491153-003-05-9,,0.0286,0.8122752121429095,160,273,0.0931,0.0918,0.9762395974438651
BRD:BRD-K31495718-001-01-1,,-0.0689,0.6228307319874281,160,271,-0.0191,0.0027,0.938530996492374
BRD:BRD-K31519811-001-02-2,,-0.056,0.9830777742044613,160,271,-0.1169,-0.115,0.9978663531723784
BRD:BRD-K31553034-001-03-0,,0.032,0.8316737575469502,161,272,0.191,0.1772,0.9788637222644812
BRD:BRD-K31560319-001-01-5,,0.0343,0.7596693566363847,160,273,-0.0169,-0.0109,0.9653912209020974
BRD:BRD-K31606909-001-03-9,,-0.0405,0.5011139282483699,205,384,-0.5551,-0.5225,0.9109349557160419
BRD:BRD-K31627533-001-09-5,,0.0568,0.7326567816775023,160,270,-0.1156,-0.1095,0.9578129712746608
BRD:BRD-K31633810-003-02-8,,0.1123,0.2905215678493769,160,273,0.0265,-0.0086,0.8546108995939651
BRD:BRD-K31682896-001-24-0,,-0.024,0.5959246088999747,160,272,0.1178,0.1568,0.9329961501918992
BRD:BRD-K31698212-001-02-9,,0.0502,0.6144742475815714,162,273,-0.1365,-0.1526,0.9350695071893478
BRD:BRD-K31731454-237-02-5,,-0.0093,0.8888910948428078,160,269,-0.1683,-0.1657,0.9875879724926749
BRD:BRD-K31731454-237-04-9,,-0.006,0.936960219067577,208,394,0.0081,0.0114,0.9928820916017232
BRD:BRD-K31792052-004-02-7,,-0.0759,0.9261786282095288,146,225,0.1694,0.1368,0.991560015885113
BRD:BRD-K31802667-001-01-9,,-0.1339,0.1581603569185147,158,261,-0.0179,0.0152,0.7548470884342712
BRD:BRD-K31812033-003-11-0,,0.1549,0.06654749944822767,160,269,-0.7333,-0.8769,0.6510915291836684
BRD:BRD-K31836715-001-06-8,,0.0057,0.6296564031552383,208,393,-0.0562,-0.0404,0.9420942450459833
BRD:BRD-K31841515-001-07-8,,0.0973,0.38953747091693147,159,269,0.0776,0.0532,0.8889305931741535
BRD:BRD-K31843556-001-04-1,,0.0706,0.1323469844412385,160,273,0.146,0.0664,0.7497127982425101
BRD:BRD-K31866293-001-01-6,,-0.0949,0.3157730294376224,161,272,-0.3241,-0.2152,0.8642120062126177
BRD:BRD-K31920458-001-23-6,,0.0081,0.6413252244792627,155,264,0.2619,0.196,0.9452134304784444
BRD:BRD-K31928526-001-02-1,,-0.0705,0.35856776857334827,160,272,-0.7445,-0.6906,0.883915821681412
BRD:BRD-K32007074-001-02-9,,-0.1204,0.36805196185568156,153,265,-0.2835,-0.2123,0.8850915916995977
BRD:BRD-K32021043-001-14-3,,-0.0481,0.9414078721323115,161,272,0.2013,0.2182,0.9928820916017232
BRD:BRD-K32031961-001-01-7,,-0.0327,0.8955373656094759,146,225,0.1387,0.136,0.9893008045651196
BRD:BRD-K32033120-001-01-1,,-0.1882,0.019534427225257556,146,225,-0.5264,-0.3675,0.5626081558511516
BRD:BRD-K32101625-001-01-6,,-0.0311,0.5644144667502164,160,274,-0.1333,-0.1214,0.9329961501918992
BRD:BRD-K32107296-001-16-9,,0.1734,0.13290591440861532,160,271,0.113,0.0346,0.7497127982425101
BRD:BRD-K32127727-001-04-2,,0.1265,0.4903711345870033,146,226,-0.1462,-0.1646,0.907378047870014
BRD:BRD-K32143970-001-02-9,,-0.0467,0.7467337826574654,207,392,-3.6738,-3.7408,0.9609127717091451
BRD:BRD-K32164935-001-30-8,,-0.1868,0.12902745026011622,160,271,0.1903,0.2263,0.7497127982425101
BRD:BRD-K32218650-001-01-6,,0.0255,0.8068277042605609,160,271,-0.4362,-0.3858,0.9757741786371151
BRD:BRD-K32247306-001-29-4,,-0.0524,0.3917971729991775,160,269,0.0034,0.0302,0.8889305931741535
BRD:BRD-K32256160-001-01-9,,-0.0406,0.6360682329721148,158,261,0.0022,0.0258,0.9428166454824214
BRD:BRD-K32273377-001-17-9,,0.1623,0.12291522442979487,161,269,0.0818,0.0424,0.7451735481056314
BRD:BRD-K32285926-001-02-1,,0.2287,0.009374760793993504,160,269,0.1134,-0.0067,0.5092370063297271
BRD:BRD-K32289541-001-01-0,,0.0253,0.5211074643962652,161,272,-0.117,-0.1491,0.9161884213492077
BRD:BRD-K32292990-001-03-6,,-0.0828,0.32522305460448875,160,273,0.1125,0.1516,0.8692950218332163
BRD:BRD-K32311154-001-01-0,,-0.0964,0.46950962313598177,160,275,0.0609,0.0982,0.9044487510828714
BRD:BRD-K32318651-001-23-7,,-0.028,0.9161759442832378,160,271,0.1329,0.1367,0.9900649210308277
BRD:BRD-K32318651-001-24-5,,-0.0367,0.5024219515074286,153,265,-0.2191,-0.1996,0.9111765626964318
BRD:BRD-K32322923-001-01-7,,0.0906,0.6386964594356188,146,226,-0.8915,-0.8392,0.9439566457859456
BRD:BRD-K32330832-001-01-0,,-0.0423,0.547035950672307,208,393,-0.5879,-0.5516,0.9266950540585799
BRD:BRD-K32372024-001-01-0,,-0.033,0.443737509297649,150,254,-0.8068,-0.7551,0.9000871098962907
BRD:BRD-K32405725-001-02-8,,-0.1233,0.22081905022226278,160,269,-1.4245,-1.3648,0.8005797348987831
BRD:BRD-K32501161-300-06-2,,0.0411,0.9419068866698747,160,269,-0.9737,-1.0147,0.9928820916017232
BRD:BRD-K32531356-001-03-9,,-0.1198,0.13295643130480495,207,392,-0.0717,0.0017,0.7497127982425101
BRD:BRD-K32533226-001-01-3,,-0.0552,0.5718679005821421,146,226,0.0583,0.0765,0.9329961501918992
BRD:BRD-K32572029-001-04-4,,-0.1345,0.12494387615942845,160,273,0.0454,0.1274,0.7489009293083276
BRD:BRD-K32681104-001-11-6,,0.0713,0.5538586774718642,160,275,-0.0447,-0.0374,0.9312497399809709
BRD:BRD-K32730239-001-01-0,,0.1194,0.18540154372292716,160,273,-1.3918,-1.5058,0.7752073019567259
BRD:BRD-K32744045-001-31-2,,-0.1918,0.07816831914010028,160,274,-0.5718,-0.3286,0.6674531395370543
BRD:BRD-K32768103-051-02-6,,-0.2516,0.026896910099674046,160,273,-0.0911,-0.0267,0.5978867729719972
BRD:BRD-K32804101-001-01-8,,-0.176,0.041062070779942714,159,261,-0.0661,0.0006,0.6157644673119234
BRD:BRD-K32821942-001-21-3,,-0.1498,0.1536772772658092,160,274,-0.2653,-0.2162,0.7544965384199888
BRD:BRD-K32830106-001-02-6,,-0.031,0.8018368252161274,160,272,0.2555,0.2635,0.975021012670486
BRD:BRD-K32830106-003-20-4,,0.0097,0.8538679337426891,160,273,0.0685,0.0861,0.9828903017082028
BRD:BRD-K32842773-434-01-8,,-0.2555,0.008546842769620198,159,261,-0.2059,-0.0204,0.5046353252671404
BRD:BRD-K32847234-065-04-6,,-0.1416,0.17566622071604976,159,268,0.0249,0.0876,0.7719857179720939
BRD:BRD-K32847255-001-01-1,,-0.0418,0.5047671507427702,146,226,0.0909,0.117,0.9113281753201532
BRD:BRD-K32853922-003-01-8,,0.077,0.3156986574136227,146,225,0.1996,0.1772,0.8642120062126177
BRD:BRD-K32891457-001-15-5,,-0.0185,0.531500810890482,159,261,-0.0577,-0.0543,0.9218111126299802
BRD:BRD-K32892871-003-02-9,,-0.0203,0.9258346103383248,207,392,-0.1761,-0.1652,0.991560015885113
BRD:BRD-K32952627-001-02-9,,0.1149,0.2964057288889169,208,393,0.1166,0.0458,0.8572422118606544
BRD:BRD-K32977963-001-05-0,,0.1075,0.2479391436645173,160,271,0.1374,0.0907,0.8265631554456413
BRD:BRD-K33059059-001-01-0,,0.0178,0.5813161012873405,146,225,0.2373,0.2442,0.9329961501918992
BRD:BRD-K33067152-236-01-1,,-0.1037,0.5826597329534076,146,226,0.1898,0.1887,0.9329961501918992
BRD:BRD-K33082088-001-03-3,,0.0463,0.5473864909658044,160,274,-0.0582,-0.0781,0.9266950540585799
BRD:BRD-K33127281-001-05-6,,-0.4199,2.658904210579551e-05,160,271,-0.3914,-0.1624,0.0361079191796703
BRD:BRD-K33131085-001-07-2,,-0.136,0.09941849710430237,158,261,-0.0215,0.0514,0.7085655927268777
BRD:BRD-K33133047-001-01-8,,0.2349,0.017110342241238478,158,261,-0.0105,-0.0648,0.5535915287649616
BRD:BRD-K33141550-003-05-7,,-0.1263,0.45372116295611464,160,274,0.0076,0.0398,0.9014767234795572
BRD:BRD-K33151569-003-09-7,,-0.0205,0.6682061412841183,160,271,0.094,0.0509,0.9480017880698177
BRD:BRD-K33183200-303-02-4,,-0.1554,0.1617848721287889,160,273,0.1779,0.2247,0.7580792308814568
BRD:BRD-K33211335-004-01-7,,0.1214,0.25069561434036947,160,269,-0.3256,-0.3701,0.8276312913543763
BRD:BRD-K33219225-001-01-9,,0.0386,0.9878427655725593,150,258,0.0559,0.0702,0.9983132905153197
BRD:BRD-K33226500-001-01-0,,0.0508,0.3798873062280482,160,269,0.0528,0.0135,0.88758858343566
BRD:BRD-K33234937-001-02-9,,0.0194,0.9203147347065215,207,392,-0.0519,-0.0612,0.9909510067645545
BRD:BRD-K33240821-001-06-2,,-0.0167,0.47140449913993476,159,261,-0.0249,0.0031,0.9044487510828714
BRD:BRD-K33245965-001-03-4,,0.0715,0.5551371461175681,159,261,-0.0067,-0.0197,0.9320922903408229
BRD:BRD-K33251802-001-01-3,,-0.0072,0.813581162116413,160,272,0.3001,0.2623,0.9762395974438651
BRD:BRD-K33277808-331-01-3,,-0.1527,0.19374916785733032,161,272,-3.5836,-3.4755,0.7813807978841453
BRD:BRD-K33379087-001-07-5,,0.0637,0.4838348844123549,160,269,-1.5127,-1.8072,0.9052344124341627
BRD:BRD-K33396764-001-08-7,,0.1089,0.44007662528527214,160,272,0.111,0.0982,0.8979053653337152
BRD:BRD-K33422401-001-06-4,,0.1633,0.08335141246968374,208,393,0.1382,0.12,0.676907527700992
BRD:BRD-K33425534-001-12-5,,0.0668,0.5601731564501994,160,269,-0.0098,-0.0264,0.9329961501918992
BRD:BRD-K33445938-001-01-8,,0.0399,0.9124488879946102,207,391,-0.1092,-0.1199,0.9900649210308277
BRD:BRD-K33453211-003-11-5,,-0.0981,0.5039331074565483,160,274,-0.0419,-0.0165,0.9112650366166731
BRD:BRD-K33457401-001-02-9,,0.1336,0.24163586866653097,207,392,-0.486,-0.4974,0.8193330339984268
BRD:BRD-K33459542-001-07-4,,-0.0367,0.6307745733857715,160,271,0.3843,0.4056,0.9420942450459833
BRD:BRD-K33483813-001-10-0,,-0.0726,0.17990063598752937,160,271,-0.203,-0.1401,0.7719857179720939
BRD:BRD-K33499285-001-02-9,,0.0303,0.7016191733206731,208,394,-0.0007,-0.0254,0.9513793443728615
BRD:BRD-K33502629-001-02-9,,-0.1265,0.23984436349648375,207,392,-0.0408,-0.0086,0.8167788910751975
BRD:BRD-K33510429-001-03-1,,-0.2321,0.004717623007650018,149,258,0.0261,0.1411,0.49029920634535834
BRD:BRD-K33521504-300-01-6,,-0.132,0.24636198503724505,208,393,-0.1747,-0.1323,0.8248754958646468
BRD:BRD-K33583600-001-16-1,,-0.1113,0.1840843786705313,160,273,-0.0533,-0.0395,0.7742925792594567
BRD:BRD-K33586289-003-02-8,,-0.0285,0.5766583064534044,207,392,-0.0526,-0.0265,0.9329961501918992
BRD:BRD-K33588785-001-01-9,,-0.0913,0.2359541655703029,152,267,-0.1688,-0.1336,0.8144489374975833
BRD:BRD-K33610132-001-02-9,,-0.0316,0.9772637025996903,160,270,-0.1939,-0.1493,0.9968230441881646
BRD:BRD-K33622447-066-01-9,,-0.1051,0.4605536883576167,160,273,0.2002,0.2235,0.9040246340489088
BRD:BRD-K33637378-001-01-7,,-0.1289,0.19224620190452002,159,260,0.006,0.0413,0.7808964435563936
BRD:BRD-K33681278-036-01-2,,-0.0479,0.7335983374187618,158,267,-0.0023,0.0248,0.9578129712746608
BRD:BRD-K33690734-001-01-5,,-0.1266,0.3625143548443114,160,273,0.1375,0.1997,0.883915821681412
BRD:BRD-K33720171-001-01-0,,-0.1654,0.10059753039598086,158,268,0.0686,0.1424,0.7085655927268777
BRD:BRD-K33732501-004-01-0,,-0.0899,0.17780207080205446,160,269,0.0971,0.1587,0.7719857179720939
BRD:BRD-K33743361-003-02-6,,0.0347,0.3708393456178536,160,275,0.1683,0.1117,0.8853773847305911
BRD:BRD-K33809398-001-01-8,,0.0098,0.8097478844915346,150,258,0.1601,0.1308,0.9762395974438651
BRD:BRD-K33813875-003-01-8,,0.0741,0.30562503433188204,158,268,-0.3461,-0.4198,0.8598571231999333
BRD:BRD-K33814251-001-01-4,,-0.1854,0.07576376773746785,150,258,0.1361,0.2092,0.6673537540029525
BRD:BRD-K33814251-001-02-2,,-0.0559,0.5360351382882991,160,269,0.2573,0.3031,0.9242295418470508
BRD:BRD-K33818169-003-04-6,,-0.071,0.9137796621688444,158,267,-0.1882,-0.1925,0.9900649210308277
BRD:BRD-K33852358-001-09-9,,-0.0068,0.9438293860936918,160,269,-0.108,-0.1178,0.9931197166552251
BRD:BRD-K33860217-003-04-0,,0.0271,0.8455012304367457,207,392,-0.0286,-0.0269,0.9820779389468118
BRD:BRD-K33864865-001-02-5,,0.0612,0.3071713759953044,160,273,-0.0624,-0.1123,0.8598571231999333
BRD:BRD-K33882852-003-02-8,,0.2565,0.051867811449808,160,269,-0.1822,-0.3154,0.6271797463553042
BRD:BRD-K33892651-001-02-4,,0.0243,0.9527946624634785,161,272,0.0105,0.016,0.9939752612870983
BRD:BRD-K33903083-001-03-5,,0.0792,0.3686241935838269,146,226,0.1019,0.0663,0.8850915916995977
BRD:BRD-K33963447-001-03-9,,-0.1025,0.18440077255563314,206,393,0.0828,0.1508,0.7742925792594567
BRD:BRD-K34022604-001-06-6,,-0.1856,0.06037813543010207,160,274,-2.2836,-1.9931,0.6365955583391196
BRD:BRD-K34032314-001-04-1,,-0.0738,0.8328321193255638,160,272,0.223,0.2087,0.978965487899754
BRD:BRD-K34058848-304-03-1,,-0.0587,0.5756184903641819,160,272,0.2754,0.2824,0.9329961501918992
BRD:BRD-K34068325-066-03-7,,-0.2209,0.009485804068275042,159,261,-0.1501,-0.0471,0.511179441457044
BRD:BRD-K34073885-001-09-3,,0.0243,0.9376883477242827,150,257,-0.1214,-0.1262,0.9928820916017232
BRD:BRD-K34098590-001-02-1,,0.2344,0.03895679021741692,146,225,0.3071,0.2697,0.6157644673119234
BRD:BRD-K34122555-057-11-5,,-0.1786,0.08444224116423617,161,272,0.0321,0.0983,0.676907527700992
BRD:BRD-K34154330-003-06-4,,0.0108,0.48886721822228296,160,274,-0.0761,-0.1199,0.907378047870014
BRD:BRD-K34157611-001-16-0,,-0.1517,0.17550245486629268,160,270,-0.3717,-0.3277,0.7719857179720939
BRD:BRD-K34185671-001-02-8,,0.013,0.9671202557121685,160,271,-0.1148,-0.0984,0.9953495554585865
BRD:BRD-K34251960-036-01-6,,-0.177,0.11230637744403703,159,261,-0.1407,-0.063,0.7286580786941931
BRD:BRD-K34277641-001-01-2,,0.054,0.5781421586646861,159,261,-0.056,-0.0931,0.9329961501918992
BRD:BRD-K34303607-300-01-4,,0.0232,0.8018434955452126,207,392,0.0328,0.0316,0.975021012670486
BRD:BRD-K34313798-001-01-6,,-0.0382,0.4689070800303772,159,271,0.098,0.1357,0.9044487510828714
BRD:BRD-K34321528-003-01-2,,-0.1625,0.1588156376030072,161,271,0.3609,0.3628,0.7562119069596205
BRD:BRD-K34328244-001-01-4,,0.0574,0.36453069484210765,160,275,0.0215,-0.0105,0.883915821681412
BRD:BRD-K34332569-001-01-3,,0.0136,0.8184525686552208,160,273,0.3257,0.3344,0.9762395974438651
BRD:BRD-K34341643-001-01-4,,-0.2642,0.022895192513162816,160,269,0.1743,0.2216,0.5903092527307608
BRD:BRD-K34362291-001-02-9,,0.1563,0.0616319205271644,207,392,-4.8308,-5.1771,0.6407815066970085
BRD:BRD-K34388247-236-08-2,,-0.1667,0.10211184422369561,160,272,0.117,0.1453,0.714607771814438
BRD:BRD-K34411045-001-01-9,,-0.0645,0.6725580060381996,146,225,0.0913,0.0841,0.9487684170802099
BRD:BRD-K34411947-001-12-5,,-0.1713,0.37509200909805773,160,272,0.2743,0.2874,0.887047408076778
BRD:BRD-K34415467-003-13-0,,-0.0807,0.8179187622056878,160,272,0.144,0.1219,0.9762395974438651
BRD:BRD-K34441861-003-07-0,,-0.1077,0.3589891830222258,150,258,-0.0934,-0.0824,0.883915821681412
BRD:BRD-K34445261-001-02-2,,-0.0855,0.6313310521752701,159,261,0.0385,0.0524,0.9420942450459833
BRD:BRD-K34469523-003-03-0,,-0.0896,0.3710962243314361,159,269,-0.1474,-0.1275,0.8853773847305911
BRD:BRD-K34508702-001-02-4,,-0.2477,0.013366211418087613,159,261,-0.0783,0.0041,0.5244579789804245
BRD:BRD-K34533029-001-08-5,,0.0562,0.6934122892706928,160,273,0.1472,0.1484,0.9513793443728615
BRD:BRD-K34566599-001-03-9,,0.0511,0.4179889927431705,206,393,-0.0188,-0.0483,0.8928351529790023
BRD:BRD-K34568562-001-04-3,,0.1044,0.39233720321738064,161,272,-0.1196,-0.1391,0.8889305931741535
BRD:BRD-K34581968-001-04-6,,-0.0977,0.38237619252194666,207,392,-1.1313,-1.1031,0.8886746382039322
BRD:BRD-K34591242-001-04-3,,0.0164,0.7581528225465185,161,272,-0.11,-0.1555,0.964686345045997
BRD:BRD-K34608650-001-02-4,,0.1883,0.10756095945886279,160,269,-0.0673,-0.0815,0.7249029323868887
BRD:BRD-K34624869-003-01-6,,0.0138,0.6080798271687381,146,225,0.14,0.128,0.9346603638138195
BRD:BRD-K34657753-001-01-9,,-0.0366,0.6292305353451562,207,392,0.0705,0.0871,0.9420942450459833
BRD:BRD-K34663752-001-09-1,,-0.0147,0.7014274067082364,161,272,-0.1571,-0.1086,0.9513793443728615
BRD:BRD-K34672903-001-01-7,,-0.2082,0.05875931389286227,160,273,0.0531,0.1262,0.6337903035471582
BRD:BRD-K34675210-003-01-4,,-0.111,0.27200045524581773,146,225,0.047,0.0496,0.8437542767417685
BRD:BRD-K34685430-050-12-5,,-0.0285,0.9070000177371504,153,265,-0.0013,-0.0235,0.9900649210308277
BRD:BRD-K34713073-001-01-3,,-0.0295,0.5638785060802157,160,274,-0.4697,-0.4764,0.9329961501918992
BRD:BRD-K34730807-001-17-6,,-0.172,0.10685239448270228,149,258,0.0212,0.0792,0.7242652637772676
BRD:BRD-K34776109-001-16-6,,-0.2151,0.02552266571444714,160,274,-0.3092,-0.2196,0.5929508161204718
