cancer_type,gene,cohens_d,p_value,n_altered,n_wt,median_dep_altered,median_dep_wt,fdr,is_nrf2_pathway,is_priority
Pan-cancer (pooled),TOM1L1,0.003,0.6613763374856985,46,796,-0.052,-0.0412,0.9539593636861756,False,False
Pan-cancer (pooled),NQO2,0.003,0.9406053041295606,46,796,0.1425,0.1392,0.993695499225072,False,False
Pan-cancer (pooled),PDIA5,0.003,0.6754463588250227,46,796,0.2233,0.1778,0.9550093565755782,False,False
Pan-cancer (pooled),RPAP1,0.0031,0.8328426802888859,46,796,-1.6876,-1.6573,0.9799017126154864,False,False
Pan-cancer (pooled),FERMT2,0.0031,0.6155022615359036,46,796,-0.545,-0.5313,0.9433539732325577,False,False
Pan-cancer (pooled),NUCB1,0.0031,0.8886778954306217,46,796,-0.0259,-0.0111,0.9874072676892909,False,False
Pan-cancer (pooled),ARL3,0.0032,0.8881852802859821,46,796,0.0111,0.0134,0.9874072676892909,False,False
Pan-cancer (pooled),CELF1,0.0032,0.8474665413934361,46,796,-0.1889,-0.181,0.9825898405623088,False,False
Pan-cancer (pooled),C11orf52,0.0032,0.7912569462302674,46,796,0.054,0.0357,0.9745438654224696,False,False
Pan-cancer (pooled),PYCR2,0.0032,0.5488381415459564,46,796,-0.0717,-0.0638,0.9290401670928793,False,False
Pan-cancer (pooled),DBH,0.0032,0.9094042332592414,46,796,0.0669,0.0622,0.9906126586977384,False,False
Pan-cancer (pooled),SMARCD3,0.0032,0.8479549386032145,46,796,0.0692,0.0727,0.9825898405623088,False,False
Pan-cancer (pooled),RENBP,0.0032,0.9222667138209979,46,796,-0.0066,-0.0175,0.9914754919283582,False,False
Pan-cancer (pooled),PCDHGB3,0.0032,0.9069332940622412,46,796,-0.0196,-0.03,0.9901498353525358,False,False
Pan-cancer (pooled),OPA3,0.0032,0.7725847987041717,46,796,-0.0486,-0.0481,0.9723603583606727,False,False
Pan-cancer (pooled),DOK6,0.0032,0.8621431121427794,46,796,0.0754,0.0812,0.983273509086219,False,False
Pan-cancer (pooled),HOXA4,0.0033,0.936637196745158,46,796,0.0956,0.099,0.9932991091624873,False,False
Pan-cancer (pooled),PDIA4,0.0033,0.931679286293907,46,796,-0.0527,-0.0713,0.9928000979566225,False,False
Pan-cancer (pooled),HIC2,0.0033,0.48477724068928196,46,796,-0.0849,-0.0662,0.9102784277162107,False,False
Pan-cancer (pooled),LMO3,0.0033,0.8547985470020363,46,796,0.059,0.0507,0.982876054703359,False,False
Pan-cancer (pooled),MFSD6,0.0033,0.9103928557437633,46,796,0.0218,0.0125,0.9906634198678521,False,False
Pan-cancer (pooled),TRAPPC6B,0.0034,0.6988405022408655,46,796,-0.0962,-0.1039,0.9596346336101209,False,False
Pan-cancer (pooled),EIF3L,0.0034,0.9098985270621689,46,796,-0.4149,-0.4052,0.9906126586977384,False,False
Pan-cancer (pooled),MMD2,0.0034,0.7099509466719909,46,796,0.0047,0.0152,0.961417598729361,False,False
Pan-cancer (pooled),MAZ,0.0035,0.7941405427999901,46,796,-0.0697,-0.0935,0.9751238836503885,False,False
Pan-cancer (pooled),INSL4,0.0035,0.9753783188973649,46,796,0.155,0.1556,0.9986586327955604,False,False
Pan-cancer (pooled),WSCD1,0.0035,0.9034754971652104,46,796,0.091,0.0792,0.9893147749598962,False,False
Pan-cancer (pooled),DDX27,0.0035,0.94705658096063,46,796,-0.9939,-1.0014,0.995055491948604,False,False
Pan-cancer (pooled),ECHDC2,0.0035,0.9932840092765961,46,796,-0.1478,-0.1427,0.9998506792465084,False,False
Pan-cancer (pooled),KCNMB3,0.0035,0.45829235111457445,46,796,0.0933,0.0683,0.8997744605097378,False,False
Pan-cancer (pooled),CATSPER2,0.0035,0.8013617729716811,46,796,-0.0162,-0.0173,0.9762360181503643,False,False
Pan-cancer (pooled),LRRN1,0.0035,0.920286461425395,46,796,0.1253,0.1309,0.9914754919283582,False,False
Pan-cancer (pooled),SMC1B,0.0036,0.9883094815951642,46,796,0.0376,0.0516,0.99945729594963,False,False
Pan-cancer (pooled),MINK1,0.0036,0.8827694050740352,46,796,-0.0103,-0.0108,0.9862881302500172,False,False
Pan-cancer (pooled),ABCC11,0.0036,0.8105330093755712,46,796,0.0645,0.0653,0.976988318715391,False,False
Pan-cancer (pooled),RRAGB,0.0036,0.9188015957667026,46,796,-0.0268,-0.0208,0.9914754919283582,False,False
Pan-cancer (pooled),SGK2,0.0037,0.8148864577922944,46,796,0.0375,0.0514,0.976988318715391,False,False
Pan-cancer (pooled),KIF26A,0.0037,0.8187609985687457,46,796,-0.05,-0.0566,0.976988318715391,False,False
Pan-cancer (pooled),RIOK3,0.0037,0.678639438011965,46,796,0.0052,-0.0044,0.9554234244038221,False,False
Pan-cancer (pooled),IFNA16,0.0038,0.6555110632821478,46,796,0.087,0.0868,0.9528552727296556,False,False
Pan-cancer (pooled),LHX9,0.0038,0.8665556211849427,46,796,0.021,0.0086,0.983407860632921,False,False
Pan-cancer (pooled),HTR5A,0.0038,0.9252379923154365,46,796,0.1038,0.1053,0.9914754919283582,False,False
Pan-cancer (pooled),SMAGP,0.0038,0.6221557217214574,41,773,-0.1972,-0.2227,0.9448491002953145,False,False
Pan-cancer (pooled),ZMAT2,0.0039,0.6777265377408185,46,796,-1.7632,-1.8704,0.9554234244038221,False,False
Pan-cancer (pooled),SLC25A26,0.0039,0.8343025541379546,46,796,-0.4305,-0.4034,0.980063874307938,False,False
Pan-cancer (pooled),SNAPC4,0.004,0.994278952331091,46,796,-1.0468,-1.0568,0.9998506792465084,False,False
Pan-cancer (pooled),DYNLRB1,0.004,0.846489922870658,46,796,-2.2069,-2.2288,0.9824158194967085,False,False
Pan-cancer (pooled),FCRL3,0.004,0.9574850282669931,46,796,-0.095,-0.0879,0.9968956011022967,False,False
Pan-cancer (pooled),RAB5C,0.004,0.9450711831788126,46,796,-0.2282,-0.2282,0.9943127023164519,False,False
Pan-cancer (pooled),DCUN1D2,0.004,0.9217716050597334,46,796,0.0276,0.0283,0.9914754919283582,False,False
Pan-cancer (pooled),C5AR1,0.004,0.961459782287693,46,796,0.0371,0.04,0.9969782680014705,False,False
Pan-cancer (pooled),ABCC2,0.0041,0.5630596960550247,46,796,-0.0302,-0.025,0.9319962733316058,True,False
Pan-cancer (pooled),TLCD1,0.0041,0.6663555679308195,46,796,-0.402,-0.3849,0.9541943530240796,False,False
Pan-cancer (pooled),CNST,0.0041,0.6654491509111433,46,796,0.1842,0.1685,0.9540024059510996,False,False
Pan-cancer (pooled),ASH2L,0.0042,0.7792731038169195,46,796,-0.3356,-0.3583,0.9729751584762456,False,False
Pan-cancer (pooled),IFITM10,0.0042,0.9113816169839991,46,796,0.0541,0.0565,0.9906634198678521,False,False
Pan-cancer (pooled),MPC2,0.0042,0.7076310860337067,46,796,-0.0909,-0.064,0.9611068780238141,False,False
Pan-cancer (pooled),ASB18,0.0043,0.9634475247742739,46,796,0.0326,0.0369,0.9971473342988458,False,False
Pan-cancer (pooled),GPR143,0.0043,0.9222667138209979,46,796,0.0435,0.0517,0.9914754919283582,False,False
Pan-cancer (pooled),ANO4,0.0043,0.9034754971652104,46,796,-0.0455,-0.0506,0.9893147749598962,False,False
Pan-cancer (pooled),SLC2A4RG,0.0045,0.6914690406686785,46,796,0.0115,0.0058,0.9583930871322621,False,False
Pan-cancer (pooled),RAB8B,0.0045,0.8975521381536808,46,796,0.0364,0.0388,0.9886361194934364,False,False
Pan-cancer (pooled),CDK5R1,0.0045,0.8381983310206225,46,796,0.0578,0.0509,0.9807330684196268,False,False
Pan-cancer (pooled),ANO8,0.0045,0.880801340152892,46,796,-0.0729,-0.0652,0.9857487593829454,False,False
Pan-cancer (pooled),CXCL5,0.0045,0.9163274513579679,46,796,0.0478,0.053,0.9914754919283582,False,False
Pan-cancer (pooled),APLF,0.0045,0.8061854137333604,46,796,0.0644,0.062,0.976988318715391,False,False
Pan-cancer (pooled),SYT12,0.0046,0.7141334650369451,46,796,-0.1047,-0.1051,0.9618513604429852,False,False
Pan-cancer (pooled),CACNB2,0.0046,0.5761794011730308,46,796,0.1068,0.0693,0.9343271289939504,False,False
Pan-cancer (pooled),PMFBP1,0.0046,0.8665556211849427,46,796,-0.0866,-0.0934,0.983407860632921,False,False
Pan-cancer (pooled),FAM133B,0.0046,0.967920757280486,46,796,-1.2053,-1.1753,0.9978604667852811,False,False
Pan-cancer (pooled),DDX23,0.0046,0.9000195299866751,46,796,-1.1149,-1.1049,0.9891664230579879,False,False
Pan-cancer (pooled),LRRN4CL,0.0046,0.7043878396012104,46,796,-0.0542,-0.0449,0.9606006114127339,False,False
Pan-cancer (pooled),DNAH2,0.0047,0.9247427056716224,46,796,-0.1598,-0.1648,0.9914754919283582,False,False
Pan-cancer (pooled),MAPKAP1,0.0047,0.9361412919251123,46,796,-0.243,-0.2779,0.9932991091624873,False,False
Pan-cancer (pooled),R3HDML,0.0047,0.6546105847581166,46,796,-0.0062,0.0,0.9523588150343034,False,False
Pan-cancer (pooled),RPL28,0.0047,0.6979174978218297,46,796,-0.8515,-0.8843,0.9593957875991435,False,False
Pan-cancer (pooled),RBP2,0.0047,0.8129508775351018,46,796,0.0803,0.0798,0.976988318715391,False,False
Pan-cancer (pooled),SNW1,0.0047,0.6636377838726983,46,796,-1.5588,-1.5661,0.9539593636861756,False,False
Pan-cancer (pooled),GALR2,0.0048,0.6960728301003822,46,796,-0.0126,-0.0277,0.9588904482142431,False,False
Pan-cancer (pooled),TMEM116,0.0048,0.8240957083843296,46,796,-0.0402,-0.0281,0.9788593102172373,False,False
Pan-cancer (pooled),MAP3K20,0.0048,0.8990324559386254,46,796,-0.059,-0.0666,0.9889301863343041,False,False
Pan-cancer (pooled),TMEM130,0.0049,0.9480494039325369,46,796,-0.0341,-0.037,0.995110569684149,False,False
Pan-cancer (pooled),DNAJC5,0.0049,0.7398760315045212,46,796,0.0679,0.0789,0.9654346652812965,False,False
Pan-cancer (pooled),C5orf34,0.0049,0.7831023781358397,46,796,-0.0859,-0.0694,0.973165759398,False,False
Pan-cancer (pooled),KCNE5,0.0049,1.0,46,796,0.121,0.1208,1.0,False,False
Pan-cancer (pooled),KRTAP12-1,0.0049,0.8862152534192635,46,796,0.0326,0.031,0.98706290509105,False,False
Pan-cancer (pooled),TRAK2,0.0049,0.8494204798314955,46,796,0.0268,0.0214,0.9828327175491092,False,False
Pan-cancer (pooled),ZNF512B,0.005,0.6887122187236581,46,796,-0.0336,-0.0228,0.9583930871322621,False,False
Pan-cancer (pooled),AP1M1,0.005,0.7389346101077849,46,796,-0.1284,-0.0825,0.9654346652812965,False,False
Pan-cancer (pooled),CHRM5,0.005,0.7257963715080256,46,796,-0.0084,-0.0025,0.9631420740407437,False,False
Pan-cancer (pooled),GEMIN8,0.005,0.8729365589220226,46,796,-0.6696,-0.6752,0.9838849354472806,False,False
Pan-cancer (pooled),SLC30A2,0.0051,0.8129508775351018,46,796,0.0411,0.0478,0.976988318715391,False,False
Pan-cancer (pooled),TMEM168,0.0051,0.6269503163671237,46,796,0.1421,0.1305,0.9455327466865202,False,False
Pan-cancer (pooled),SRI,0.0051,0.7926983901296001,46,796,-0.1491,-0.1655,0.9745438654224696,False,False
Pan-cancer (pooled),PRTG,0.0051,0.6659022984152564,46,796,0.1051,0.1069,0.9540024059510996,False,False
Pan-cancer (pooled),FLT3LG,0.0052,0.8867076947038869,46,796,-0.1117,-0.1076,0.9872434445039054,False,False
Pan-cancer (pooled),SENP2,0.0052,0.9247427056716224,46,796,-0.0497,-0.0546,0.9914754919283582,False,False
Pan-cancer (pooled),AGTR1,0.0053,0.7141334650369451,46,796,-0.1115,-0.1133,0.9618513604429852,False,False
Pan-cancer (pooled),F2RL1,0.0053,0.990796700714416,46,796,0.0619,0.0555,0.9996004674412746,False,False
Pan-cancer (pooled),FCN2,0.0053,0.8690088224383551,46,796,-0.0698,-0.0839,0.983407860632921,False,False
Pan-cancer (pooled),REM2,0.0053,0.8704813502453044,46,796,-0.0185,-0.01,0.9836495675608095,False,False
Pan-cancer (pooled),SP100,0.0053,0.8990324559386254,46,796,0.1101,0.1007,0.9889301863343041,False,False
Pan-cancer (pooled),DCLK2,0.0053,0.9654354944642499,46,796,-0.0248,-0.0321,0.9974127116432167,False,False
Pan-cancer (pooled),CNIH4,0.0053,1.0,46,796,-0.6101,-0.5964,1.0,False,False
Pan-cancer (pooled),TYW3,0.0054,0.7878963598095045,46,796,-0.0339,-0.0292,0.9741273962452062,False,False
Pan-cancer (pooled),C18orf32,0.0054,0.6586666768320693,46,796,-0.1023,-0.0897,0.9538446025395327,False,False
Pan-cancer (pooled),AIDA,0.0054,0.8803094384388759,46,796,0.1022,0.0973,0.9857487593829454,False,False
Pan-cancer (pooled),CHTF18,0.0054,0.7711537669297027,46,796,-0.3798,-0.3589,0.971923679961798,False,False
Pan-cancer (pooled),ELP6,0.0054,0.5651659990523714,46,796,-1.0464,-0.9687,0.9324614951240404,False,False
Pan-cancer (pooled),MMRN1,0.0054,0.9505318109352064,46,796,0.1025,0.1065,0.9959671537357089,False,False
Pan-cancer (pooled),ATG4B,0.0055,0.7678177276995651,46,796,-0.0088,-0.0388,0.9707212631587747,False,False
Pan-cancer (pooled),MYG1,0.0055,0.9425899171001972,46,796,-0.3079,-0.3155,0.9939766998073181,False,False
Pan-cancer (pooled),COMMD7,0.0055,0.8114999411089536,46,796,-0.1421,-0.1465,0.976988318715391,False,False
Pan-cancer (pooled),ZNF879,0.0055,0.7090226783617457,46,796,0.0841,0.0768,0.9613698381816634,False,False
Pan-cancer (pooled),DRAM2,0.0055,0.8675367488094093,46,796,-0.1426,-0.1292,0.983407860632921,False,False
Pan-cancer (pooled),CNPY2,0.0055,0.4444314878107467,46,796,-0.2625,-0.2318,0.8946265637007312,False,False
Pan-cancer (pooled),ALG13,0.0056,0.8299246661424692,46,796,-1.2522,-1.2011,0.9794891850589492,False,False
Pan-cancer (pooled),RYR3,0.0056,0.9024878884282637,46,796,0.079,0.0802,0.9893147749598962,False,False
Pan-cancer (pooled),ICAM4,0.0056,0.6686237406564111,46,796,0.0297,0.001,0.9542416661660383,False,False
Pan-cancer (pooled),TMEM141,0.0057,0.9138541171753792,46,796,-0.0867,-0.0871,0.9914754919283582,False,False
Pan-cancer (pooled),CHD1L,0.0057,0.8891705535710398,46,796,-0.0595,-0.0615,0.9874072676892909,False,False
Pan-cancer (pooled),SOHLH1,0.0057,0.6965338290106807,46,796,-0.0363,-0.0557,0.9588904482142431,False,False
Pan-cancer (pooled),TMEM216,0.0058,0.6988405022408655,46,796,-0.0999,-0.1008,0.9596346336101209,False,False
Pan-cancer (pooled),ATF2,0.0058,0.40783722291463254,46,796,0.1363,0.112,0.8834040644232013,False,False
Pan-cancer (pooled),CCL20,0.0058,0.7332943415292081,46,796,0.2031,0.2075,0.9645467163996648,False,False
Pan-cancer (pooled),KLB,0.0058,0.9604660001010619,46,796,-0.007,-0.0186,0.9969782680014705,False,False
Pan-cancer (pooled),ADAM18,0.0059,0.7692469361547012,46,796,0.1928,0.1891,0.9711586856431702,False,False
Pan-cancer (pooled),SLC25A34,0.0059,0.7450607828990341,46,796,-0.0856,-0.1057,0.9654346652812965,False,False
Pan-cancer (pooled),SLC41A2,0.0059,0.9079215630191313,46,796,0.0618,0.059,0.9902640843367423,False,False
Pan-cancer (pooled),ADGRL1,0.0059,0.9718978159016551,46,796,0.0254,0.0214,0.9985527011629063,False,False
Pan-cancer (pooled),VPS16,0.0059,0.9029816740314829,46,796,-0.3565,-0.3463,0.9893147749598962,False,False
Pan-cancer (pooled),MAP3K3,0.0059,0.967920757280486,46,796,-0.1668,-0.1558,0.9978604667852811,False,False
Pan-cancer (pooled),NCOA6,0.0059,0.6229771637214702,46,796,-0.1811,-0.177,0.9448491002953145,False,False
Pan-cancer (pooled),HCFC1,0.0059,0.9406053041295606,46,796,-1.6934,-1.6859,0.993695499225072,False,False
Pan-cancer (pooled),B3GLCT,0.006,0.9178118422980223,46,796,0.0147,0.0313,0.9914754919283582,False,False
Pan-cancer (pooled),HTATSF1,0.006,0.936637196745158,46,796,-0.7824,-0.7633,0.9932991091624873,False,False
Pan-cancer (pooled),H1-8,0.006,0.9321749612669683,46,796,-0.0594,-0.0881,0.9928000979566225,False,False
Pan-cancer (pooled),HPS5,0.006,0.9376290799370829,46,796,-0.0019,0.0027,0.9932991091624873,False,False
Pan-cancer (pooled),RFC3,0.006,0.6528111354638371,46,796,-1.5096,-1.6078,0.9520582732819897,False,False
Pan-cancer (pooled),RANBP6,0.006,0.7422312877721502,46,796,0.0146,0.0241,0.9654346652812965,False,False
Pan-cancer (pooled),PAK5,0.006,0.7243933979266401,46,796,0.0449,0.0404,0.9627972736062994,False,False
Pan-cancer (pooled),CCDC27,0.006,0.9893043569628228,46,796,-0.0206,-0.0112,0.9995614145884022,False,False
Pan-cancer (pooled),MRNIP,0.0061,0.43154289348306685,46,796,0.0413,0.0296,0.8906893908744634,False,False
Pan-cancer (pooled),ELP3,0.0061,0.934653726867281,46,796,-1.0174,-0.9678,0.9932991091624873,False,False
Pan-cancer (pooled),MED13,0.0061,0.9768701104340826,46,796,-0.054,-0.0412,0.9988493937974386,False,False
Pan-cancer (pooled),VSIR,0.0061,0.982340665257106,46,796,0.1182,0.1092,0.9992353371501813,False,False
Pan-cancer (pooled),PNISR,0.0061,0.9445748865542654,46,796,-0.3685,-0.35,0.9943127023164519,False,False
Pan-cancer (pooled),HACD4,0.0061,0.9629505673703344,46,796,0.1338,0.132,0.9969782680014705,False,False
Pan-cancer (pooled),RBMX,0.0062,0.9212765266129845,46,796,-1.5059,-1.426,0.9914754919283582,False,False
Pan-cancer (pooled),OR5H15,0.0062,0.8981819104252022,41,753,-0.1092,-0.103,0.988783143162715,False,False
Pan-cancer (pooled),FNDC9,0.0062,0.7965456928625075,46,796,0.0292,0.0215,0.9754219542520514,False,False
Pan-cancer (pooled),OR11H6,0.0062,0.9777055102686708,41,773,-0.0539,-0.0551,0.9988493937974386,False,False
Pan-cancer (pooled),NRTN,0.0062,0.8114999411089536,46,796,0.011,0.0136,0.976988318715391,False,False
Pan-cancer (pooled),TAS2R7,0.0063,0.5298838176896561,46,796,0.0482,0.0343,0.9232675867256072,False,False
Pan-cancer (pooled),OSBPL8,0.0064,0.8724454184875221,46,796,-0.0531,-0.05,0.9838849354472806,False,False
Pan-cancer (pooled),POMC,0.0064,0.919296519782597,46,796,-0.0154,-0.0233,0.9914754919283582,False,False
Pan-cancer (pooled),FBXO24,0.0064,0.6058878611303784,46,796,0.02,0.0116,0.9420077376163024,False,False
Pan-cancer (pooled),SAPCD1,0.0064,0.9858223760879674,46,796,-0.0394,-0.0385,0.9992353371501813,False,False
Pan-cancer (pooled),ZNF283,0.0065,0.6969949400357349,46,796,-0.0631,-0.0769,0.9592306600491797,False,False
Pan-cancer (pooled),HSP90AA1,0.0065,0.6313776526762144,46,796,-0.2583,-0.2462,0.946195795247572,False,False
Pan-cancer (pooled),FLVCR1,0.0065,0.4700898014110986,46,796,0.0493,0.0091,0.9055844681029661,False,False
Pan-cancer (pooled),RAB40A,0.0065,0.9748985644489716,41,753,-0.0696,-0.0664,0.9986586327955604,False,False
Pan-cancer (pooled),FNBP4,0.0066,0.6124358602008113,46,796,-0.5737,-0.5379,0.9433539732325577,False,False
Pan-cancer (pooled),RABEPK,0.0066,0.7730619814745835,46,796,-0.1139,-0.0969,0.9726195895187172,False,False
Pan-cancer (pooled),CAMK4,0.0067,0.8758844235434302,46,796,0.0286,0.0346,0.9844816636450047,False,False
Pan-cancer (pooled),KRTAP29-1,0.0067,0.8729365589220226,46,796,-0.1134,-0.0968,0.9838849354472806,False,False
Pan-cancer (pooled),PLD2,0.0067,0.9158327189425332,46,796,0.0835,0.0779,0.9914754919283582,False,False
Pan-cancer (pooled),TPM1,0.0068,0.8714632852953887,46,796,-0.0746,-0.0729,0.983767258624664,False,False
Pan-cancer (pooled),TENT5B,0.0068,0.9480494039325369,46,796,-0.0557,-0.0582,0.995110569684149,False,False
Pan-cancer (pooled),CREB3L2,0.0068,0.7403468884810289,46,796,0.0598,0.0617,0.9654346652812965,False,False
Pan-cancer (pooled),COX6B1,0.0068,0.9858223760879674,46,796,-0.363,-0.3931,0.9992353371501813,False,False
Pan-cancer (pooled),IFNA21,0.0069,0.8525350452151064,41,752,-0.0778,-0.123,0.982876054703359,False,False
Pan-cancer (pooled),ZNF212,0.0069,0.8095663666702121,46,796,-0.0368,-0.0516,0.976988318715391,False,False
Pan-cancer (pooled),MAGEB17,0.0069,0.9197914750656465,46,796,0.1213,0.1117,0.9914754919283582,False,False
Pan-cancer (pooled),JCHAIN,0.0069,0.8995259735360176,46,796,0.0592,0.0587,0.9891664230579879,False,False
Pan-cancer (pooled),TTF2,0.0069,0.9559947626684987,46,796,-0.6443,-0.6826,0.9968956011022967,False,False
Pan-cancer (pooled),DDX43,0.0069,0.8523531190056577,46,796,-0.1216,-0.1125,0.982876054703359,False,False
Pan-cancer (pooled),JUNB,0.007,0.5920246709426682,46,796,-0.2805,-0.2399,0.9365323665348904,False,False
Pan-cancer (pooled),ZNF468,0.007,0.9227618527061432,46,796,-0.2999,-0.3114,0.9914754919283582,False,False
Pan-cancer (pooled),MSMP,0.007,0.8523531190056577,46,796,0.0273,0.027,0.982876054703359,False,False
Pan-cancer (pooled),NLGN4X,0.0071,0.9242474481979958,46,796,0.0955,0.0951,0.9914754919283582,False,False
Pan-cancer (pooled),DCAF4,0.0071,0.6514628721768991,46,796,-0.1059,-0.1193,0.9520582732819897,False,False
Pan-cancer (pooled),TNFSF14,0.0071,0.36644629114529836,46,796,-0.0524,-0.0275,0.8733512760429476,False,False
Pan-cancer (pooled),TNFAIP2,0.0071,0.8965654573565887,46,796,0.0575,0.0597,0.9882778149542627,False,False
Pan-cancer (pooled),AHI1,0.0071,0.8372240109760885,46,796,-0.0361,-0.0298,0.9804189314920553,False,False
Pan-cancer (pooled),BDKRB2,0.0071,0.722524206119373,46,796,0.0603,0.0529,0.9627972736062994,False,False
Pan-cancer (pooled),IFNA4,0.0071,0.8491606354549511,41,753,-0.0778,-0.0716,0.9828327175491092,False,False
Pan-cancer (pooled),CDS1,0.0072,0.7025369618212256,46,796,-0.0803,-0.0607,0.9606006114127339,False,False
Pan-cancer (pooled),AWAT1,0.0072,0.6384889249447275,46,796,0.0838,0.0633,0.9475423389169829,False,False
Pan-cancer (pooled),CRYGB,0.0072,0.908909974524668,46,796,-0.1668,-0.1556,0.9905588496445525,False,False
Pan-cancer (pooled),MUC16,0.0072,0.7970269556473719,46,796,0.0011,-0.0133,0.9754219542520514,False,False
Pan-cancer (pooled),AZIN1,0.0072,0.868518080517034,46,796,-0.0727,-0.0828,0.983407860632921,False,False
Pan-cancer (pooled),SLC25A46,0.0072,0.9937814795951088,46,796,-0.0644,-0.0608,0.9998506792465084,False,False
Pan-cancer (pooled),MAGIX,0.0073,0.7783166176730819,46,796,0.0043,0.0147,0.9729751584762456,False,False
Pan-cancer (pooled),FZD2,0.0073,0.731417429682371,46,796,-0.0355,-0.042,0.9643731950200787,False,False
Pan-cancer (pooled),RAD54B,0.0073,0.9530146981028665,46,796,0.0014,-0.0054,0.9966898888835822,False,False
Pan-cancer (pooled),GLYATL2,0.0073,0.9064392135133211,46,796,0.1268,0.141,0.9899720756186722,False,False
Pan-cancer (pooled),CEP350,0.0074,0.6988405022408655,46,796,-0.2179,-0.2017,0.9596346336101209,False,False
Pan-cancer (pooled),EFNB3,0.0074,0.8508865416144574,46,796,-0.0672,-0.0627,0.9828696365767131,False,False
Pan-cancer (pooled),GOLGA7,0.0074,0.40115946656596146,46,796,0.0536,0.0414,0.8821961634764598,False,False
Pan-cancer (pooled),CRCT1,0.0074,0.40536932582937235,46,796,-0.2285,-0.2248,0.8824423189809975,False,False
Pan-cancer (pooled),GIT1,0.0075,0.9326706625441585,46,796,-0.1116,-0.1158,0.9928000979566225,False,False
Pan-cancer (pooled),OR9K2,0.0075,0.9989123226971389,41,773,0.0443,0.0378,1.0,False,False
Pan-cancer (pooled),GOLGA8N,0.0075,0.7261043463723077,41,753,-0.4282,-0.3998,0.9631420740407437,False,False
Pan-cancer (pooled),GSC,0.0077,0.9863197869404299,46,796,0.05,0.0515,0.9992443680245116,False,False
Pan-cancer (pooled),PROSER2,0.0077,0.6011060048871149,46,796,-0.0306,-0.0407,0.939975075913229,False,False
Pan-cancer (pooled),PSG4,0.0077,0.693309199547008,46,796,-0.1106,-0.1372,0.9586517376160999,False,False
Pan-cancer (pooled),FAM180A,0.0077,0.9967663455044068,46,796,0.0568,0.0566,1.0,False,False
Pan-cancer (pooled),VIM,0.0077,0.893113343997206,46,796,0.0676,0.0711,0.9878034053740279,False,False
Pan-cancer (pooled),BUD23,0.0078,0.8694996148239377,46,796,-1.5108,-1.474,0.983407860632921,False,False
Pan-cancer (pooled),DMPK,0.0079,0.7816657789424705,46,796,-0.0294,-0.0173,0.9729751584762456,False,False
Pan-cancer (pooled),ARSA,0.0079,0.7975082956156199,46,796,-0.1684,-0.1587,0.9754219542520514,False,False
Pan-cancer (pooled),KRTAP10-3,0.0079,0.7679377924729065,41,753,-0.177,-0.1797,0.9707361689694527,False,False
Pan-cancer (pooled),CAVIN4,0.0079,0.7201900443564864,46,796,0.1067,0.0979,0.9623465001383231,False,False
Pan-cancer (pooled),GTF2A1L,0.0079,0.9728921936224185,46,796,-0.1502,-0.1527,0.9985527011629063,False,False
Pan-cancer (pooled),MAGEB6,0.0079,0.9714006433255218,46,796,0.0856,0.0716,0.9985527011629063,False,False
Pan-cancer (pooled),C3orf52,0.0079,0.958975442477989,46,796,0.1103,0.1115,0.9969782680014705,False,False
Pan-cancer (pooled),RPS6KA1,0.0079,0.9420937299574776,46,796,-0.1763,-0.1917,0.9938041341256344,False,False
Pan-cancer (pooled),CTNNA1,0.0079,0.7821445628406841,46,796,-0.0621,-0.061,0.9729751584762456,False,False
Pan-cancer (pooled),H2AC12,0.0079,0.600672136945117,46,796,-0.519,-0.5449,0.939975075913229,False,False
Pan-cancer (pooled),NBL1,0.0079,0.7545171068344313,46,796,-0.1517,-0.1505,0.9681571835303544,False,False
Pan-cancer (pooled),MRTFA,0.008,0.9664295606541322,46,796,-0.1863,-0.1792,0.9974127116432167,False,False
Pan-cancer (pooled),OR4C12,0.0081,0.6144700638268288,41,773,-0.116,-0.1133,0.9433539732325577,False,False
Pan-cancer (pooled),EMC9,0.0081,0.4260862192781535,46,796,-0.0564,-0.0384,0.8899995441582976,False,False
Pan-cancer (pooled),WNT3A,0.0081,0.920286461425395,46,796,-0.0049,-0.0126,0.9914754919283582,False,False
Pan-cancer (pooled),JMJD1C,0.0081,0.9689149510084313,46,796,-0.0359,-0.043,0.9980820351888425,False,False
Pan-cancer (pooled),RUNDC3A,0.0081,0.6595694014072573,46,796,-0.1384,-0.1199,0.9538446025395327,False,False
Pan-cancer (pooled),GNGT2,0.0081,0.999253770105449,46,796,0.1626,0.1519,1.0,False,False
Pan-cancer (pooled),MDC1,0.0082,0.6322647158949615,46,796,-0.1849,-0.1977,0.9464967958517745,False,False
Pan-cancer (pooled),SERPINA6,0.0082,0.6407180747519177,46,796,0.0337,0.02,0.9479920619173724,False,False
Pan-cancer (pooled),BLOC1S6,0.0082,0.9292013126847071,46,796,-0.0504,-0.037,0.9921107977700061,False,False
Pan-cancer (pooled),SLC25A38,0.0083,0.9773673925161517,46,796,-0.3122,-0.3037,0.9988493937974386,False,False
Pan-cancer (pooled),MRTO4,0.0083,0.7907766232464408,46,796,-1.0789,-1.0074,0.9745438654224696,False,False
Pan-cancer (pooled),C21orf91,0.0083,0.9500352903523421,46,796,0.0752,0.0785,0.9957378297467762,False,False
