drug_name,targets,pathway_id,pathway_name,raw_distance,z_score,p_value,proximity_score,significant
LOBELANE,SLC18A2,GO:0021987,cerebral cortex development,4.0,0.55,0.708854,0.0,False
LOBELANE,SLC18A2,GO:0030182,neuron differentiation,3.5,0.095,0.537837,0.0,False
LOBELANE,SLC18A2,GO:0001764,neuron migration,3.5,0.64,0.738929,0.0,False
LOBELANE,SLC18A2,GO:0050804,modulation of chemical synaptic transmission,2.75,-1.0598,0.144607,0.212,False
LOBELANE,SLC18A2,GO:0048699,generation of neurons,3.3333,-0.5059,0.306458,0.1012,False
LOBELANE,SLC18A2,hsa04330,Notch signaling pathway,4.0,0.8006,0.78833,0.0,False
LOBELINE,SLC18A2,R-HSA-112316,neuronal system,3.0,-1.0542,0.145898,0.2108,False
LOBELINE,SLC18A2,GO:0007399,nervous system development,3.5,-0.0024,0.499057,0.0005,False
LOBELINE,SLC18A2,GO:0007268,chemical synaptic transmission,2.5,-2.0107,0.022178,0.4021,True
LOBELINE,SLC18A2,hsa04728,dopaminergic synapse,2.3333,-1.3942,0.081628,0.2788,False
LOBELINE,SLC18A2,GO:0007409,axonogenesis,3.0,-1.4188,0.077978,0.2838,False
LOBELINE,SLC18A2,GO:0021987,cerebral cortex development,4.0,0.55,0.708854,0.0,False
LOBELINE,SLC18A2,GO:0030182,neuron differentiation,3.5,0.095,0.537837,0.0,False
LOBELINE,SLC18A2,GO:0001764,neuron migration,3.5,0.64,0.738929,0.0,False
LOBELINE,SLC18A2,GO:0050804,modulation of chemical synaptic transmission,2.75,-1.0598,0.144607,0.212,False
LOBELINE,SLC18A2,GO:0048699,generation of neurons,3.3333,-0.5059,0.306458,0.1012,False
LOBELINE,SLC18A2,hsa04330,Notch signaling pathway,4.0,0.8006,0.78833,0.0,False
LORCASERIN,HTR2C,R-HSA-112316,neuronal system,3.5714,0.2644,0.604253,0.0,False
LORCASERIN,HTR2C,GO:0007399,nervous system development,3.3333,-0.3964,0.34592,0.0793,False
LORCASERIN,HTR2C,GO:0007268,chemical synaptic transmission,3.25,-0.2531,0.400097,0.0506,False
LORCASERIN,HTR2C,hsa04728,dopaminergic synapse,2.3333,-1.3942,0.081628,0.2788,False
LORCASERIN,HTR2C,GO:0007409,axonogenesis,3.5,-0.2919,0.385191,0.0584,False
LORCASERIN,HTR2C,GO:0021987,cerebral cortex development,3.0,-1.2534,0.105035,0.2507,False
LORCASERIN,HTR2C,GO:0030182,neuron differentiation,3.25,-0.4842,0.314125,0.0968,False
LORCASERIN,HTR2C,GO:0001764,neuron migration,3.0,-0.2296,0.409208,0.0459,False
LORCASERIN,HTR2C,GO:0050804,modulation of chemical synaptic transmission,3.25,-0.0656,0.473841,0.0131,False
LORCASERIN,HTR2C,GO:0048699,generation of neurons,3.3333,-0.5059,0.306458,0.1012,False
LORCASERIN,HTR2C,hsa04330,Notch signaling pathway,4.0,0.8006,0.78833,0.0,False
LOXAPINE,DRD3;DRD4,R-HSA-112316,neuronal system,3.2857,0.4806,0.684587,0.0,False
LOXAPINE,DRD3;DRD4,GO:0007399,nervous system development,3.6667,1.6017,0.945393,0.0,False
LOXAPINE,DRD3;DRD4,GO:0007268,chemical synaptic transmission,3.0,-0.0461,0.481604,0.0092,False
LOXAPINE,DRD3;DRD4,hsa04728,dopaminergic synapse,2.0,-1.8052,0.035522,0.361,False
LOXAPINE,DRD3;DRD4,GO:0007409,axonogenesis,3.5,0.5851,0.720753,0.0,False
LOXAPINE,DRD3;DRD4,GO:0021987,cerebral cortex development,4.0,1.4093,0.92062,0.0,False
LOXAPINE,DRD3;DRD4,GO:0030182,neuron differentiation,3.5,1.1001,0.864356,0.0,False
LOXAPINE,DRD3;DRD4,GO:0001764,neuron migration,3.5,1.5787,0.942798,0.0,False
LOXAPINE,DRD3;DRD4,GO:0050804,modulation of chemical synaptic transmission,3.25,0.6986,0.757586,0.0,False
LOXAPINE,DRD3;DRD4,GO:0048699,generation of neurons,3.6667,1.1515,0.875242,0.0,False
LOXAPINE,DRD3;DRD4,hsa04330,Notch signaling pathway,3.0,-0.2861,0.387405,0.0572,False
MARDEPODECT,PDE10A,R-HSA-112316,neuronal system,3.2857,-0.3949,0.346455,0.079,False
MARDEPODECT,PDE10A,GO:0007399,nervous system development,3.6667,0.3916,0.652335,0.0,False
MARDEPODECT,PDE10A,GO:0007268,chemical synaptic transmission,3.125,-0.546,0.292522,0.1092,False
MARDEPODECT,PDE10A,hsa04728,dopaminergic synapse,3.0,-0.1302,0.448207,0.026,False
MARDEPODECT,PDE10A,GO:0007409,axonogenesis,3.5,-0.2919,0.385191,0.0584,False
MARDEPODECT,PDE10A,GO:0021987,cerebral cortex development,4.0,0.55,0.708854,0.0,False
MARDEPODECT,PDE10A,GO:0030182,neuron differentiation,3.75,0.6742,0.749896,0.0,False
MARDEPODECT,PDE10A,GO:0001764,neuron migration,3.0,-0.2296,0.409208,0.0459,False
MARDEPODECT,PDE10A,GO:0050804,modulation of chemical synaptic transmission,3.0,-0.5627,0.286808,0.1125,False
MARDEPODECT,PDE10A,GO:0048699,generation of neurons,3.3333,-0.5059,0.306458,0.1012,False
MARDEPODECT,PDE10A,hsa04330,Notch signaling pathway,4.0,0.8006,0.78833,0.0,False
MAZAPERTINE,DRD1,R-HSA-112316,neuronal system,3.1429,-0.7245,0.234364,0.1449,False
MAZAPERTINE,DRD1,GO:0007399,nervous system development,3.3333,-0.3964,0.34592,0.0793,False
MAZAPERTINE,DRD1,GO:0007268,chemical synaptic transmission,2.75,-1.4248,0.077102,0.285,False
MAZAPERTINE,DRD1,hsa04728,dopaminergic synapse,2.0,-2.0262,0.021372,0.4052,True
MAZAPERTINE,DRD1,GO:0007409,axonogenesis,3.0,-1.4188,0.077978,0.2838,False
MAZAPERTINE,DRD1,GO:0021987,cerebral cortex development,3.5,-0.3517,0.362545,0.0703,False
MAZAPERTINE,DRD1,GO:0030182,neuron differentiation,3.0,-1.0634,0.143807,0.2127,False
MAZAPERTINE,DRD1,GO:0001764,neuron migration,3.0,-0.2296,0.409208,0.0459,False
MAZAPERTINE,DRD1,GO:0050804,modulation of chemical synaptic transmission,3.0,-0.5627,0.286808,0.1125,False
MAZAPERTINE,DRD1,GO:0048699,generation of neurons,3.0,-1.2245,0.110374,0.2449,False
MAZAPERTINE,DRD1,hsa04330,Notch signaling pathway,3.0,-0.8006,0.21167,0.1601,False
MAZINDOL,SLC6A4,R-HSA-112316,neuronal system,3.0,-1.0542,0.145898,0.2108,False
MAZINDOL,SLC6A4,GO:0007399,nervous system development,3.1667,-0.7904,0.21466,0.1581,False
MAZINDOL,SLC6A4,GO:0007268,chemical synaptic transmission,2.625,-1.7178,0.042919,0.3436,False
MAZINDOL,SLC6A4,hsa04728,dopaminergic synapse,1.6667,-2.6582,0.003928,0.5316,True
MAZINDOL,SLC6A4,GO:0007409,axonogenesis,3.0,-1.4188,0.077978,0.2838,False
MAZINDOL,SLC6A4,GO:0021987,cerebral cortex development,3.5,-0.3517,0.362545,0.0703,False
MAZINDOL,SLC6A4,GO:0030182,neuron differentiation,3.25,-0.4842,0.314125,0.0968,False
MAZINDOL,SLC6A4,GO:0001764,neuron migration,2.5,-1.0992,0.135838,0.2198,False
MAZINDOL,SLC6A4,GO:0050804,modulation of chemical synaptic transmission,3.0,-0.5627,0.286808,0.1125,False
MAZINDOL,SLC6A4,GO:0048699,generation of neurons,3.0,-1.2245,0.110374,0.2449,False
MAZINDOL,SLC6A4,hsa04330,Notch signaling pathway,3.0,-0.8006,0.21167,0.1601,False
MEBUFOTENIN,HTR2A;HTR2C,R-HSA-112316,neuronal system,3.1429,0.0936,0.537301,0.0,False
MEBUFOTENIN,HTR2A;HTR2C,GO:0007399,nervous system development,3.0,-0.4784,0.316168,0.0957,False
MEBUFOTENIN,HTR2A;HTR2C,GO:0007268,chemical synaptic transmission,2.875,-0.4065,0.342183,0.0813,False
MEBUFOTENIN,HTR2A;HTR2C,hsa04728,dopaminergic synapse,2.0,-1.8052,0.035522,0.361,False
MEBUFOTENIN,HTR2A;HTR2C,GO:0007409,axonogenesis,3.0,-0.7238,0.234587,0.1448,False
MEBUFOTENIN,HTR2A;HTR2C,GO:0021987,cerebral cortex development,3.0,-0.7996,0.211968,0.1599,False
MEBUFOTENIN,HTR2A;HTR2C,GO:0030182,neuron differentiation,2.75,-1.0598,0.144621,0.212,False
MEBUFOTENIN,HTR2A;HTR2C,GO:0001764,neuron migration,3.0,0.438,0.669315,0.0,False
MEBUFOTENIN,HTR2A;HTR2C,GO:0050804,modulation of chemical synaptic transmission,3.0,0.1379,0.554847,0.0,False
MEBUFOTENIN,HTR2A;HTR2C,GO:0048699,generation of neurons,3.0,-0.5595,0.287907,0.1119,False
MEBUFOTENIN,HTR2A;HTR2C,hsa04330,Notch signaling pathway,3.0,-0.2861,0.387405,0.0572,False
MESCALINE,HTR2A;HTR2C,R-HSA-112316,neuronal system,3.1429,0.0936,0.537301,0.0,False
MESCALINE,HTR2A;HTR2C,GO:0007399,nervous system development,3.0,-0.4784,0.316168,0.0957,False
MESCALINE,HTR2A;HTR2C,GO:0007268,chemical synaptic transmission,2.875,-0.4065,0.342183,0.0813,False
MESCALINE,HTR2A;HTR2C,hsa04728,dopaminergic synapse,2.0,-1.8052,0.035522,0.361,False
MESCALINE,HTR2A;HTR2C,GO:0007409,axonogenesis,3.0,-0.7238,0.234587,0.1448,False
MESCALINE,HTR2A;HTR2C,GO:0021987,cerebral cortex development,3.0,-0.7996,0.211968,0.1599,False
MESCALINE,HTR2A;HTR2C,GO:0030182,neuron differentiation,2.75,-1.0598,0.144621,0.212,False
MESCALINE,HTR2A;HTR2C,GO:0001764,neuron migration,3.0,0.438,0.669315,0.0,False
MESCALINE,HTR2A;HTR2C,GO:0050804,modulation of chemical synaptic transmission,3.0,0.1379,0.554847,0.0,False
MESCALINE,HTR2A;HTR2C,GO:0048699,generation of neurons,3.0,-0.5595,0.287907,0.1119,False
MESCALINE,HTR2A;HTR2C,hsa04330,Notch signaling pathway,3.0,-0.2861,0.387405,0.0572,False
MESULERGINE,HTR2C,R-HSA-112316,neuronal system,3.5714,0.2644,0.604253,0.0,False
MESULERGINE,HTR2C,GO:0007399,nervous system development,3.3333,-0.3964,0.34592,0.0793,False
MESULERGINE,HTR2C,GO:0007268,chemical synaptic transmission,3.25,-0.2531,0.400097,0.0506,False
MESULERGINE,HTR2C,hsa04728,dopaminergic synapse,2.3333,-1.3942,0.081628,0.2788,False
MESULERGINE,HTR2C,GO:0007409,axonogenesis,3.5,-0.2919,0.385191,0.0584,False
MESULERGINE,HTR2C,GO:0021987,cerebral cortex development,3.0,-1.2534,0.105035,0.2507,False
MESULERGINE,HTR2C,GO:0030182,neuron differentiation,3.25,-0.4842,0.314125,0.0968,False
MESULERGINE,HTR2C,GO:0001764,neuron migration,3.0,-0.2296,0.409208,0.0459,False
MESULERGINE,HTR2C,GO:0050804,modulation of chemical synaptic transmission,3.25,-0.0656,0.473841,0.0131,False
MESULERGINE,HTR2C,GO:0048699,generation of neurons,3.3333,-0.5059,0.306458,0.1012,False
MESULERGINE,HTR2C,hsa04330,Notch signaling pathway,4.0,0.8006,0.78833,0.0,False
METERGOLINE,HTR2C,R-HSA-112316,neuronal system,3.5714,0.2644,0.604253,0.0,False
METERGOLINE,HTR2C,GO:0007399,nervous system development,3.3333,-0.3964,0.34592,0.0793,False
METERGOLINE,HTR2C,GO:0007268,chemical synaptic transmission,3.25,-0.2531,0.400097,0.0506,False
METERGOLINE,HTR2C,hsa04728,dopaminergic synapse,2.3333,-1.3942,0.081628,0.2788,False
METERGOLINE,HTR2C,GO:0007409,axonogenesis,3.5,-0.2919,0.385191,0.0584,False
METERGOLINE,HTR2C,GO:0021987,cerebral cortex development,3.0,-1.2534,0.105035,0.2507,False
METERGOLINE,HTR2C,GO:0030182,neuron differentiation,3.25,-0.4842,0.314125,0.0968,False
METERGOLINE,HTR2C,GO:0001764,neuron migration,3.0,-0.2296,0.409208,0.0459,False
METERGOLINE,HTR2C,GO:0050804,modulation of chemical synaptic transmission,3.25,-0.0656,0.473841,0.0131,False
METERGOLINE,HTR2C,GO:0048699,generation of neurons,3.3333,-0.5059,0.306458,0.1012,False
METERGOLINE,HTR2C,hsa04330,Notch signaling pathway,4.0,0.8006,0.78833,0.0,False
METHOCTRAMINE,CHRM4,R-HSA-112316,neuronal system,4.0,1.2533,0.89495,0.0,False
METHOCTRAMINE,CHRM4,GO:0007399,nervous system development,4.0,1.1796,0.880925,0.0,False
METHOCTRAMINE,CHRM4,GO:0007268,chemical synaptic transmission,3.75,0.9186,0.820859,0.0,False
METHOCTRAMINE,CHRM4,hsa04728,dopaminergic synapse,3.0,-0.1302,0.448207,0.026,False
METHOCTRAMINE,CHRM4,GO:0007409,axonogenesis,4.0,0.8351,0.798157,0.0,False
METHOCTRAMINE,CHRM4,GO:0021987,cerebral cortex development,4.0,0.55,0.708854,0.0,False
METHOCTRAMINE,CHRM4,GO:0030182,neuron differentiation,3.75,0.6742,0.749896,0.0,False
METHOCTRAMINE,CHRM4,GO:0001764,neuron migration,3.0,-0.2296,0.409208,0.0459,False
METHOCTRAMINE,CHRM4,GO:0050804,modulation of chemical synaptic transmission,3.75,0.9286,0.823454,0.0,False
METHOCTRAMINE,CHRM4,GO:0048699,generation of neurons,4.0,0.9313,0.824162,0.0,False
METHOCTRAMINE,CHRM4,hsa04330,Notch signaling pathway,4.0,0.8006,0.78833,0.0,False
METHSCOPOLAMINE,CHRM1;CHRM4,R-HSA-112316,neuronal system,3.1429,0.0936,0.537301,0.0,False
METHSCOPOLAMINE,CHRM1;CHRM4,GO:0007399,nervous system development,3.1667,0.0416,0.516593,0.0,False
METHSCOPOLAMINE,CHRM1;CHRM4,GO:0007268,chemical synaptic transmission,3.125,0.3143,0.623336,0.0,False
METHSCOPOLAMINE,CHRM1;CHRM4,hsa04728,dopaminergic synapse,2.6667,-0.1818,0.427863,0.0364,False
METHSCOPOLAMINE,CHRM1;CHRM4,GO:0007409,axonogenesis,3.0,-0.7238,0.234587,0.1448,False
METHSCOPOLAMINE,CHRM1;CHRM4,GO:0021987,cerebral cortex development,3.5,0.3048,0.61975,0.0,False
METHSCOPOLAMINE,CHRM1;CHRM4,GO:0030182,neuron differentiation,3.0,-0.3398,0.366995,0.068,False
METHSCOPOLAMINE,CHRM1;CHRM4,GO:0001764,neuron migration,2.5,-0.7027,0.241133,0.1405,False
METHSCOPOLAMINE,CHRM1;CHRM4,GO:0050804,modulation of chemical synaptic transmission,3.0,0.1379,0.554847,0.0,False
METHSCOPOLAMINE,CHRM1;CHRM4,GO:0048699,generation of neurons,3.0,-0.5595,0.287907,0.1119,False
METHSCOPOLAMINE,CHRM1;CHRM4,hsa04330,Notch signaling pathway,3.0,-0.2861,0.387405,0.0572,False
MEZILAMINE,DRD4,R-HSA-112316,neuronal system,3.2857,-0.3949,0.346455,0.079,False
MEZILAMINE,DRD4,GO:0007399,nervous system development,3.6667,0.3916,0.652335,0.0,False
MEZILAMINE,DRD4,GO:0007268,chemical synaptic transmission,3.0,-0.839,0.200744,0.1678,False
MEZILAMINE,DRD4,hsa04728,dopaminergic synapse,2.0,-2.0262,0.021372,0.4052,True
MEZILAMINE,DRD4,GO:0007409,axonogenesis,3.5,-0.2919,0.385191,0.0584,False
MEZILAMINE,DRD4,GO:0021987,cerebral cortex development,4.0,0.55,0.708854,0.0,False
MEZILAMINE,DRD4,GO:0030182,neuron differentiation,3.5,0.095,0.537837,0.0,False
MEZILAMINE,DRD4,GO:0001764,neuron migration,3.5,0.64,0.738929,0.0,False
MEZILAMINE,DRD4,GO:0050804,modulation of chemical synaptic transmission,3.25,-0.0656,0.473841,0.0131,False
MEZILAMINE,DRD4,GO:0048699,generation of neurons,3.6667,0.2127,0.584225,0.0,False
MEZILAMINE,DRD4,hsa04330,Notch signaling pathway,3.0,-0.8006,0.21167,0.1601,False
MIANSERIN,ADRA2A;HTR2C,R-HSA-112316,neuronal system,3.5714,1.2544,0.895155,0.0,False
MIANSERIN,ADRA2A;HTR2C,GO:0007399,nervous system development,3.3333,0.5616,0.712822,0.0,False
MIANSERIN,ADRA2A;HTR2C,GO:0007268,chemical synaptic transmission,3.125,0.3143,0.623336,0.0,False
MIANSERIN,ADRA2A;HTR2C,hsa04728,dopaminergic synapse,2.0,-1.8052,0.035522,0.361,False
MIANSERIN,ADRA2A;HTR2C,GO:0007409,axonogenesis,3.5,0.5851,0.720753,0.0,False
MIANSERIN,ADRA2A;HTR2C,GO:0021987,cerebral cortex development,3.0,-0.7996,0.211968,0.1599,False
MIANSERIN,ADRA2A;HTR2C,GO:0030182,neuron differentiation,3.25,0.3801,0.648079,0.0,False
MIANSERIN,ADRA2A;HTR2C,GO:0001764,neuron migration,3.0,0.438,0.669315,0.0,False
MIANSERIN,ADRA2A;HTR2C,GO:0050804,modulation of chemical synaptic transmission,3.25,0.6986,0.757586,0.0,False
MIANSERIN,ADRA2A;HTR2C,GO:0048699,generation of neurons,3.3333,0.296,0.616389,0.0,False
MIANSERIN,ADRA2A;HTR2C,hsa04330,Notch signaling pathway,4.0,1.3968,0.918761,0.0,False
MIRTAZAPINE,ADRA2A,R-HSA-112316,neuronal system,3.7143,0.594,0.723748,0.0,False
MIRTAZAPINE,ADRA2A,GO:0007399,nervous system development,3.6667,0.3916,0.652335,0.0,False
MIRTAZAPINE,ADRA2A,GO:0007268,chemical synaptic transmission,3.25,-0.2531,0.400097,0.0506,False
MIRTAZAPINE,ADRA2A,hsa04728,dopaminergic synapse,2.0,-2.0262,0.021372,0.4052,True
MIRTAZAPINE,ADRA2A,GO:0007409,axonogenesis,3.5,-0.2919,0.385191,0.0584,False
MIRTAZAPINE,ADRA2A,GO:0021987,cerebral cortex development,3.5,-0.3517,0.362545,0.0703,False
MIRTAZAPINE,ADRA2A,GO:0030182,neuron differentiation,3.5,0.095,0.537837,0.0,False
MIRTAZAPINE,ADRA2A,GO:0001764,neuron migration,3.0,-0.2296,0.409208,0.0459,False
MIRTAZAPINE,ADRA2A,GO:0050804,modulation of chemical synaptic transmission,3.5,0.4315,0.666946,0.0,False
MIRTAZAPINE,ADRA2A,GO:0048699,generation of neurons,3.3333,-0.5059,0.306458,0.1012,False
MIRTAZAPINE,ADRA2A,hsa04330,Notch signaling pathway,4.0,0.8006,0.78833,0.0,False
MLN-8054,GABRA1,R-HSA-112316,neuronal system,3.4286,-0.0653,0.47398,0.0131,False
MLN-8054,GABRA1,GO:0007399,nervous system development,4.0,1.1796,0.880925,0.0,False
MLN-8054,GABRA1,GO:0007268,chemical synaptic transmission,3.375,0.0398,0.515889,0.0,False
MLN-8054,GABRA1,hsa04728,dopaminergic synapse,2.6667,-0.7622,0.222971,0.1524,False
MLN-8054,GABRA1,GO:0007409,axonogenesis,4.25,1.3985,0.919022,0.0,False
MLN-8054,GABRA1,GO:0021987,cerebral cortex development,4.5,1.4517,0.926714,0.0,False
MLN-8054,GABRA1,GO:0030182,neuron differentiation,3.75,0.6742,0.749896,0.0,False
MLN-8054,GABRA1,GO:0001764,neuron migration,4.0,1.5097,0.934437,0.0,False
MLN-8054,GABRA1,GO:0050804,modulation of chemical synaptic transmission,3.0,-0.5627,0.286808,0.1125,False
MLN-8054,GABRA1,GO:0048699,generation of neurons,4.3333,1.65,0.950526,0.0,False
MLN-8054,GABRA1,hsa04330,Notch signaling pathway,3.0,-0.8006,0.21167,0.1601,False
MOXONIDINE,ADRA2A,R-HSA-112316,neuronal system,3.7143,0.594,0.723748,0.0,False
MOXONIDINE,ADRA2A,GO:0007399,nervous system development,3.6667,0.3916,0.652335,0.0,False
MOXONIDINE,ADRA2A,GO:0007268,chemical synaptic transmission,3.25,-0.2531,0.400097,0.0506,False
MOXONIDINE,ADRA2A,hsa04728,dopaminergic synapse,2.0,-2.0262,0.021372,0.4052,True
MOXONIDINE,ADRA2A,GO:0007409,axonogenesis,3.5,-0.2919,0.385191,0.0584,False
MOXONIDINE,ADRA2A,GO:0021987,cerebral cortex development,3.5,-0.3517,0.362545,0.0703,False
MOXONIDINE,ADRA2A,GO:0030182,neuron differentiation,3.5,0.095,0.537837,0.0,False
MOXONIDINE,ADRA2A,GO:0001764,neuron migration,3.0,-0.2296,0.409208,0.0459,False
MOXONIDINE,ADRA2A,GO:0050804,modulation of chemical synaptic transmission,3.5,0.4315,0.666946,0.0,False
MOXONIDINE,ADRA2A,GO:0048699,generation of neurons,3.3333,-0.5059,0.306458,0.1012,False
MOXONIDINE,ADRA2A,hsa04330,Notch signaling pathway,4.0,0.8006,0.78833,0.0,False
MRK-560,SLC18A2,R-HSA-112316,neuronal system,3.0,-1.0542,0.145898,0.2108,False
MRK-560,SLC18A2,GO:0007399,nervous system development,3.5,-0.0024,0.499057,0.0005,False
MRK-560,SLC18A2,GO:0007268,chemical synaptic transmission,2.5,-2.0107,0.022178,0.4021,True
MRK-560,SLC18A2,hsa04728,dopaminergic synapse,2.3333,-1.3942,0.081628,0.2788,False
MRK-560,SLC18A2,GO:0007409,axonogenesis,3.0,-1.4188,0.077978,0.2838,False
MRK-560,SLC18A2,GO:0021987,cerebral cortex development,4.0,0.55,0.708854,0.0,False
MRK-560,SLC18A2,GO:0030182,neuron differentiation,3.5,0.095,0.537837,0.0,False
MRK-560,SLC18A2,GO:0001764,neuron migration,3.5,0.64,0.738929,0.0,False
MRK-560,SLC18A2,GO:0050804,modulation of chemical synaptic transmission,2.75,-1.0598,0.144607,0.212,False
MRK-560,SLC18A2,GO:0048699,generation of neurons,3.3333,-0.5059,0.306458,0.1012,False
MRK-560,SLC18A2,hsa04330,Notch signaling pathway,4.0,0.8006,0.78833,0.0,False
MRL-SYKi-NC,GABRA1,R-HSA-112316,neuronal system,3.4286,-0.0653,0.47398,0.0131,False
MRL-SYKi-NC,GABRA1,GO:0007399,nervous system development,4.0,1.1796,0.880925,0.0,False
MRL-SYKi-NC,GABRA1,GO:0007268,chemical synaptic transmission,3.375,0.0398,0.515889,0.0,False
MRL-SYKi-NC,GABRA1,hsa04728,dopaminergic synapse,2.6667,-0.7622,0.222971,0.1524,False
MRL-SYKi-NC,GABRA1,GO:0007409,axonogenesis,4.25,1.3985,0.919022,0.0,False
MRL-SYKi-NC,GABRA1,GO:0021987,cerebral cortex development,4.5,1.4517,0.926714,0.0,False
MRL-SYKi-NC,GABRA1,GO:0030182,neuron differentiation,3.75,0.6742,0.749896,0.0,False
MRL-SYKi-NC,GABRA1,GO:0001764,neuron migration,4.0,1.5097,0.934437,0.0,False
MRL-SYKi-NC,GABRA1,GO:0050804,modulation of chemical synaptic transmission,3.0,-0.5627,0.286808,0.1125,False
MRL-SYKi-NC,GABRA1,GO:0048699,generation of neurons,4.3333,1.65,0.950526,0.0,False
MRL-SYKi-NC,GABRA1,hsa04330,Notch signaling pathway,3.0,-0.8006,0.21167,0.1601,False
MUSCARINE,CHRM1;CHRM4,R-HSA-112316,neuronal system,3.1429,0.0936,0.537301,0.0,False
MUSCARINE,CHRM1;CHRM4,GO:0007399,nervous system development,3.1667,0.0416,0.516593,0.0,False
MUSCARINE,CHRM1;CHRM4,GO:0007268,chemical synaptic transmission,3.125,0.3143,0.623336,0.0,False
MUSCARINE,CHRM1;CHRM4,hsa04728,dopaminergic synapse,2.6667,-0.1818,0.427863,0.0364,False
MUSCARINE,CHRM1;CHRM4,GO:0007409,axonogenesis,3.0,-0.7238,0.234587,0.1448,False
MUSCARINE,CHRM1;CHRM4,GO:0021987,cerebral cortex development,3.5,0.3048,0.61975,0.0,False
MUSCARINE,CHRM1;CHRM4,GO:0030182,neuron differentiation,3.0,-0.3398,0.366995,0.068,False
MUSCARINE,CHRM1;CHRM4,GO:0001764,neuron migration,2.5,-0.7027,0.241133,0.1405,False
MUSCARINE,CHRM1;CHRM4,GO:0050804,modulation of chemical synaptic transmission,3.0,0.1379,0.554847,0.0,False
MUSCARINE,CHRM1;CHRM4,GO:0048699,generation of neurons,3.0,-0.5595,0.287907,0.1119,False
MUSCARINE,CHRM1;CHRM4,hsa04330,Notch signaling pathway,3.0,-0.2861,0.387405,0.0572,False
"N,N-DIMETHYLTRYPTAMINE",HTR2A;HTR2C,R-HSA-112316,neuronal system,3.1429,0.0936,0.537301,0.0,False
"N,N-DIMETHYLTRYPTAMINE",HTR2A;HTR2C,GO:0007399,nervous system development,3.0,-0.4784,0.316168,0.0957,False
"N,N-DIMETHYLTRYPTAMINE",HTR2A;HTR2C,GO:0007268,chemical synaptic transmission,2.875,-0.4065,0.342183,0.0813,False
"N,N-DIMETHYLTRYPTAMINE",HTR2A;HTR2C,hsa04728,dopaminergic synapse,2.0,-1.8052,0.035522,0.361,False
"N,N-DIMETHYLTRYPTAMINE",HTR2A;HTR2C,GO:0007409,axonogenesis,3.0,-0.7238,0.234587,0.1448,False
"N,N-DIMETHYLTRYPTAMINE",HTR2A;HTR2C,GO:0021987,cerebral cortex development,3.0,-0.7996,0.211968,0.1599,False
"N,N-DIMETHYLTRYPTAMINE",HTR2A;HTR2C,GO:0030182,neuron differentiation,2.75,-1.0598,0.144621,0.212,False
"N,N-DIMETHYLTRYPTAMINE",HTR2A;HTR2C,GO:0001764,neuron migration,3.0,0.438,0.669315,0.0,False
"N,N-DIMETHYLTRYPTAMINE",HTR2A;HTR2C,GO:0050804,modulation of chemical synaptic transmission,3.0,0.1379,0.554847,0.0,False
"N,N-DIMETHYLTRYPTAMINE",HTR2A;HTR2C,GO:0048699,generation of neurons,3.0,-0.5595,0.287907,0.1119,False
"N,N-DIMETHYLTRYPTAMINE",HTR2A;HTR2C,hsa04330,Notch signaling pathway,3.0,-0.2861,0.387405,0.0572,False
N-DESMETHYLCLOZAPINE,CHRM4,R-HSA-112316,neuronal system,4.0,1.2533,0.89495,0.0,False
N-DESMETHYLCLOZAPINE,CHRM4,GO:0007399,nervous system development,4.0,1.1796,0.880925,0.0,False
N-DESMETHYLCLOZAPINE,CHRM4,GO:0007268,chemical synaptic transmission,3.75,0.9186,0.820859,0.0,False
N-DESMETHYLCLOZAPINE,CHRM4,hsa04728,dopaminergic synapse,3.0,-0.1302,0.448207,0.026,False
N-DESMETHYLCLOZAPINE,CHRM4,GO:0007409,axonogenesis,4.0,0.8351,0.798157,0.0,False
N-DESMETHYLCLOZAPINE,CHRM4,GO:0021987,cerebral cortex development,4.0,0.55,0.708854,0.0,False
N-DESMETHYLCLOZAPINE,CHRM4,GO:0030182,neuron differentiation,3.75,0.6742,0.749896,0.0,False
N-DESMETHYLCLOZAPINE,CHRM4,GO:0001764,neuron migration,3.0,-0.2296,0.409208,0.0459,False
N-DESMETHYLCLOZAPINE,CHRM4,GO:0050804,modulation of chemical synaptic transmission,3.75,0.9286,0.823454,0.0,False
N-DESMETHYLCLOZAPINE,CHRM4,GO:0048699,generation of neurons,4.0,0.9313,0.824162,0.0,False
N-DESMETHYLCLOZAPINE,CHRM4,hsa04330,Notch signaling pathway,4.0,0.8006,0.78833,0.0,False
NABILONE,CNR1;CNR2,R-HSA-112316,neuronal system,3.2857,0.4806,0.684587,0.0,False
NABILONE,CNR1;CNR2,GO:0007399,nervous system development,3.5,1.0817,0.860305,0.0,False
NABILONE,CNR1;CNR2,GO:0007268,chemical synaptic transmission,3.125,0.3143,0.623336,0.0,False
NABILONE,CNR1;CNR2,hsa04728,dopaminergic synapse,2.3333,-0.9935,0.160232,0.1987,False
NABILONE,CNR1;CNR2,GO:0007409,axonogenesis,3.25,-0.0694,0.472347,0.0139,False
NABILONE,CNR1;CNR2,GO:0021987,cerebral cortex development,3.5,0.3048,0.61975,0.0,False
NABILONE,CNR1;CNR2,GO:0030182,neuron differentiation,3.25,0.3801,0.648079,0.0,False
