drug_a,drug_b,targets_a,targets_b,union_targets,n_union_targets,n_target_classes,target_classes,n_pathways_union,covered_pathways,complementarity,combined_proximity,combo_score,both_priority,safety_a,safety_b
OLANZAPINE,MEZILAMINE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,DRD4,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,8,4,adrenergic;cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.9709,0.4843,False,nan,nan
CLONIDINE,LOXAPINE,ADRA2A,DRD3;DRD4,ADRA2A;DRD3;DRD4,3,2,adrenergic;dopamine,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,1.1592,0.484,False,nan,nan
BROMOCRIPTINE,XANOMELINE,DRD2;DRD3,CHRM1;CHRM4,CHRM1;CHRM4;DRD2;DRD3,4,2,cholinergic;dopamine,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,1.1442,0.4836,False,nan,nan
ROPINIROLE,XANOMELINE,DRD2;DRD3,CHRM1;CHRM4,CHRM1;CHRM4;DRD2;DRD3,4,2,cholinergic;dopamine,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,1.1442,0.4836,False,nan,nan
XANOMELINE,8-OH-DPAT,CHRM1;CHRM4,DRD2;DRD3,CHRM1;CHRM4;DRD2;DRD3,4,2,cholinergic;dopamine,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,1.1442,0.4836,False,nan,nan
CLONIDINE,CI-1007,ADRA2A,DRD2;DRD3;DRD4,ADRA2A;DRD2;DRD3;DRD4,4,2,adrenergic;dopamine,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,1.0849,0.4821,False,nan,nan
RISPERIDONE,5-OH-DPAT,ADRA2A;CHRM1;DRD1;DRD3;HTR2A;HTR2C,DRD3,ADRA2A;CHRM1;DRD1;DRD3;HTR2A;HTR2C,6,4,adrenergic;cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.8399,0.481,False,nan,nan
RISPERIDONE,ABAPERIDONE,ADRA2A;CHRM1;DRD1;DRD3;HTR2A;HTR2C,DRD3,ADRA2A;CHRM1;DRD1;DRD3;HTR2A;HTR2C,6,4,adrenergic;cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.8399,0.481,False,nan,nan
RISPERIDONE,CLEBOPRIDE,ADRA2A;CHRM1;DRD1;DRD3;HTR2A;HTR2C,DRD3,ADRA2A;CHRM1;DRD1;DRD3;HTR2A;HTR2C,6,4,adrenergic;cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.8399,0.481,False,nan,nan
RISPERIDONE,DIFLUOROBENZTROPINE,ADRA2A;CHRM1;DRD1;DRD3;HTR2A;HTR2C,DRD3,ADRA2A;CHRM1;DRD1;DRD3;HTR2A;HTR2C,6,4,adrenergic;cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.8399,0.481,False,nan,nan
RISPERIDONE,IOXIPRIDE,ADRA2A;CHRM1;DRD1;DRD3;HTR2A;HTR2C,DRD3,ADRA2A;CHRM1;DRD1;DRD3;HTR2A;HTR2C,6,4,adrenergic;cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.8399,0.481,False,nan,nan
RISPERIDONE,LEVOSULPIRIDE,ADRA2A;CHRM1;DRD1;DRD3;HTR2A;HTR2C,DRD3,ADRA2A;CHRM1;DRD1;DRD3;HTR2A;HTR2C,6,4,adrenergic;cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.8399,0.481,False,nan,nan
RISPERIDONE,NAFADOTRIDE,ADRA2A;CHRM1;DRD1;DRD3;HTR2A;HTR2C,DRD3,ADRA2A;CHRM1;DRD1;DRD3;HTR2A;HTR2C,6,4,adrenergic;cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.8399,0.481,False,nan,nan
OLANZAPINE,5-OH-DPAT,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,DRD3,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,8,4,adrenergic;cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.7881,0.4797,False,nan,nan
OLANZAPINE,ABAPERIDONE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,DRD3,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,8,4,adrenergic;cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.7881,0.4797,False,nan,nan
OLANZAPINE,CLEBOPRIDE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,DRD3,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,8,4,adrenergic;cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.7881,0.4797,False,nan,nan
OLANZAPINE,DIFLUOROBENZTROPINE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,DRD3,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,8,4,adrenergic;cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.7881,0.4797,False,nan,nan
OLANZAPINE,IOXIPRIDE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,DRD3,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,8,4,adrenergic;cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.7881,0.4797,False,nan,nan
OLANZAPINE,LEVOSULPIRIDE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,DRD3,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,8,4,adrenergic;cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.7881,0.4797,False,nan,nan
OLANZAPINE,NAFADOTRIDE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,DRD3,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,8,4,adrenergic;cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.7881,0.4797,False,nan,nan
XANOMELINE,LOXAPINE,CHRM1;CHRM4,DRD3;DRD4,CHRM1;CHRM4;DRD3;DRD4,4,2,cholinergic;dopamine,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,0.9862,0.4797,False,nan,nan
XANOMELINE,ISOCLOZAPINE,CHRM1;CHRM4,CHRM1;DRD3;DRD4,CHRM1;CHRM4;DRD3;DRD4,4,2,cholinergic;dopamine,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,0.9773,0.4794,False,nan,nan
RISPERIDONE,LISURIDE,ADRA2A;CHRM1;DRD1;DRD3;HTR2A;HTR2C,DRD1;DRD2;DRD3,ADRA2A;CHRM1;DRD1;DRD2;DRD3;HTR2A;HTR2C,7,4,adrenergic;cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.7661,0.4792,False,nan,nan
BUSPIRONE,KETANSERIN,DRD2,DRD2;HTR2C;SLC18A2,DRD2;HTR2C;SLC18A2,3,3,dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.3601,0.479,False,nan,nan
BUSPIRONE,SEROTONIN,DRD2,HTR2A;HTR2C;SLC18A2,DRD2;HTR2A;HTR2C;SLC18A2,4,3,dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.3601,0.479,False,nan,nan
KETANSERIN,SEROTONIN,DRD2;HTR2C;SLC18A2,HTR2A;HTR2C;SLC18A2,DRD2;HTR2A;HTR2C;SLC18A2,4,3,dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.3604,0.479,False,nan,nan
APOMORPHINE,KETANSERIN,DRD1;DRD2,DRD2;HTR2C;SLC18A2,DRD1;DRD2;HTR2C;SLC18A2,4,3,dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.3381,0.4785,False,nan,nan
APOMORPHINE,SEROTONIN,DRD1;DRD2,HTR2A;HTR2C;SLC18A2,DRD1;DRD2;HTR2A;HTR2C;SLC18A2,5,3,dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.3381,0.4785,False,nan,nan
KETANSERIN,DESMETHYLOLANZAPINE,DRD2;HTR2C;SLC18A2,DRD1;DRD2,DRD1;DRD2;HTR2C;SLC18A2,4,3,dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.3381,0.4785,False,nan,nan
SEROTONIN,DESMETHYLOLANZAPINE,HTR2A;HTR2C;SLC18A2,DRD1;DRD2,DRD1;DRD2;HTR2A;HTR2C;SLC18A2,5,3,dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.3381,0.4785,False,nan,nan
BUSPIRONE,GR-127935,DRD2,CHRM4;DRD1;SLC6A4,CHRM4;DRD1;DRD2;SLC6A4,4,3,cholinergic;dopamine;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.3262,0.4782,False,nan,nan
DOPAMINE,KETANSERIN,DRD1;DRD3;SLC6A4,DRD2;HTR2C;SLC18A2,DRD1;DRD2;DRD3;HTR2C;SLC18A2;SLC6A4,6,3,dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.3265,0.4782,False,nan,nan
DOPAMINE,SEROTONIN,DRD1;DRD3;SLC6A4,HTR2A;HTR2C;SLC18A2,DRD1;DRD3;HTR2A;HTR2C;SLC18A2;SLC6A4,6,3,dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.3265,0.4782,False,nan,nan
BROMOCRIPTINE,RISPERIDONE,DRD2;DRD3,ADRA2A;CHRM1;DRD1;DRD3;HTR2A;HTR2C,ADRA2A;CHRM1;DRD1;DRD2;DRD3;HTR2A;HTR2C,7,4,adrenergic;cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.7246,0.4781,False,nan,nan
RISPERIDONE,ROPINIROLE,ADRA2A;CHRM1;DRD1;DRD3;HTR2A;HTR2C,DRD2;DRD3,ADRA2A;CHRM1;DRD1;DRD2;DRD3;HTR2A;HTR2C,7,4,adrenergic;cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.7246,0.4781,False,nan,nan
RISPERIDONE,8-OH-DPAT,ADRA2A;CHRM1;DRD1;DRD3;HTR2A;HTR2C,DRD2;DRD3,ADRA2A;CHRM1;DRD1;DRD2;DRD3;HTR2A;HTR2C,7,4,adrenergic;cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.7246,0.4781,False,nan,nan
OLANZAPINE,LISURIDE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,DRD1;DRD2;DRD3,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,8,4,adrenergic;cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.7143,0.4779,False,nan,nan
XANOMELINE,CI-1007,CHRM1;CHRM4,DRD2;DRD3;DRD4,CHRM1;CHRM4;DRD2;DRD3;DRD4,5,2,cholinergic;dopamine,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,0.9119,0.4778,False,nan,nan
APOMORPHINE,GR-127935,DRD1;DRD2,CHRM4;DRD1;SLC6A4,CHRM4;DRD1;DRD2;SLC6A4,4,3,cholinergic;dopamine;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.3042,0.4776,False,nan,nan
DESMETHYLOLANZAPINE,GR-127935,DRD1;DRD2,CHRM4;DRD1;SLC6A4,CHRM4;DRD1;DRD2;SLC6A4,4,3,cholinergic;dopamine;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.3042,0.4776,False,nan,nan
DOPAMINE,GR-127935,DRD1;DRD3;SLC6A4,CHRM4;DRD1;SLC6A4,CHRM4;DRD1;DRD3;SLC6A4,4,3,cholinergic;dopamine;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.2926,0.4773,False,nan,nan
ECOPIPAM,QUETIAPINE,DRD1,CHRM1;DRD1;DRD3;HTR2A,CHRM1;DRD1;DRD3;HTR2A,4,3,cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.2792,0.477,False,nan,nan
QUETIAPINE,(R)-SKF-38393,CHRM1;DRD1;DRD3;HTR2A,DRD1,CHRM1;DRD1;DRD3;HTR2A,4,3,cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.2792,0.477,False,nan,nan
QUETIAPINE,A-86929,CHRM1;DRD1;DRD3;HTR2A,DRD1,CHRM1;DRD1;DRD3;HTR2A,4,3,cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.2792,0.477,False,nan,nan
QUETIAPINE,ALPHA-PHENYL-GAMMA-BUTYROLACTONE,CHRM1;DRD1;DRD3;HTR2A,DRD1,CHRM1;DRD1;DRD3;HTR2A,4,3,cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.2792,0.477,False,nan,nan
QUETIAPINE,DIHYDREXIDINE,CHRM1;DRD1;DRD3;HTR2A,DRD1,CHRM1;DRD1;DRD3;HTR2A,4,3,cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.2792,0.477,False,nan,nan
QUETIAPINE,FENOLDOPAM,CHRM1;DRD1;DRD3;HTR2A,DRD1,CHRM1;DRD1;DRD3;HTR2A,4,3,cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.2792,0.477,False,nan,nan
QUETIAPINE,MAZAPERTINE,CHRM1;DRD1;DRD3;HTR2A,DRD1,CHRM1;DRD1;DRD3;HTR2A,4,3,cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.2792,0.477,False,nan,nan
BROMOCRIPTINE,OLANZAPINE,DRD2;DRD3,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,8,4,adrenergic;cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.6728,0.4768,False,nan,nan
OLANZAPINE,ROPINIROLE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,DRD2;DRD3,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,8,4,adrenergic;cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.6728,0.4768,False,nan,nan
OLANZAPINE,8-OH-DPAT,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,DRD2;DRD3,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,8,4,adrenergic;cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.6728,0.4768,False,nan,nan
ECOPIPAM,L-745870,DRD1,CHRM4;DRD3;DRD4;HTR2A;HTR2C,CHRM4;DRD1;DRD3;DRD4;HTR2A;HTR2C,6,3,cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.2344,0.4759,False,nan,nan
(R)-SKF-38393,L-745870,DRD1,CHRM4;DRD3;DRD4;HTR2A;HTR2C,CHRM4;DRD1;DRD3;DRD4;HTR2A;HTR2C,6,3,cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.2344,0.4759,False,nan,nan
A-86929,L-745870,DRD1,CHRM4;DRD3;DRD4;HTR2A;HTR2C,CHRM4;DRD1;DRD3;DRD4;HTR2A;HTR2C,6,3,cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.2344,0.4759,False,nan,nan
ALPHA-PHENYL-GAMMA-BUTYROLACTONE,L-745870,DRD1,CHRM4;DRD3;DRD4;HTR2A;HTR2C,CHRM4;DRD1;DRD3;DRD4;HTR2A;HTR2C,6,3,cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.2344,0.4759,False,nan,nan
DIHYDREXIDINE,L-745870,DRD1,CHRM4;DRD3;DRD4;HTR2A;HTR2C,CHRM4;DRD1;DRD3;DRD4;HTR2A;HTR2C,6,3,cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.2344,0.4759,False,nan,nan
FENOLDOPAM,L-745870,DRD1,CHRM4;DRD3;DRD4;HTR2A;HTR2C,CHRM4;DRD1;DRD3;DRD4;HTR2A;HTR2C,6,3,cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.2344,0.4759,False,nan,nan
L-745870,MAZAPERTINE,CHRM4;DRD3;DRD4;HTR2A;HTR2C,DRD1,CHRM4;DRD1;DRD3;DRD4;HTR2A;HTR2C,6,3,cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.2344,0.4759,False,nan,nan
ECOPIPAM,ZIPRASIDONE,DRD1,CHRM1;DRD1;DRD3;DRD4;HTR2A;HTR2C,CHRM1;DRD1;DRD3;DRD4;HTR2A;HTR2C,6,3,cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.1838,0.4746,False,nan,nan
ZIPRASIDONE,(R)-SKF-38393,CHRM1;DRD1;DRD3;DRD4;HTR2A;HTR2C,DRD1,CHRM1;DRD1;DRD3;DRD4;HTR2A;HTR2C,6,3,cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.1838,0.4746,False,nan,nan
ZIPRASIDONE,A-86929,CHRM1;DRD1;DRD3;DRD4;HTR2A;HTR2C,DRD1,CHRM1;DRD1;DRD3;DRD4;HTR2A;HTR2C,6,3,cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.1838,0.4746,False,nan,nan
ZIPRASIDONE,ALPHA-PHENYL-GAMMA-BUTYROLACTONE,CHRM1;DRD1;DRD3;DRD4;HTR2A;HTR2C,DRD1,CHRM1;DRD1;DRD3;DRD4;HTR2A;HTR2C,6,3,cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.1838,0.4746,False,nan,nan
ZIPRASIDONE,DIHYDREXIDINE,CHRM1;DRD1;DRD3;DRD4;HTR2A;HTR2C,DRD1,CHRM1;DRD1;DRD3;DRD4;HTR2A;HTR2C,6,3,cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.1838,0.4746,False,nan,nan
ZIPRASIDONE,FENOLDOPAM,CHRM1;DRD1;DRD3;DRD4;HTR2A;HTR2C,DRD1,CHRM1;DRD1;DRD3;DRD4;HTR2A;HTR2C,6,3,cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.1838,0.4746,False,nan,nan
ZIPRASIDONE,MAZAPERTINE,CHRM1;DRD1;DRD3;DRD4;HTR2A;HTR2C,DRD1,CHRM1;DRD1;DRD3;DRD4;HTR2A;HTR2C,6,3,cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.1838,0.4746,False,nan,nan
RISPERIDONE,LOXAPINE,ADRA2A;CHRM1;DRD1;DRD3;HTR2A;HTR2C,DRD3;DRD4,ADRA2A;CHRM1;DRD1;DRD3;DRD4;HTR2A;HTR2C,7,4,adrenergic;cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5666,0.4742,False,nan,nan
RISPERIDONE,ISOCLOZAPINE,ADRA2A;CHRM1;DRD1;DRD3;HTR2A;HTR2C,CHRM1;DRD3;DRD4,ADRA2A;CHRM1;DRD1;DRD3;DRD4;HTR2A;HTR2C,7,4,adrenergic;cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5577,0.4739,False,nan,nan
OLANZAPINE,LOXAPINE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,DRD3;DRD4,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,8,4,adrenergic;cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5148,0.4729,False,nan,nan
OLANZAPINE,ISOCLOZAPINE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,CHRM1;DRD3;DRD4,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,8,4,adrenergic;cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5059,0.4726,False,nan,nan
BUSPIRONE,NAPHTHYRIDINONE,DRD2,GABRA1;SLC18A2,DRD2;GABRA1;SLC18A2,3,3,dopamine;gaba;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.0987,0.4725,False,nan,nan
SEROTONIN,NAPHTHYRIDINONE,HTR2A;HTR2C;SLC18A2,GABRA1;SLC18A2,GABRA1;HTR2A;HTR2C;SLC18A2,4,3,gaba;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.099,0.4725,False,nan,nan
RISPERIDONE,CI-1007,ADRA2A;CHRM1;DRD1;DRD3;HTR2A;HTR2C,DRD2;DRD3;DRD4,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,8,4,adrenergic;cholinergic;dopamine;serotonin,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4923,0.4723,False,nan,nan
APOMORPHINE,NAPHTHYRIDINONE,DRD1;DRD2,GABRA1;SLC18A2,DRD1;DRD2;GABRA1;SLC18A2,4,3,dopamine;gaba;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.0767,0.4719,False,nan,nan
KETANSERIN,BP-897,DRD2;HTR2C;SLC18A2,DRD1;DRD3,DRD1;DRD2;DRD3;HTR2C;SLC18A2,5,3,dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.0765,0.4719,False,nan,nan
SEROTONIN,BP-897,HTR2A;HTR2C;SLC18A2,DRD1;DRD3,DRD1;DRD3;HTR2A;HTR2C;SLC18A2,5,3,dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.0765,0.4719,False,nan,nan
DESMETHYLOLANZAPINE,NAPHTHYRIDINONE,DRD1;DRD2,GABRA1;SLC18A2,DRD1;DRD2;GABRA1;SLC18A2,4,3,dopamine;gaba;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.0767,0.4719,False,nan,nan
DOPAMINE,NAPHTHYRIDINONE,DRD1;DRD3;SLC6A4,GABRA1;SLC18A2,DRD1;DRD3;GABRA1;SLC18A2;SLC6A4,5,3,dopamine;gaba;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.0651,0.4716,False,nan,nan
KETANSERIN,ABT-724,DRD2;HTR2C;SLC18A2,DRD4,DRD2;DRD4;HTR2C;SLC18A2,4,3,dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.0638,0.4716,False,nan,nan
KETANSERIN,FAUC 113,DRD2;HTR2C;SLC18A2,DRD4,DRD2;DRD4;HTR2C;SLC18A2,4,3,dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.0638,0.4716,False,nan,nan
KETANSERIN,MEZILAMINE,DRD2;HTR2C;SLC18A2,DRD4,DRD2;DRD4;HTR2C;SLC18A2,4,3,dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.0638,0.4716,False,nan,nan
SEROTONIN,ABT-724,HTR2A;HTR2C;SLC18A2,DRD4,DRD4;HTR2A;HTR2C;SLC18A2,4,3,dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.0638,0.4716,False,nan,nan
SEROTONIN,FAUC 113,HTR2A;HTR2C;SLC18A2,DRD4,DRD4;HTR2A;HTR2C;SLC18A2,4,3,dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.0638,0.4716,False,nan,nan
SEROTONIN,MEZILAMINE,HTR2A;HTR2C;SLC18A2,DRD4,DRD4;HTR2A;HTR2C;SLC18A2,4,3,dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,2.0638,0.4716,False,nan,nan
