drug_a,drug_b,n_pathways_union,n_target_classes,target_classes,covered_pathways,complementarity,combo_score,ddi_severity,ddi_mechanism,ddi_recommendation,safety_score,adjusted_score,safety_a,safety_b,a_in_trials,b_in_trials
OLANZAPINE,SEROTONIN,4,5,adrenergic;cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5317,unknown,,,0.35,0.1861,,,,
QUETIAPINE,PIMAVANSERIN,4,3,cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,0.5315,unknown,,,0.35,0.186,,,,
BUSPIRONE,CLOZAPINE,4,5,adrenergic;cholinergic;dopamine;histamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5309,unknown,,,0.35,0.1858,,,,
CLOZAPINE,KETANSERIN,4,6,adrenergic;cholinergic;dopamine;histamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5309,unknown,,,0.35,0.1858,,,,
CLOZAPINE,SEROTONIN,4,6,adrenergic;cholinergic;dopamine;histamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5309,unknown,,,0.35,0.1858,,,,
DOPAMINE,OLANZAPINE,4,5,adrenergic;cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5308,unknown,,,0.35,0.1858,,,,
OLANZAPINE,GR-127935,4,5,adrenergic;cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5308,unknown,,,0.35,0.1858,,,,
APOMORPHINE,CLOZAPINE,4,5,adrenergic;cholinergic;dopamine;histamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5303,unknown,,,0.35,0.1856,,,,
CLOZAPINE,DESMETHYLOLANZAPINE,4,5,adrenergic;cholinergic;dopamine;histamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5303,unknown,,,0.35,0.1856,,,,
PIMAVANSERIN,L-745870,4,3,cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,0.5303,unknown,,,0.35,0.1856,,,,
CLOZAPINE,DOPAMINE,4,6,adrenergic;cholinergic;dopamine;histamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.53,unknown,,,0.35,0.1855,,,,
CLOZAPINE,GR-127935,4,6,adrenergic;cholinergic;dopamine;histamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.53,unknown,,,0.35,0.1855,,,,
ZIPRASIDONE,PIMAVANSERIN,4,3,cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,0.5291,unknown,,,0.35,0.1852,,,,
CLOZAPINE,BP-897,4,5,adrenergic;cholinergic;dopamine;histamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5238,unknown,,,0.35,0.1833,,,,
CLOZAPINE,ABT-724,4,5,adrenergic;cholinergic;dopamine;histamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5235,unknown,,,0.35,0.1832,,,,
CLOZAPINE,FAUC 113,4,5,adrenergic;cholinergic;dopamine;histamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5235,unknown,,,0.35,0.1832,,,,
CLOZAPINE,5-OH-DPAT,4,5,adrenergic;cholinergic;dopamine;histamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5189,unknown,,,0.35,0.1816,,,,
CLOZAPINE,ABAPERIDONE,4,5,adrenergic;cholinergic;dopamine;histamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5189,unknown,,,0.35,0.1816,,,,
CLOZAPINE,CLEBOPRIDE,4,5,adrenergic;cholinergic;dopamine;histamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5189,unknown,,,0.35,0.1816,,,,
CLOZAPINE,DIFLUOROBENZTROPINE,4,5,adrenergic;cholinergic;dopamine;histamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5189,unknown,,,0.35,0.1816,,,,
CLOZAPINE,IOXIPRIDE,4,5,adrenergic;cholinergic;dopamine;histamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5189,unknown,,,0.35,0.1816,,,,
CLOZAPINE,LEVOSULPIRIDE,4,5,adrenergic;cholinergic;dopamine;histamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5189,unknown,,,0.35,0.1816,,,,
KETANSERIN,GR-127935,4,4,cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5182,unknown,,,0.35,0.1814,,,,
SEROTONIN,GR-127935,4,4,cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5182,unknown,,,0.35,0.1814,,,,
CLOZAPINE,LISURIDE,4,5,adrenergic;cholinergic;dopamine;histamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5171,unknown,,,0.35,0.181,,,,
BROMOCRIPTINE,CLOZAPINE,4,5,adrenergic;cholinergic;dopamine;histamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.516,unknown,,,0.35,0.1806,,,,
CLOZAPINE,ROPINIROLE,4,5,adrenergic;cholinergic;dopamine;histamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.516,unknown,,,0.35,0.1806,,,,
CLOZAPINE,8-OH-DPAT,4,5,adrenergic;cholinergic;dopamine;histamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.516,unknown,,,0.35,0.1806,,,,
ARIPIPRAZOLE,HALOPERIDOL,4,2,dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3964,unknown,,,0.455,0.1804,tier_1_favorable,tier_3_caution,True,False
BUSPIRONE,PIMAVANSERIN,4,2,dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,0.5151,unknown,,,0.35,0.1803,,,,
SEROTONIN,PIMAVANSERIN,4,2,serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,0.5151,unknown,,,0.35,0.1803,,,,
APOMORPHINE,PIMAVANSERIN,4,2,dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,0.5145,unknown,,,0.35,0.1801,,,,
PIMAVANSERIN,DESMETHYLOLANZAPINE,4,2,dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,0.5145,unknown,,,0.35,0.1801,,,,
OLANZAPINE,(R)-SKF-38393,4,4,adrenergic;cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5133,unknown,,,0.35,0.1797,,,,
OLANZAPINE,A-86929,4,4,adrenergic;cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5133,unknown,,,0.35,0.1797,,,,
OLANZAPINE,ALPHA-PHENYL-GAMMA-BUTYROLACTONE,4,4,adrenergic;cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5133,unknown,,,0.35,0.1797,,,,
OLANZAPINE,DIHYDREXIDINE,4,4,adrenergic;cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5133,unknown,,,0.35,0.1797,,,,
OLANZAPINE,FENOLDOPAM,4,4,adrenergic;cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5133,unknown,,,0.35,0.1797,,,,
OLANZAPINE,MAZAPERTINE,4,4,adrenergic;cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5133,unknown,,,0.35,0.1797,,,,
HALOPERIDOL,XANOMELINE,4,3,cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,0.5129,unknown,,,0.35,0.1795,tier_3_caution,tier_2_acceptable,False,False
CLOZAPINE,LOXAPINE,4,5,adrenergic;cholinergic;dopamine;histamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5121,unknown,,,0.35,0.1792,,,,
CLOZAPINE,ISOCLOZAPINE,4,5,adrenergic;cholinergic;dopamine;histamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5118,unknown,,,0.35,0.1791,,,,
CLOZAPINE,CI-1007,4,5,adrenergic;cholinergic;dopamine;histamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5102,unknown,,,0.35,0.1786,,,,
PIMAVANSERIN,BP-897,4,2,dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,0.508,unknown,,,0.35,0.1778,,,,
HALOPERIDOL,ATOMOXETINE,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6347,unknown,,,0.28,0.1777,tier_3_caution,,False,
HALOPERIDOL,CITALOPRAM,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6347,unknown,,,0.28,0.1777,tier_3_caution,,False,
HALOPERIDOL,DULOXETINE,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6347,unknown,,,0.28,0.1777,tier_3_caution,,False,
HALOPERIDOL,FLUOXETINE,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6347,unknown,,,0.28,0.1777,tier_3_caution,,False,
HALOPERIDOL,NEFAZODONE,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6347,unknown,,,0.28,0.1777,tier_3_caution,,False,
HALOPERIDOL,PAROXETINE,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6347,unknown,,,0.28,0.1777,tier_3_caution,,False,
HALOPERIDOL,SERTRALINE,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6347,unknown,,,0.28,0.1777,tier_3_caution,,False,
HALOPERIDOL,VENLAFAXINE,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6347,unknown,,,0.28,0.1777,tier_3_caution,,False,
PIMAVANSERIN,ABT-724,4,2,dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,0.5077,unknown,,,0.35,0.1777,,,,
PIMAVANSERIN,FAUC 113,4,2,dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,0.5077,unknown,,,0.35,0.1777,,,,
CLOZAPINE,QUETIAPINE,4,5,adrenergic;cholinergic;dopamine;histamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5072,unknown,,,0.35,0.1775,,,,
CLOZAPINE,L-745870,4,5,adrenergic;cholinergic;dopamine;histamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5061,unknown,,,0.35,0.1771,,,,
CLOZAPINE,ZIPRASIDONE,4,5,adrenergic;cholinergic;dopamine;histamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5049,unknown,,,0.35,0.1767,,,,
CLOZAPINE,OLANZAPINE,4,5,adrenergic;cholinergic;dopamine;histamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5036,unknown,,,0.35,0.1763,,,,
PIMAVANSERIN,5-OH-DPAT,4,2,dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,0.5031,unknown,,,0.35,0.1761,,,,
PIMAVANSERIN,ABAPERIDONE,4,2,dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,0.5031,unknown,,,0.35,0.1761,,,,
PIMAVANSERIN,CLEBOPRIDE,4,2,dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,0.5031,unknown,,,0.35,0.1761,,,,
PIMAVANSERIN,DIFLUOROBENZTROPINE,4,2,dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,0.5031,unknown,,,0.35,0.1761,,,,
PIMAVANSERIN,IOXIPRIDE,4,2,dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,0.5031,unknown,,,0.35,0.1761,,,,
PIMAVANSERIN,LEVOSULPIRIDE,4,2,dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,0.5031,unknown,,,0.35,0.1761,,,,
PIMAVANSERIN,LISURIDE,4,2,dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,0.5013,unknown,,,0.35,0.1755,,,,
KETANSERIN,(R)-SKF-38393,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5006,unknown,,,0.35,0.1752,,,,
KETANSERIN,A-86929,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5006,unknown,,,0.35,0.1752,,,,
KETANSERIN,ALPHA-PHENYL-GAMMA-BUTYROLACTONE,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5006,unknown,,,0.35,0.1752,,,,
KETANSERIN,DIHYDREXIDINE,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5006,unknown,,,0.35,0.1752,,,,
KETANSERIN,FENOLDOPAM,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5006,unknown,,,0.35,0.1752,,,,
KETANSERIN,MAZAPERTINE,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5006,unknown,,,0.35,0.1752,,,,
SEROTONIN,(R)-SKF-38393,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5006,unknown,,,0.35,0.1752,,,,
SEROTONIN,A-86929,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5006,unknown,,,0.35,0.1752,,,,
SEROTONIN,ALPHA-PHENYL-GAMMA-BUTYROLACTONE,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5006,unknown,,,0.35,0.1752,,,,
SEROTONIN,DIHYDREXIDINE,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5006,unknown,,,0.35,0.1752,,,,
SEROTONIN,FENOLDOPAM,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5006,unknown,,,0.35,0.1752,,,,
SEROTONIN,MAZAPERTINE,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5006,unknown,,,0.35,0.1752,,,,
BROMOCRIPTINE,PIMAVANSERIN,4,2,dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,0.5002,unknown,,,0.35,0.1751,,,,
ROPINIROLE,PIMAVANSERIN,4,2,dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,0.5002,unknown,,,0.35,0.1751,,,,
PIMAVANSERIN,8-OH-DPAT,4,2,dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,0.5002,unknown,,,0.35,0.1751,,,,
KETANSERIN,ISOCLOZAPINE,4,4,cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5,unknown,,,0.35,0.175,,,,
SEROTONIN,ISOCLOZAPINE,4,4,cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5,unknown,,,0.35,0.175,,,,
(R)-SKF-38393,GR-127935,4,3,cholinergic;dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4998,unknown,,,0.35,0.1749,,,,
A-86929,GR-127935,4,3,cholinergic;dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4998,unknown,,,0.35,0.1749,,,,
ALPHA-PHENYL-GAMMA-BUTYROLACTONE,GR-127935,4,3,cholinergic;dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4998,unknown,,,0.35,0.1749,,,,
DIHYDREXIDINE,GR-127935,4,3,cholinergic;dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4998,unknown,,,0.35,0.1749,,,,
FENOLDOPAM,GR-127935,4,3,cholinergic;dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4998,unknown,,,0.35,0.1749,,,,
GR-127935,MAZAPERTINE,4,3,cholinergic;dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4998,unknown,,,0.35,0.1749,,,,
PIMAVANSERIN,LOXAPINE,4,2,dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,0.4963,unknown,,,0.35,0.1737,,,,
KETANSERIN,QUETIAPINE,4,4,cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4954,unknown,,,0.35,0.1734,,,,
QUETIAPINE,SEROTONIN,4,4,cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4954,unknown,,,0.35,0.1734,,,,
DOPAMINE,QUETIAPINE,4,4,cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4945,unknown,,,0.35,0.1731,,,,
QUETIAPINE,GR-127935,4,4,cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4945,unknown,,,0.35,0.1731,,,,
PIMAVANSERIN,CI-1007,4,2,dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,0.4944,unknown,,,0.35,0.173,,,,
KETANSERIN,L-745870,4,4,cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4942,unknown,,,0.35,0.173,,,,
SEROTONIN,L-745870,4,4,cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4942,unknown,,,0.35,0.173,,,,
DOPAMINE,L-745870,4,4,cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4934,unknown,,,0.35,0.1727,,,,
GR-127935,L-745870,4,4,cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4934,unknown,,,0.35,0.1727,,,,
KETANSERIN,ZIPRASIDONE,4,4,cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.493,unknown,,,0.35,0.1725,,,,
SEROTONIN,ZIPRASIDONE,4,4,cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.493,unknown,,,0.35,0.1725,,,,
DOPAMINE,ZIPRASIDONE,4,4,cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4921,unknown,,,0.35,0.1722,,,,
ZIPRASIDONE,GR-127935,4,4,cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4921,unknown,,,0.35,0.1722,,,,
BUSPIRONE,OLANZAPINE,4,4,adrenergic;cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4917,unknown,,,0.35,0.1721,,,,
APOMORPHINE,OLANZAPINE,4,4,adrenergic;cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4911,unknown,,,0.35,0.1719,,,,
OLANZAPINE,DESMETHYLOLANZAPINE,4,4,adrenergic;cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4911,unknown,,,0.35,0.1719,,,,
RISPERIDONE,PIMAVANSERIN,4,4,adrenergic;cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,0.5691,moderate,Overlapping 5-HT2A antagonism; risperidone already has strong 5-HT2A activity,Redundant serotonergic mechanism; limited complementarity,0.3,0.1707,tier_2_acceptable,,True,
OLANZAPINE,BP-897,4,4,adrenergic;cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4846,unknown,,,0.35,0.1696,,,,
OLANZAPINE,ABT-724,4,4,adrenergic;cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4843,unknown,,,0.35,0.1695,,,,
OLANZAPINE,FAUC 113,4,4,adrenergic;cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4843,unknown,,,0.35,0.1695,,,,
OLANZAPINE,5-OH-DPAT,4,4,adrenergic;cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4797,unknown,,,0.35,0.1679,,,,
OLANZAPINE,ABAPERIDONE,4,4,adrenergic;cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4797,unknown,,,0.35,0.1679,,,,
OLANZAPINE,CLEBOPRIDE,4,4,adrenergic;cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4797,unknown,,,0.35,0.1679,,,,
OLANZAPINE,DIFLUOROBENZTROPINE,4,4,adrenergic;cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4797,unknown,,,0.35,0.1679,,,,
OLANZAPINE,IOXIPRIDE,4,4,adrenergic;cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4797,unknown,,,0.35,0.1679,,,,
OLANZAPINE,LEVOSULPIRIDE,4,4,adrenergic;cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4797,unknown,,,0.35,0.1679,,,,
BUSPIRONE,KETANSERIN,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.479,unknown,,,0.35,0.1676,,,,
BUSPIRONE,SEROTONIN,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.479,unknown,,,0.35,0.1676,,,,
KETANSERIN,SEROTONIN,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.479,unknown,,,0.35,0.1676,,,,
APOMORPHINE,KETANSERIN,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4785,unknown,,,0.35,0.1675,,,,
APOMORPHINE,SEROTONIN,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4785,unknown,,,0.35,0.1675,,,,
KETANSERIN,DESMETHYLOLANZAPINE,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4785,unknown,,,0.35,0.1675,,,,
SEROTONIN,DESMETHYLOLANZAPINE,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4785,unknown,,,0.35,0.1675,,,,
BUSPIRONE,GR-127935,4,3,cholinergic;dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4782,unknown,,,0.35,0.1674,,,,
DOPAMINE,KETANSERIN,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4782,unknown,,,0.35,0.1674,,,,
DOPAMINE,SEROTONIN,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4782,unknown,,,0.35,0.1674,,,,
OLANZAPINE,LISURIDE,4,4,adrenergic;cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4779,unknown,,,0.35,0.1673,,,,
APOMORPHINE,GR-127935,4,3,cholinergic;dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4776,unknown,,,0.35,0.1672,,,,
DESMETHYLOLANZAPINE,GR-127935,4,3,cholinergic;dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4776,unknown,,,0.35,0.1672,,,,
DOPAMINE,GR-127935,4,3,cholinergic;dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4773,unknown,,,0.35,0.1671,,,,
