treatment_id,compound,compound_key,d,pvalue,n_mut,n_wt,median_sens_mut,median_sens_wt,qvalue
BRD:BRD-K24031866-001-02-1,MC1568,BRD-K24031866,-0.0444,0.7344879291707382,38,571,-0.1563,-0.0692,0.9685152255123978
BRD:BRD-K68075732-001-11-8,atenolol-(+),BRD-K68075732,-0.0443,0.7945443084517171,38,573,-0.0455,-0.0105,0.9808082728367025
BRD:BRD-K88172511-003-21-1,,BRD-K88172511,-0.0441,0.8233105995688476,32,407,0.2321,0.2095,0.9841312129466433
BRD:BRD-K73789395-001-10-7,,BRD-K73789395,-0.044,0.8500752518124174,31,404,-0.4021,-0.5057,0.9875927907131113
BRD:BRD-A86871940-001-01-9,,BRD-A86871940,-0.044,0.7888195650993952,32,391,-0.2195,-0.2699,0.9791757462230852
BRD:BRD-K00003214-001-01-9,sapacitabine,BRD-K00003214,-0.0439,0.768965675840617,38,574,-3.0562,-3.2881,0.9749380791746497
BRD:BRD-K03063480-001-05-8,,BRD-K03063480,-0.0438,0.8288605828765689,32,411,-1.1431,-1.4413,0.9841312129466433
BRD:BRD-K00029607-334-02-9,Netarsudil mesylate,BRD-K00029607,-0.0437,0.7358026395275252,38,561,-0.5613,-0.4579,0.9685152255123978
BRD:BRD-K55044200-001-15-3,,BRD-K55044200,-0.0437,0.8148780712646851,32,411,-1.2264,-1.1157,0.9833206113787485
BRD:BRD-K54606188-001-13-1,,BRD-K54606188,-0.0436,0.8279677334883305,32,410,0.035,0.017,0.9841312129466433
BRD:BRD-K25412176-001-04-9,GSK2110183,BRD-K25412176,-0.0435,0.7434723511399206,38,571,-0.3609,-0.34,0.9689707633702417
BRD:BRD-K00004702-001-01-9,funapide,BRD-K00004702,-0.0435,0.7790070941675615,38,574,0.0045,-0.0259,0.9770582281633573
BRD:BRD-K59524082-001-01-3,,BRD-K59524082,-0.0434,0.8155701173696557,32,409,-0.0136,0.0222,0.9833206113787485
BRD:BRD-A15909516-001-06-6,,BRD-A15909516,-0.0434,0.7736452082481484,32,409,-0.1618,-0.1528,0.9755974436688878
BRD:BRD-K11773281-075-02-4,,BRD-K11773281,-0.0434,0.7837645539920772,31,347,-2.0828,-1.8857,0.9780085677923436
BRD:BRD-K87990216-001-10-2,,BRD-K87990216,-0.0433,0.7593732195806682,32,407,0.3135,0.3194,0.9731716263709045
BRD:BRD-K83029223-001-01-3,,BRD-K83029223,-0.0432,0.8184522354062616,31,395,-1.1632,-1.1867,0.9841312129466433
BRD:BRD-A89082344-001-08-7,,BRD-A89082344,-0.0432,0.8263305628300451,31,395,-0.1409,-0.0162,0.9841312129466433
BRD:BRD-A60217728-001-11-2,,BRD-A60217728,-0.0432,0.7740835086163034,32,407,-0.0858,-0.0736,0.9755974436688878
BRD:BRD-K00004722-001-01-9,LY3295668,BRD-K00004722,-0.0431,0.7610340981376751,38,571,-2.0968,-1.9193,0.9731716263709045
BRD:BRD-K96253961-046-03-1,,BRD-K96253961,-0.0431,0.7938743378707899,32,408,-1.1748,-1.1227,0.9808082728367025
BRD:BRD-K00003118-011-01-9,retagliptin,BRD-K00003118,-0.043,0.7633606891707179,38,574,-0.0952,-0.0557,0.9737401990361026
BRD:BRD-K00003464-001-01-9,pocapavir,BRD-K00003464,-0.043,0.7838012774522215,38,571,0.1393,0.1302,0.9780085677923436
BRD:BRD-K30930903-001-01-3,,BRD-K30930903,-0.0429,0.827073184742526,31,347,0.3633,0.3183,0.9841312129466433
BRD:BRD-K91623615-001-05-0,,BRD-K91623615,-0.0429,0.8403772635955477,27,387,-1.1511,-1.0978,0.9859348393534876
BRD:BRD-K57764956-001-02-8,,BRD-K57764956,-0.0429,0.7930542527939416,32,409,-0.0618,-0.0637,0.9807346955181686
BRD:BRD-A82522119-001-01-7,,BRD-A82522119,-0.0428,0.7802140900566806,32,411,-0.1062,-0.0331,0.9770582281633573
BRD:BRD-A78723049-001-01-2,,BRD-A78723049,-0.0428,0.8157266823182265,31,404,-0.0827,-0.0434,0.9833206113787485
BRD:BRD-K41567364-001-04-6,,BRD-K41567364,-0.0428,0.8419699116886624,31,406,-0.0677,-0.1594,0.9859348393534876
BRD:BRD-K00003493-001-01-9,padsevonil,BRD-K00003493,-0.0428,0.7521410132945968,38,571,0.0408,0.0796,0.971320655524124
BRD:BRD-K64716392-001-01-3,,BRD-K64716392,-0.0426,0.8197657131614908,32,408,0.0961,0.2088,0.9841312129466433
BRD:BRD-K00003243-236-01-9,pantoprazole,BRD-K00003243,-0.0426,0.7776694935372072,38,571,0.141,0.1988,0.976935406095118
BRD:BRD-K00090647-001-01-9,Senaparib,BRD-K00090647,-0.0426,0.8002369167081829,38,561,-2.0118,-1.9889,0.9812320763797768
BRD:BRD-K77245796-003-01-6,,BRD-K77245796,-0.0423,0.7322604740542239,31,401,-0.7415,-0.7549,0.9685152255123978
BRD:BRD-K62738477-001-01-7,,BRD-K62738477,-0.0421,0.8035216805501112,31,347,-0.091,-0.1075,0.9814894774588439
BRD:BRD-A60765580-001-03-4,seratrodast,BRD-A60765580,-0.0421,0.8068970849198674,38,573,-0.1382,-0.1039,0.9817487186378353
BRD:BRD-K41859756-001-06-8,,BRD-K41859756,-0.042,0.7689149182334725,31,408,-2.5464,-2.5818,0.9749380791746497
BRD:BRD-K00004738-001-01-9,apyramide,BRD-K00004738,-0.0419,0.7258713263444914,38,574,-0.1626,-0.1277,0.9685152255123978
BRD:BRD-K17977438-048-02-4,,BRD-K17977438,-0.0418,0.797212172409373,32,408,0.2181,0.2276,0.9811619812687408
BRD:BRD-K30373883-001-02-8,,BRD-K30373883,-0.0418,0.7492611029887531,31,401,-0.1403,-0.1301,0.9706061335700737
BRD:BRD-K60005752-001-01-9,,BRD-K60005752,-0.0418,0.7756643842753376,32,408,-0.0109,0.0346,0.9763380322805797
BRD:BRD-K38687824-001-02-5,,BRD-K38687824,-0.0418,0.8226771695466555,32,407,0.1438,0.2126,0.9841312129466433
BRD:BRD-K44844162-001-01-6,,BRD-K44844162,-0.0418,0.7832522334467265,31,404,-0.3494,-0.1379,0.9780085677923436
BRD:BRD-K47608922-001-05-9,dipyrocetyl,BRD-K47608922,-0.0416,0.7941086030638864,38,571,0.0094,0.0259,0.9808082728367025
BRD:BRD-K41194171-003-09-7,,BRD-K41194171,-0.0415,0.8267017307848714,31,347,0.1032,0.1587,0.9841312129466433
BRD:BRD-K00003255-001-01-9,acebilustat,BRD-K00003255,-0.0415,0.6989350040713722,38,573,-0.1194,0.0541,0.9644726122425853
BRD:BRD-K34508702-001-02-4,,BRD-K34508702,-0.0414,0.8153318601533589,31,396,-0.0308,-0.0365,0.9833206113787485
BRD:BRD-K81004638-001-01-7,,BRD-K81004638,-0.0411,0.8488815391174628,31,347,0.0006,0.0089,0.9875927907131113
BRD:BRD-A62197763-001-01-1,,BRD-A62197763,-0.041,0.7914174890876262,31,396,0.0041,0.0587,0.9795738583585896
BRD:BRD-K35498911-001-02-9,DSM265,BRD-K35498911,-0.041,0.8086770004588435,38,571,0.0873,0.0659,0.9819236110721651
BRD:BRD-K77634909-001-03-5,,BRD-K77634909,-0.0409,0.8642019256363862,32,408,-0.1281,-0.0641,0.9875927907131113
BRD:BRD-K95851186-001-07-8,,BRD-K95851186,-0.0409,0.8270245551853534,32,409,0.0095,0.0153,0.9841312129466433
BRD:BRD-K28822270-001-01-1,,BRD-K28822270,-0.0408,0.7769544258005667,31,406,-1.6345,-1.457,0.976935406095118
BRD:BRD-K36449075-001-01-0,,BRD-K36449075,-0.0408,0.7807827735255278,32,407,0.1085,0.1267,0.9770582281633573
BRD:BRD-K03871161-001-02-9,5-hydroxyectoine,BRD-K03871161,-0.0408,0.7707979755744038,38,574,-0.0094,-0.0112,0.9751664345351596
BRD:BRD-K24603946-001-02-1,,BRD-K24603946,-0.0407,0.7509206791208899,32,408,-0.5827,-0.5513,0.9711675899751647
BRD:BRD-A64610707-001-04-4,,BRD-A64610707,-0.0407,0.8044060490569483,32,407,0.2497,0.2603,0.9814894774588439
BRD:BRD-K45071273-003-25-6,,BRD-K45071273,-0.0406,0.7722061713524331,31,401,-0.1797,-0.1908,0.9752780421874175
BRD:BRD-K00078154-001-02-9,AR-9281,BRD-K00078154,-0.0406,0.8144079704880627,38,561,0.0569,0.0789,0.9833206113787485
BRD:BRD-K00091100-001-01-9,Antineoplaston A10,BRD-K00091100,-0.0404,0.8244546781276222,38,561,0.0032,-0.0315,0.9841312129466433
BRD:BRD-K74236984-001-04-8,,BRD-K74236984,-0.0402,0.8384886275882455,31,395,-0.1679,-0.0761,0.9857110403127618
BRD:BRD-K00003113-001-01-9,O-304,BRD-K00003113,-0.0402,0.7887046433919808,38,571,-0.0523,-0.0638,0.9791757462230852
BRD:BRD-K78097265-001-02-9,adelmidrol,BRD-K78097265,-0.0401,0.7996970389626585,38,571,0.0572,0.0663,0.9812320763797768
BRD:BRD-K95412502-003-01-5,,BRD-K95412502,-0.04,0.7774085803876664,32,411,-0.0027,0.0224,0.976935406095118
BRD:BRD-K91263825-003-21-4,,BRD-K91263825,-0.0399,0.8485049518400235,32,408,-0.0405,0.0137,0.9875927907131113
BRD:BRD-K92404805-001-07-0,,BRD-K92404805,-0.0397,0.835971597081047,32,410,0.1304,0.1019,0.984909168947598
BRD:BRD-K00004612-001-01-9,verdiperstat,BRD-K00004612,-0.0397,0.7801617276102153,38,571,-0.0505,0.0163,0.9770582281633573
BRD:BRD-K16508793-001-05-9,,BRD-K16508793,-0.0396,0.8418607845411076,32,409,0.1454,0.1582,0.9859348393534876
BRD:BRD-A89337244-001-02-9,,BRD-A89337244,-0.0395,0.7965647144687359,31,406,-0.1795,-0.1471,0.9808985149152551
BRD:BRD-K82178523-001-01-6,,BRD-K82178523,-0.0395,0.8239637643527162,31,346,0.0617,0.0764,0.9841312129466433
BRD:BRD-A14886633-001-01-6,,BRD-A14886633,-0.0394,0.812917548215493,31,406,-0.2756,-0.1461,0.9833206113787485
BRD:BRD-K50817623-303-05-7,,BRD-K50817623,-0.0392,0.8606043519684403,27,387,0.3885,0.3803,0.9875927907131113
BRD:BRD-K32842773-434-01-8,,BRD-K32842773,-0.0388,0.8375757738290355,31,396,-0.1773,-0.0774,0.9856114930999722
BRD:BRD-K01436366-001-22-2,,BRD-K01436366,-0.0387,0.8315687827569305,31,346,0.0136,0.0601,0.9841312129466433
BRD:BRD-K58148589-001-03-6,,BRD-K58148589,-0.0386,0.8421829261045991,32,407,-0.5965,-0.5516,0.9859348393534876
BRD:BRD-K53723268-001-01-3,,BRD-K53723268,-0.0386,0.8020369668698258,31,347,-0.0533,-0.0605,0.9812320763797768
BRD:BRD-K00005242-001-01-9,TEN-010,BRD-K00005242,-0.0383,0.8407374069536242,38,574,-1.3287,-1.4105,0.9859348393534876
BRD:BRD-K52396582-001-06-7,,BRD-K52396582,-0.0381,0.7936423793267204,32,407,0.199,0.226,0.9808082728367025
BRD:BRD-K57090026-001-04-9,I-CBP-112,BRD-K57090026,-0.0378,0.7707716059831686,38,571,-0.1629,-0.0459,0.9751664345351596
BRD:BRD-K42205652-001-02-7,,BRD-K42205652,-0.0378,0.8408668675151446,32,410,-0.2579,-0.075,0.9859348393534876
BRD:BRD-A73871920-236-03-6,,BRD-A73871920,-0.0376,0.8157120523195533,32,407,-2.6348,-2.7042,0.9833206113787485
BRD:BRD-K08287586-001-14-3,,BRD-K08287586,-0.0376,0.8408367965531869,32,408,-0.0593,-0.0406,0.9859348393534876
BRD:BRD-K82846253-001-15-4,,BRD-K82846253,-0.0375,0.8374565833851867,31,388,-0.8374,-0.781,0.9856114930999722
BRD:BRD-A86216746-046-02-6,,BRD-A86216746,-0.0374,0.8530762471831307,31,399,0.1029,0.0965,0.9875927907131113
BRD:BRD-K00004650-001-01-9,SGS-742,BRD-K00004650,-0.0373,0.802031481408556,38,574,-0.1712,-0.0675,0.9812320763797768
BRD:BRD-K67966701-001-12-4,,BRD-K67966701,-0.0373,0.8292394108993061,32,393,-0.0181,-0.0385,0.9841312129466433
BRD:BRD-K76205745-237-16-5,losartan,BRD-K76205745,-0.0373,0.8137013657828134,31,403,-0.1096,-0.1354,0.9833206113787485
BRD:BRD-K00077460-001-02-9,Ilorasertib,BRD-K00077460,-0.0371,0.8562529495373838,38,561,-2.2109,-2.2863,0.9875927907131113
BRD:BRD-A66920069-001-01-3,,BRD-A66920069,-0.037,0.8463082726972614,32,410,-0.0042,0.0165,0.9869520978716009
BRD:BRD-K85882401-323-01-5,,BRD-K85882401,-0.0369,0.8649104267451682,31,396,-0.034,-0.003,0.9875927907131113
BRD:BRD-K81689258-001-04-8,GSK2606414,BRD-K81689258,-0.0368,0.8144827296763569,38,571,-0.1858,-0.1829,0.9833206113787485
BRD:BRD-A96977263-001-03-7,,BRD-A96977263,-0.0367,0.860994430545762,27,387,-0.4856,-0.4502,0.9875927907131113
BRD:BRD-K15898725-001-01-7,,BRD-K15898725,-0.0366,0.8185922830183975,32,408,-1.7824,-1.8934,0.9841312129466433
BRD:BRD-K61918008-001-07-1,,BRD-K61918008,-0.0366,0.850747037171538,31,347,0.1556,0.0822,0.9875927907131113
BRD:BRD-A17411484-001-11-9,,BRD-A17411484,-0.0366,0.8395013753118542,32,409,-0.018,-0.0753,0.9857110403127618
BRD:BRD-K41141507-001-18-9,cyproterone-acetate,BRD-K41141507,-0.0365,0.8156632832235305,38,571,-3.15,-2.9906,0.9833206113787485
BRD:BRD-K00004590-001-01-9,RG7800,BRD-K00004590,-0.0365,0.7725742233209015,38,574,-0.0562,0.0301,0.9752780421874175
BRD:BRD-A31521121-001-26-4,,BRD-A31521121,-0.0365,0.8353146858084757,29,369,0.0382,0.0957,0.984909168947598
BRD:BRD-K00003491-001-01-9,morphothiadin,BRD-K00003491,-0.0365,0.7863822400703879,38,573,-0.0884,-0.0759,0.9786538508207357
BRD:BRD-K46970505-003-01-9,,BRD-K46970505,-0.0362,0.8226627478991532,31,399,-0.1144,-0.1399,0.9841312129466433
BRD:BRD-K57774929-001-01-3,,BRD-K57774929,-0.0362,0.7911843197207471,31,396,-0.0035,0.0239,0.9795738583585896
BRD:BRD-A57833392-001-01-7,,BRD-A57833392,-0.0361,0.8539274829718524,31,408,0.1132,0.0608,0.9875927907131113
BRD:BRD-A30582499-003-05-1,,BRD-A30582499,-0.0361,0.8227799598695468,32,393,-0.2669,-0.2621,0.9841312129466433
BRD:BRD-K71125014-001-27-1,,BRD-K71125014,-0.0359,0.7974439556383942,32,408,-0.2219,-0.1085,0.9812271225858088
BRD:BRD-K41772907-001-01-2,,BRD-K41772907,-0.0358,0.8367968565571445,32,411,0.119,0.1782,0.985235071271547
BRD:BRD-A37752546-001-02-9,1E-1-(2-hydroxy-5-methylphenyl)-1-dodecanone-oxime,BRD-A37752546,-0.0358,0.7876203545286322,38,574,0.0114,0.0018,0.9790186800615789
BRD:BRD-K21718444-001-06-8,,BRD-K21718444,-0.0357,0.7993641456842191,32,411,-0.4003,-0.2526,0.9812320763797768
BRD:BRD-K24476327-001-01-3,,BRD-K24476327,-0.0356,0.8333835451908451,31,395,0.1234,0.0808,0.9841312129466433
BRD:BRD-K00003151-001-01-9,olodanrigan,BRD-K00003151,-0.0356,0.8050535975225084,38,573,-0.1334,-0.0631,0.9817487186378353
BRD:BRD-K68188368-001-09-4,,BRD-K68188368,-0.0356,0.8152462880785178,32,408,0.1024,0.1934,0.9833206113787485
BRD:BRD-K00938507-001-17-8,,BRD-K00938507,-0.0354,0.8608645593933753,32,408,0.0669,0.0868,0.9875927907131113
BRD:BRD-K09549677-300-03-4,,BRD-K09549677,-0.0354,0.8388701783582669,32,392,-0.2477,-0.2872,0.9857110403127618
BRD:BRD-K27351809-001-09-5,,BRD-K27351809,-0.0351,0.8154004398319357,32,410,-0.2129,-0.197,0.9833206113787485
BRD:BRD-K13296708-001-05-8,,BRD-K13296708,-0.035,0.8432972502011912,31,406,0.2326,0.1971,0.9862625188838422
BRD:BRD-K00091111-001-01-9,AB928,BRD-K00091111,-0.035,0.8036776602956897,38,561,-0.0591,-0.0532,0.9814894774588439
BRD:BRD-A27370296-001-03-0,,BRD-A27370296,-0.035,0.858129991558996,32,408,-0.0223,0.0086,0.9875927907131113
BRD:BRD-K60635008-001-01-5,,BRD-K60635008,-0.0349,0.8252027583121428,31,346,0.172,0.1729,0.9841312129466433
BRD:BRD-A82772293-001-03-2,,BRD-A82772293,-0.0348,0.8625152233033213,32,393,-0.0985,-0.1635,0.9875927907131113
BRD:BRD-K82255054-001-15-9,,BRD-K82255054,-0.0348,0.8541321559503374,32,408,-0.3275,-0.2228,0.9875927907131113
BRD:BRD-K44184170-001-01-7,,BRD-K44184170,-0.0347,0.8435757207863039,31,395,-0.1334,-0.1367,0.9862625188838422
BRD:BRD-A05186015-003-19-8,,BRD-A05186015,-0.0347,0.8752346811447914,32,407,0.1734,0.2095,0.9889904285194099
BRD:BRD-A16700644-003-04-4,,BRD-A16700644,-0.0347,0.8329199937970189,32,407,-0.4397,-0.4798,0.9841312129466433
BRD:BRD-K97152684-001-03-9,PD-161570,BRD-K97152684,-0.0346,0.8427869815326116,38,571,-1.3793,-1.0982,0.9861959236832962
BRD:BRD-K00003361-001-01-9,tomivosertib,BRD-K00003361,-0.0346,0.8038137222555984,38,571,-0.1371,-0.0898,0.9814894774588439
BRD:BRD-K89517477-001-01-4,,BRD-K89517477,-0.0346,0.8473097040185407,31,346,0.0752,0.0517,0.9870016967380152
BRD:BRD-K78061844-050-01-9,,BRD-K78061844,-0.0346,0.8118563360954277,32,410,-0.0616,-0.0535,0.9833206113787485
BRD:BRD-A49924714-001-08-9,2-Ethylhexyl 4-(dimethylamino)benzoate,BRD-A49924714,-0.0345,0.8325270515045913,38,561,0.0163,0.0818,0.9841312129466433
BRD:BRD-K00003524-001-01-9,apronal,BRD-K00003524,-0.0345,0.7912058088863191,38,574,-0.0654,-0.0185,0.9795738583585896
BRD:BRD-K57371763-001-01-7,,BRD-K57371763,-0.0345,0.8638040321972726,32,409,-0.0019,0.023,0.9875927907131113
BRD:BRD-A11132253-001-08-2,,BRD-A11132253,-0.0345,0.7942878527034896,32,391,-0.0098,-0.0101,0.9808082728367025
BRD:BRD-A50064262-001-04-7,,BRD-A50064262,-0.0344,0.8434151281953981,32,407,-0.1766,-0.2391,0.9862625188838422
BRD:BRD-K42938903-332-01-1,,BRD-K42938903,-0.0344,0.8240973355531498,32,393,-0.8596,-0.7602,0.9841312129466433
BRD:BRD-K00074531-001-02-9,Neticonazole,BRD-K00074531,-0.0344,0.861352271545191,38,561,0.0949,0.0337,0.9875927907131113
BRD:BRD-K00003139-001-01-9,etrasimod,BRD-K00003139,-0.0343,0.8148480140582374,38,573,-0.0166,-0.0498,0.9833206113787485
BRD:BRD-K33251802-001-01-3,,BRD-K33251802,-0.0342,0.8412774772783318,32,407,0.2532,0.273,0.9859348393534876
BRD:BRD-A22106989-001-05-0,,BRD-A22106989,-0.034,0.8491910108197779,31,408,0.1814,0.1895,0.9875927907131113
BRD:BRD-K48188942-001-03-7,,BRD-K48188942,-0.0339,0.8805603845155603,31,346,-0.0138,-0.0271,0.990557490202229
BRD:BRD-K15819326-001-01-6,,BRD-K15819326,-0.0339,0.8889434678771223,31,346,-0.0593,-0.044,0.9924443143014433
BRD:BRD-K28030264-001-02-7,,BRD-K28030264,-0.0338,0.8377274577395284,31,347,0.1554,0.1715,0.9856114930999722
BRD:BRD-K70557564-305-03-6,,BRD-K70557564,-0.0338,0.8494433334192741,32,409,0.0985,0.1246,0.9875927907131113
BRD:BRD-K61177364-003-02-9,,BRD-K61177364,-0.0338,0.8627150358290762,32,408,0.0841,0.0481,0.9875927907131113
BRD:BRD-K05236810-001-19-0,,BRD-K05236810,-0.0338,0.8083293224542125,32,406,0.2103,0.1943,0.9819236110721651
BRD:BRD-K81044214-001-06-4,,BRD-K81044214,-0.0337,0.8442851913143489,31,346,0.1059,0.1381,0.9864185024982471
BRD:BRD-K72735080-001-01-0,,BRD-K72735080,-0.0337,0.8566732391231265,31,347,-0.574,-0.4884,0.9875927907131113
BRD:BRD-K11244467-001-08-5,,BRD-K11244467,-0.0336,0.8528597366156421,32,410,-0.0552,-0.0511,0.9875927907131113
BRD:BRD-K60287130-001-05-7,,BRD-K60287130,-0.0334,0.8661324250590727,32,410,-0.1223,-0.1931,0.9875927907131113
BRD:BRD-K17497770-001-03-6,,BRD-K17497770,-0.0334,0.8499408693050127,32,408,0.1871,0.2237,0.9875927907131113
BRD:BRD-K39495750-001-01-2,,BRD-K39495750,-0.0334,0.8651143119787584,27,387,-0.0725,-0.1436,0.9875927907131113
BRD:BRD-A09911125-001-01-4,,BRD-A09911125,-0.033,0.8449204728320774,31,395,0.0781,0.12,0.9864185024982471
BRD:BRD-K00003477-001-01-9,asimadoline,BRD-K00003477,-0.033,0.8305706049541188,38,571,-0.001,-0.0846,0.9841312129466433
BRD:BRD-A97701745-001-16-0,,BRD-A97701745,-0.0329,0.8607519795526727,32,411,0.0641,0.0789,0.9875927907131113
BRD:BRD-K88807631-001-01-3,,BRD-K88807631,-0.0329,0.8606928512248683,32,407,0.1955,0.1907,0.9875927907131113
BRD:BRD-K47886988-001-21-4,,BRD-K47886988,-0.0328,0.832621877331167,31,408,0.2006,0.2433,0.9841312129466433
BRD:BRD-K00003259-050-01-9,edonerpic-maleate,BRD-K00003259,-0.0328,0.8060962383332873,38,573,-0.0241,-0.0372,0.9817487186378353
BRD:BRD-K56032964-001-02-1,,BRD-K56032964,-0.0327,0.8580796637627519,32,409,-0.5401,-0.5339,0.9875927907131113
BRD:BRD-K72231366-001-02-3,,BRD-K72231366,-0.0327,0.8776894386199725,32,410,0.0656,0.0384,0.9895908323008772
BRD:BRD-K25835157-001-01-4,,BRD-K25835157,-0.0326,0.8665037412154037,32,408,0.0369,-0.0826,0.9875927907131113
BRD:BRD-K33067152-236-01-1,,BRD-K33067152,-0.0325,0.8257225911990899,31,347,0.209,0.1827,0.9841312129466433
BRD:BRD-K00003341-001-01-9,ketohexokinase-inhibitor-1,BRD-K00003341,-0.0325,0.8103912695125159,38,571,0.0651,0.0888,0.9829726355534323
BRD:BRD-A41714661-001-02-0,,BRD-A41714661,-0.0323,0.8291324359387945,31,408,0.0837,0.103,0.9841312129466433
BRD:BRD-K00091121-003-01-9,SEL120-34A (monohydrochloride),BRD-K00091121,-0.0323,0.8437801921623226,38,561,-2.1212,-1.9739,0.9862743165402256
BRD:BRD-K61314889-001-04-4,,BRD-K61314889,-0.0323,0.8577384263466404,32,410,-0.1851,-0.1955,0.9875927907131113
BRD:BRD-K19706299-236-02-9,treprostinil,BRD-K19706299,-0.0321,0.8001448714470796,38,571,-0.0371,0.0187,0.9812320763797768
BRD:BRD-K94146583-001-01-6,,BRD-K94146583,-0.0321,0.8009932930317638,31,396,0.0682,0.0584,0.9812320763797768
BRD:BRD-K41876534-001-13-7,,BRD-K41876534,-0.032,0.8562216000609222,32,407,-0.016,0.1082,0.9875927907131113
BRD:BRD-K70744942-001-01-2,,BRD-K70744942,-0.032,0.8174116539432407,31,347,0.07,0.0915,0.9841312129466433
BRD:BRD-K01377300-001-01-1,,BRD-K01377300,-0.0318,0.8670559622042529,32,410,0.1599,0.2122,0.9875927907131113
BRD:BRD-K56483981-342-06-4,,BRD-K56483981,-0.0318,0.8528442086846622,32,410,-0.0218,0.0368,0.9875927907131113
BRD:BRD-A56359832-001-16-9,zileuton,BRD-A56359832,-0.0317,0.8193661432446729,38,571,0.0994,0.1653,0.9841312129466433
BRD:BRD-K52408781-001-02-8,,BRD-K52408781,-0.0317,0.8580456183268282,31,406,0.2035,0.2152,0.9875927907131113
BRD:BRD-K04956647-003-02-5,,BRD-K04956647,-0.0317,0.8735807203902326,32,407,0.2496,0.2237,0.98844668975942
BRD:BRD-K00077266-001-02-9,CCR2 antagonist 3,BRD-K00077266,-0.0317,0.844578057811076,38,561,-0.0001,0.0153,0.9864185024982471
BRD:BRD-K62814487-001-03-0,SR-1664,BRD-K62814487,-0.0316,0.831745311578047,38,571,-0.0732,-0.0515,0.9841312129466433
BRD:BRD-K12932420-001-02-3,,BRD-K12932420,-0.0316,0.8600998593721444,30,383,-0.1205,-0.1271,0.9875927907131113
BRD:BRD-K39462424-050-09-8,,BRD-K39462424,-0.0315,0.8312048039035964,32,407,0.0793,0.1231,0.9841312129466433
BRD:BRD-K03289018-001-02-7,,BRD-K03289018,-0.0315,0.8254563599661187,32,410,-1.5531,-1.9015,0.9841312129466433
BRD:BRD-K61936403-001-01-7,,BRD-K61936403,-0.0313,0.8579358470899328,31,408,-0.0069,0.0274,0.9875927907131113
BRD:BRD-K00004669-001-01-9,cangrelor,BRD-K00004669,-0.0313,0.8125541731496971,38,574,-0.003,0.0084,0.9833206113787485
BRD:BRD-K00003404-001-01-9,CYC065,BRD-K00003404,-0.0313,0.8687944064477477,38,571,-8.2347,-8.4413,0.9875927907131113
BRD:BRD-A42746051-001-02-9,,BRD-A42746051,-0.0313,0.87178927098207,32,407,0.2162,0.2332,0.98844668975942
BRD:BRD-K64614248-001-12-3,,BRD-K64614248,-0.0312,0.8436248467860612,32,408,-0.1254,-0.0785,0.9862625188838422
BRD:BRD-A30000356-001-02-9,A12B4C3,BRD-A30000356,-0.0311,0.8020035346075309,38,573,0.1235,0.1461,0.9812320763797768
BRD:BRD-K26838195-075-04-9,,BRD-K26838195,-0.0311,0.8594770191648592,32,410,-0.148,-0.078,0.9875927907131113
BRD:BRD-K82823804-001-04-1,,BRD-K82823804,-0.031,0.8640725599896438,31,404,-0.1189,-0.1413,0.9875927907131113
BRD:BRD-K83547600-001-02-9,JNJ-47965567,BRD-K83547600,-0.031,0.855175880075595,38,573,0.288,0.1451,0.9875927907131113
BRD:BRD-K34663752-001-09-1,,BRD-K34663752,-0.0309,0.8726845847757448,32,408,-0.1735,-0.1171,0.98844668975942
BRD:BRD-K77641333-003-27-1,,BRD-K77641333,-0.0309,0.8617408206955156,32,411,0.0746,0.0327,0.9875927907131113
BRD:BRD-A97437073-050-14-5,,BRD-A97437073,-0.0308,0.8070235902279456,32,409,-0.377,-0.3316,0.9817487186378353
BRD:BRD-K62384160-001-02-0,,BRD-K62384160,-0.0307,0.8412053545080275,31,395,0.1228,0.1075,0.9859348393534876
BRD:BRD-K76011241-001-01-8,,BRD-K76011241,-0.0306,0.8628087233752479,32,408,-0.1877,-0.1318,0.9875927907131113
BRD:BRD-K40227168-001-12-9,,BRD-K40227168,-0.0305,0.8521738323181028,31,401,-0.0067,-0.0521,0.9875927907131113
BRD:BRD-K49545903-003-01-4,,BRD-K49545903,-0.0304,0.8489309813411103,31,408,-0.0367,0.0336,0.9875927907131113
BRD:BRD-K82103381-003-09-4,,BRD-K82103381,-0.0303,0.8041142332656365,31,396,0.0116,-0.0223,0.9814894774588439
BRD:BRD-K02733959-236-07-7,,BRD-K02733959,-0.0303,0.8604609037796275,32,408,0.11,0.1425,0.9875927907131113
BRD:BRD-K36363294-001-04-2,,BRD-K36363294,-0.0302,0.8668228355178774,32,393,-0.1699,-0.0445,0.9875927907131113
BRD:BRD-A40084411-003-07-7,,BRD-A40084411,-0.0301,0.8556299224106839,31,401,0.1073,0.1529,0.9875927907131113
BRD:BRD-K76687997-003-07-9,Ranitidine (hydrochloride),BRD-K76687997,-0.0301,0.8695721372904676,38,561,0.0896,0.1486,0.9878525702195541
BRD:BRD-K00004732-001-01-9,camobucol,BRD-K00004732,-0.0301,0.8070870909331954,38,574,-0.1642,-0.1707,0.9817487186378353
BRD:BRD-K07788774-001-02-9,NTRC-824,BRD-K07788774,-0.03,0.8239030443304711,38,571,-0.0212,0.0176,0.9841312129466433
BRD:BRD-A67036568-001-03-9,RBC8,BRD-A67036568,-0.03,0.8421538728955077,38,573,0.0546,0.0553,0.9859348393534876
