treatment_id,compound,compound_key,d,pvalue,n_kl,n_wt,qvalue
BRD:BRD-K25835157-001-01-4,,BRD-K25835157,-0.51,0.40849993880840835,5,408,0.9371420518042609
BRD:BRD-K25837718-001-03-8,,BRD-K25837718,-0.3585,0.3814132171754179,4,401,0.9371420518042609
BRD:BRD-K25863791-001-01-8,,BRD-K25863791,-0.6504,0.07016661460816351,5,347,0.9269899137089833
BRD:BRD-K25875056-001-02-0,,BRD-K25875056,-0.1747,0.6686130669384105,5,408,0.9646026689303955
BRD:BRD-K25906698-303-02-7,,BRD-K25906698,0.7413,0.0761894770182674,5,408,0.9269899137089833
BRD:BRD-K25943794-001-02-3,,BRD-K25943794,0.4726,0.2878542607796721,4,406,0.9304292892047283
BRD:BRD-K25970317-001-01-6,,BRD-K25970317,-1.074,0.1534151258291201,5,395,0.9269899137089833
BRD:BRD-K25991633-001-01-9,,BRD-K25991633,-0.1852,0.7119183151569425,4,406,0.974238201712013
BRD:BRD-K26005076-001-12-8,,BRD-K26005076,0.1349,0.8507111216861768,4,408,0.9873263344997008
BRD:BRD-K26011976-001-01-0,,BRD-K26011976,0.191,0.3010303811972744,4,382,0.9304292892047283
BRD:BRD-K26024145-001-01-9,,BRD-K26024145,0.168,0.030925750342280293,5,396,0.8771638233249642
BRD:BRD-K26026438-001-01-0,,BRD-K26026438,0.1521,0.7206488280602801,5,395,0.9760873736064801
BRD:BRD-K26041695-001-02-5,,BRD-K26041695,0.229,0.4409529830106335,5,346,0.9434873665100119
BRD:BRD-K26060080-065-05-6,,BRD-K26060080,-0.7086,0.21461246214707325,4,408,0.930099219237979
BRD:BRD-K26122255-001-01-7,,BRD-K26122255,0.814,0.05052589008574951,5,347,0.8995378209109437
BRD:BRD-K26160755-003-02-6,,BRD-K26160755,-0.5734,0.3028501767779364,5,408,0.9304292892047283
BRD:BRD-K26168087-001-09-7,,BRD-K26168087,-0.3406,0.5380074860348503,4,408,0.9484438093664831
BRD:BRD-K26169680-003-01-9,,BRD-K26169680,0.0808,0.7629331157028691,5,346,0.9800852578762286
BRD:BRD-K26222048-001-01-7,,BRD-K26222048,-0.0368,0.9242248165495555,4,406,0.9920293101774591
BRD:BRD-K26253904-001-01-5,,BRD-K26253904,0.1712,0.698021464153201,5,408,0.9726176362815996
BRD:BRD-K26262077-238-01-5,,BRD-K26262077,0.431,0.3795792753235791,4,387,0.9371420518042609
BRD:BRD-K26273521-001-07-3,,BRD-K26273521,0.1974,0.5952775380815839,5,346,0.9550949792600687
BRD:BRD-K26305185-001-02-1,,BRD-K26305185,0.34,0.626542034893447,4,387,0.9575059753103813
BRD:BRD-K26323068-001-01-8,,BRD-K26323068,0.3232,0.309097662367496,5,396,0.9304292892047283
BRD:BRD-K26325692-003-01-3,,BRD-K26325692,0.0487,0.7395963818476317,4,406,0.9765062919614045
BRD:BRD-K26341917-001-01-3,,BRD-K26341917,0.2011,0.6797658696610515,5,407,0.9670197231885079
BRD:BRD-K26349472-001-01-3,,BRD-K26349472,0.9237,0.004593360802532447,4,387,0.7153112763106592
BRD:BRD-K26358347-001-01-7,,BRD-K26358347,-0.0458,0.9414276339265293,5,346,0.992824554053612
BRD:BRD-K26373640-001-05-1,,BRD-K26373640,0.3584,0.3803999757360225,5,410,0.9371420518042609
BRD:BRD-K26420709-001-01-7,,BRD-K26420709,0.1963,0.7065303900397903,5,346,0.9740153160263592
BRD:BRD-K26439554-001-01-3,,BRD-K26439554,0.1426,0.7115019610670178,5,346,0.974238201712013
BRD:BRD-K26501486-001-02-9,SR-1078,BRD-K26501486,0.6306,0.01389086377479781,6,571,0.7413369596276662
BRD:BRD-K26502378-001-07-9,,BRD-K26502378,-0.0162,0.9806704827035758,5,408,0.995473078794708
BRD:BRD-K26514105-001-01-7,,BRD-K26514105,0.164,0.31966957723197453,5,346,0.9304292892047283
BRD:BRD-K26521938-001-09-8,,BRD-K26521938,0.1648,0.7225884224065624,5,347,0.9765062919614045
BRD:BRD-K26526496-001-03-9,GS-967,BRD-K26526496,-0.1913,0.6087355775600668,6,571,0.95715426905477
BRD:BRD-K26530649-001-01-6,,BRD-K26530649,-0.0418,0.8922096153588068,5,395,0.9902942141782619
BRD:BRD-K26531771-001-01-4,,BRD-K26531771,0.2984,0.27875739012754563,5,410,0.9304292892047283
BRD:BRD-K26531771-001-02-2,,BRD-K26531771,0.0281,0.9659649336961825,4,387,0.9936426202904622
BRD:BRD-K26548821-003-10-5,,BRD-K26548821,0.4364,0.06865216822051119,5,407,0.9269899137089833
BRD:BRD-K26556907-001-01-8,,BRD-K26556907,-0.2713,0.5699561654505526,5,346,0.9542522880458459
BRD:BRD-K26573499-300-02-1,,BRD-K26573499,-0.1239,0.6521857793627802,5,407,0.9620180018481108
BRD:BRD-K26581543-001-01-6,,BRD-K26581543,-0.622,0.1418405193408606,4,404,0.9269899137089833
BRD:BRD-K26603252-003-04-9,,BRD-K26603252,0.4144,0.3374388876386282,4,401,0.9330688191706135
BRD:BRD-K26619122-001-02-1,,BRD-K26619122,0.3027,0.5300021470822155,4,401,0.947318522056047
BRD:BRD-K26634012-001-04-9,,BRD-K26634012,-0.0283,0.8852461122120411,4,401,0.9902942141782619
BRD:BRD-K26657438-001-15-2,,BRD-K26657438,-0.2088,0.5032428017073634,5,408,0.946625316402665
BRD:BRD-K26667523-001-02-5,,BRD-K26667523,-0.676,0.4005071926216605,4,406,0.9371420518042609
BRD:BRD-K26701552-001-01-8,,BRD-K26701552,0.2754,0.5088855546635591,5,408,0.946625316402665
BRD:BRD-K26712974-001-01-5,,BRD-K26712974,-0.6989,0.04511274232740792,5,411,0.8995378209109437
BRD:BRD-K26726854-001-02-9,MI-14,BRD-K26726854,-0.1254,0.7419023249895333,6,571,0.9765062919614045
BRD:BRD-K26739552-003-15-4,,BRD-K26739552,0.4604,0.11623752982899913,5,393,0.9269899137089833
BRD:BRD-K26756394-001-02-2,,BRD-K26756394,-0.7232,0.46166391969010045,5,408,0.9434873665100119
BRD:BRD-K26801045-001-02-9,,BRD-K26801045,0.7851,0.153339225987485,5,407,0.9269899137089833
BRD:BRD-K26807903-001-04-3,,BRD-K26807903,0.7991,0.047917678494949316,5,407,0.8995378209109437
BRD:BRD-K26813177-001-03-2,,BRD-K26813177,-0.0073,0.9692546920496083,5,395,0.9938446630952643
BRD:BRD-K26818574-305-04-3,,BRD-K26818574,1.0023,0.18665653888178113,5,408,0.9283803268725414
BRD:BRD-K26818574-305-07-6,,BRD-K26818574,0.1987,0.7406241005304053,5,396,0.9765062919614045
BRD:BRD-K26823213-001-02-9,,BRD-K26823213,0.1548,0.8541934026813057,4,406,0.9880512098553582
BRD:BRD-K26824830-001-02-0,,BRD-K26824830,-0.5973,0.35368303607017915,5,409,0.9331356509660925
BRD:BRD-K26833429-001-02-8,,BRD-K26833429,0.243,0.7276916377876095,4,406,0.9765062919614045
BRD:BRD-K26838195-075-04-9,,BRD-K26838195,-0.061,0.9002226227920501,5,410,0.9909836120295769
BRD:BRD-K26862302-001-05-2,,BRD-K26862302,-1.0495,0.17946575238671034,4,407,0.9272823578897382
BRD:BRD-K26875402-001-13-9,cinnamaldehyde,BRD-K26875402,0.1224,0.673412062080952,6,571,0.9654432764400306
BRD:BRD-K26901728-001-06-2,,BRD-K26901728,0.541,0.35344254193757735,5,408,0.9331356509660925
BRD:BRD-K26921335-003-01-2,CP-640186,BRD-K26921335,0.1014,0.732690748989082,6,573,0.9765062919614045
BRD:BRD-K26989966-001-03-5,,BRD-K26989966,0.6057,0.1996136159943502,5,408,0.9292220147271063
BRD:BRD-K26997899-001-02-2,,BRD-K26997899,-0.1914,0.45118010677324794,5,410,0.9434873665100119
BRD:BRD-K27010807-050-02-9,TC-G-1000,BRD-K27010807,0.5147,0.2927552153303465,6,571,0.9304292892047283
BRD:BRD-K27040396-051-02-9,CFI-400945,BRD-K27040396,0.4071,0.11844801299802508,6,573,0.9269899137089833
BRD:BRD-K27051047-001-01-0,,BRD-K27051047,0.2889,0.43938042625251544,5,346,0.9434873665100119
BRD:BRD-K27061362-001-01-6,,BRD-K27061362,0.3929,0.13492723694280456,5,395,0.9269899137089833
BRD:BRD-K27062708-001-23-1,,BRD-K27062708,-0.6448,0.21821839581054564,4,408,0.930099219237979
BRD:BRD-K27074404-001-08-4,,BRD-K27074404,0.7881,0.10252244682707505,5,347,0.9269899137089833
BRD:BRD-K27135764-001-08-7,,BRD-K27135764,-0.3577,0.4461795536998154,4,408,0.9434873665100119
BRD:BRD-K27141178-003-07-3,,BRD-K27141178,-0.2252,0.33369481426023634,4,404,0.9330688191706135
BRD:BRD-K27168049-001-02-8,,BRD-K27168049,0.471,0.24183047443274347,4,403,0.930099219237979
BRD:BRD-K27182532-001-02-3,,BRD-K27182532,0.5635,0.029833460559198714,5,411,0.8771638233249642
BRD:BRD-K27184429-300-01-3,,BRD-K27184429,-0.3218,0.6490286979526946,5,411,0.9602778065559154
BRD:BRD-K27204852-001-01-9,,BRD-K27204852,-0.7754,0.25477219092438014,5,393,0.930099219237979
BRD:BRD-K27217864-001-22-3,,BRD-K27217864,-0.1072,0.7770302931230595,5,405,0.9800852578762286
BRD:BRD-K27293958-001-01-5,,BRD-K27293958,0.442,0.007033420585489535,5,395,0.7153112763106592
BRD:BRD-K27305650-001-16-6,,BRD-K27305650,0.1754,0.6821585625364158,4,408,0.9675436807893968
BRD:BRD-K27316855-001-13-3,,BRD-K27316855,-0.571,0.3587567457747051,4,387,0.9331356509660925
BRD:BRD-K27316855-001-19-0,,BRD-K27316855,-0.4245,0.3444477975517806,5,408,0.9331356509660925
BRD:BRD-K27335680-001-10-0,,BRD-K27335680,0.5138,0.3078624160271609,4,408,0.9304292892047283
BRD:BRD-K27351809-001-09-5,,BRD-K27351809,0.17,0.6535901875072164,5,410,0.9620180018481108
BRD:BRD-K27352494-001-03-6,,BRD-K27352494,0.243,0.4667258403867737,5,346,0.9434873665100119
BRD:BRD-K27382019-418-01-9,,BRD-K27382019,0.4758,0.17934063903976366,4,404,0.9272823578897382
BRD:BRD-K27393415-001-01-0,,BRD-K27393415,-0.2707,0.46207561338424535,4,404,0.9434873665100119
BRD:BRD-K27406233-001-07-7,,BRD-K27406233,0.2559,0.6947120856910264,5,407,0.9723364401554815
BRD:BRD-K27515606-003-01-3,,BRD-K27515606,-0.5824,0.1383551103419888,5,396,0.9269899137089833
BRD:BRD-K27529556-001-04-9,epigallocatechin-(-),BRD-K27529556,-0.2772,0.6640412844219932,6,571,0.9633220622036786
BRD:BRD-K27539181-001-08-5,,BRD-K27539181,-0.12,0.8274991341199252,5,346,0.9861667732013165
BRD:BRD-K27584835-001-02-9,kartogenin,BRD-K27584835,-0.4609,0.30940272480977876,6,571,0.9304292892047283
BRD:BRD-K27625831-001-02-9,,BRD-K27625831,0.1171,0.7486779592527354,5,396,0.9800066044290113
BRD:BRD-K27677357-003-04-9,ruboxistaurin,BRD-K27677357,-0.6978,0.09335105572767143,6,571,0.9269899137089833
BRD:BRD-K27721098-065-08-6,,BRD-K27721098,0.3766,0.26786124412292395,5,408,0.9304292892047283
BRD:BRD-K27732927-001-03-6,,BRD-K27732927,-0.4572,0.13076339187623287,5,346,0.9269899137089833
BRD:BRD-K27737647-300-03-0,,BRD-K27737647,0.753,0.25037330364558585,4,406,0.930099219237979
BRD:BRD-K27755542-001-01-6,,BRD-K27755542,0.2105,0.4740084646510204,5,396,0.9434873665100119
BRD:BRD-K27771035-001-02-5,,BRD-K27771035,0.2407,0.0812356462387127,4,408,0.9269899137089833
BRD:BRD-K27798832-001-01-5,,BRD-K27798832,0.5032,0.22701485642828395,5,395,0.930099219237979
BRD:BRD-K27799744-001-02-8,,BRD-K27799744,-0.0521,0.9073694025307771,4,387,0.9913233755158685
BRD:BRD-K27811785-001-02-9,cipargamin,BRD-K27811785,-0.1578,0.659207365508666,6,573,0.962929064004703
BRD:BRD-K27853494-003-04-7,,BRD-K27853494,0.2088,0.504261645312055,5,393,0.946625316402665
BRD:BRD-K27871792-001-01-8,,BRD-K27871792,-0.4975,0.32053107702712785,5,410,0.9304292892047283
BRD:BRD-K27885593-001-06-8,,BRD-K27885593,0.0545,0.8654189705617243,5,396,0.9890948466328081
BRD:BRD-K27889527-001-10-9,JNJ-5207852,BRD-K27889527,0.4898,0.2643697628564358,6,561,0.930099219237979
BRD:BRD-K27911943-001-02-8,,BRD-K27911943,-0.2155,0.6247320828119621,4,408,0.9575059753103813
BRD:BRD-K27938825-001-02-4,,BRD-K27938825,-0.1205,0.31338688937767967,5,408,0.9304292892047283
BRD:BRD-K27955832-001-02-9,,BRD-K27955832,0.5271,0.22315524319692165,5,408,0.930099219237979
BRD:BRD-K27983781-001-01-4,MK-2894,BRD-K27983781,-0.2402,0.3306916492052419,6,571,0.9316221030806915
BRD:BRD-K28007504-051-01-2,,BRD-K28007504,1.0032,0.041351879645019136,4,406,0.8801857767701565
BRD:BRD-K28010364-001-01-0,,BRD-K28010364,0.1183,0.7935763114308729,5,344,0.9821449461762252
BRD:BRD-K28029915-001-02-2,,BRD-K28029915,0.0986,0.8498812367097116,5,407,0.9873263344997008
BRD:BRD-K28030264-001-02-7,,BRD-K28030264,0.2113,0.2860101800070856,5,347,0.9304292892047283
BRD:BRD-K28042756-001-01-9,,BRD-K28042756,0.1615,0.2786636659946189,5,393,0.9304292892047283
BRD:BRD-K28059174-334-01-2,,BRD-K28059174,0.6565,0.047596182697603115,4,401,0.8995378209109437
BRD:BRD-K28061410-001-06-6,,BRD-K28061410,0.5123,0.14477189871346885,5,396,0.9269899137089833
BRD:BRD-K28115081-001-02-7,,BRD-K28115081,0.3649,0.29245646221248234,4,406,0.9304292892047283
BRD:BRD-K28120222-001-08-4,,BRD-K28120222,-0.0011,0.9975819126892196,4,408,0.9987586533706577
BRD:BRD-K28121004-001-01-1,,BRD-K28121004,0.1254,0.7622167299664632,5,410,0.9800852578762286
BRD:BRD-K28132190-001-02-0,,BRD-K28132190,-0.0918,0.8867205700210444,5,346,0.9902942141782619
BRD:BRD-K28143534-001-02-2,,BRD-K28143534,0.1001,0.46601876341939297,5,393,0.9434873665100119
BRD:BRD-K28143534-003-25-9,,BRD-K28143534,0.3248,0.5520584935005439,5,408,0.9505884227759732
BRD:BRD-K28183345-003-11-4,,BRD-K28183345,-0.1284,0.7520770447157411,5,411,0.9800852578762286
BRD:BRD-K28192623-066-08-1,,BRD-K28192623,0.4705,0.4519546858744137,5,407,0.9434873665100119
BRD:BRD-K28210218-236-08-1,,BRD-K28210218,-0.0552,0.9470767248952053,5,407,0.9936426202904622
BRD:BRD-K28217197-001-01-4,,BRD-K28217197,-0.649,0.3758148580222181,5,411,0.9358168811682719
BRD:BRD-K28307902-001-21-7,,BRD-K28307902,0.3402,0.012207898615968852,4,406,0.7292661249653769
BRD:BRD-K28308851-303-01-8,,BRD-K28308851,0.2191,0.7192805438604398,5,410,0.9753002735467042
BRD:BRD-K28343777-001-01-6,,BRD-K28343777,-0.1087,0.5137625306308216,4,408,0.946625316402665
BRD:BRD-K28346421-001-06-8,,BRD-K28346421,0.8933,0.09687331824804576,5,347,0.9269899137089833
BRD:BRD-K28352084-001-02-3,,BRD-K28352084,0.2572,0.36006556438269965,5,408,0.9331356509660925
BRD:BRD-K28360340-001-08-3,,BRD-K28360340,0.0911,0.8992058924652346,4,387,0.9909405161567635
BRD:BRD-K28383148-001-01-4,,BRD-K28383148,0.8162,0.05767288170865558,5,408,0.9085820575447132
BRD:BRD-K28392481-001-05-1,,BRD-K28392481,-0.2167,0.5371855601073642,4,405,0.9484438093664831
BRD:BRD-K28405228-001-06-7,,BRD-K28405228,0.1719,0.7399014307597377,4,408,0.9765062919614045
BRD:BRD-K28428262-001-04-1,,BRD-K28428262,-0.2645,0.587403250391554,4,405,0.9545983563691878
BRD:BRD-K28442028-001-01-3,,BRD-K28442028,0.068,0.6758974976420373,5,410,0.9658587518835338
BRD:BRD-K28453807-003-11-2,,BRD-K28453807,0.063,0.8885045067120717,5,377,0.9902942141782619
BRD:BRD-K28456624-001-01-1,,BRD-K28456624,-0.3478,0.6779365347438895,4,406,0.9662934597468331
BRD:BRD-K28492574-001-01-6,,BRD-K28492574,0.39,0.2517412713497523,5,408,0.930099219237979
BRD:BRD-K28494619-001-28-2,,BRD-K28494619,-1.1668,0.2158522667740525,5,407,0.930099219237979
BRD:BRD-K28537285-001-01-8,,BRD-K28537285,-0.6779,0.20706293323710206,5,396,0.930099219237979
BRD:BRD-K28542495-003-13-5,,BRD-K28542495,-0.0498,0.947790295180314,4,401,0.9936426202904622
BRD:BRD-K28567778-001-02-7,neuropathiazol,BRD-K28567778,0.1729,0.5206746456259773,6,573,0.946625316402665
BRD:BRD-K28570407-001-02-0,,BRD-K28570407,0.5071,0.21489824039473585,5,405,0.930099219237979
BRD:BRD-K28571773-001-01-6,,BRD-K28571773,-0.0738,0.8462071967461301,5,346,0.9873263344997008
BRD:BRD-K28578425-001-07-0,,BRD-K28578425,0.0583,0.9126798921262269,5,405,0.9913233755158685
BRD:BRD-K28595280-001-04-5,,BRD-K28595280,-0.6778,0.0948761829033591,5,407,0.9269899137089833
BRD:BRD-K28639661-001-01-6,,BRD-K28639661,-0.199,0.4219147724914378,5,347,0.9408575896975035
BRD:BRD-K28667793-001-28-1,,BRD-K28667793,0.853,0.15931407258016916,5,408,0.9269899137089833
BRD:BRD-K28687144-001-08-7,,BRD-K28687144,0.106,0.8118837486474894,5,396,0.9858345094976283
BRD:BRD-K28690501-001-02-1,,BRD-K28690501,0.0886,0.733911508408396,4,408,0.9765062919614045
BRD:BRD-K28761384-300-01-0,,BRD-K28761384,0.1891,0.4871697332138177,5,410,0.9436042189384952
BRD:BRD-K28761891-001-10-1,,BRD-K28761891,0.4338,0.24513253002478722,5,410,0.930099219237979
BRD:BRD-K28822270-001-01-1,,BRD-K28822270,-0.4154,0.5646606759054165,4,406,0.9518485574473132
BRD:BRD-K28824103-001-02-8,,BRD-K28824103,-0.5405,0.08007341781247024,4,387,0.9269899137089833
BRD:BRD-K28824103-001-04-4,,BRD-K28824103,0.2937,0.5699928358556143,4,408,0.9542522880458459
BRD:BRD-K28849549-001-13-4,,BRD-K28849549,0.7538,0.11378727669901406,4,387,0.9269899137089833
BRD:BRD-K28861668-001-01-9,,BRD-K28861668,1.0336,0.012557945365213418,5,408,0.7292661249653769
BRD:BRD-K28863208-001-02-0,,BRD-K28863208,0.1025,0.5886460758765222,4,408,0.9545983563691878
BRD:BRD-K28907958-001-04-3,,BRD-K28907958,-0.0596,0.9203090122569548,5,408,0.9920293101774591
BRD:BRD-K28912512-001-23-2,,BRD-K28912512,-0.1567,0.8409094056719937,4,405,0.9866554111824497
BRD:BRD-K28935038-002-03-9,loracarbef,BRD-K28935038,-0.0756,0.5481755240054482,6,571,0.9505884227759732
BRD:BRD-K28936863-051-33-0,Ketotifen (fumarate) - QC Failure,BRD-K28936863,0.3452,0.5791154191700076,4,406,0.9542522880458459
BRD:BRD-K28965160-001-01-1,,BRD-K28965160,-0.6356,0.39576377776893296,4,406,0.9371420518042609
BRD:BRD-K28971625-003-01-4,,BRD-K28971625,-0.6253,0.15202734840904553,4,401,0.9269899137089833
BRD:BRD-K28982731-001-01-6,,BRD-K28982731,0.2223,0.5100185367268676,5,407,0.946625316402665
BRD:BRD-K29066607-001-02-9,D-157495,BRD-K29066607,-0.7135,0.22937719173963655,6,574,0.930099219237979
BRD:BRD-K29133151-001-03-2,,BRD-K29133151,-0.0807,0.5220802577971163,4,406,0.946625316402665
BRD:BRD-K29151923-001-01-5,,BRD-K29151923,-0.2146,0.5629284250439032,5,346,0.9511381799897931
BRD:BRD-K29173907-001-09-2,,BRD-K29173907,-0.5354,0.1470012674229723,5,409,0.9269899137089833
BRD:BRD-K29220403-001-10-8,,BRD-K29220403,0.4947,0.24880775324294968,5,393,0.930099219237979
BRD:BRD-K29254801-001-14-7,,BRD-K29254801,-0.5834,0.38603848492708376,5,407,0.9371420518042609
BRD:BRD-K29313239-005-10-9,4-DAMP,BRD-K29313239,0.563,0.12152700833127181,6,571,0.9269899137089833
BRD:BRD-K29322660-001-01-9,,BRD-K29322660,-0.5449,0.0675697224855354,5,411,0.9269899137089833
BRD:BRD-K29328421-001-01-6,,BRD-K29328421,0.4064,0.611490834752066,5,346,0.9571957022714057
BRD:BRD-K29343434-001-02-9,BMS-906024,BRD-K29343434,0.1576,0.7384397781492004,6,574,0.9765062919614045
BRD:BRD-K29359156-001-30-1,,BRD-K29359156,0.0058,0.9923709796230976,5,411,0.9968846020673374
BRD:BRD-K29392254-001-02-2,,BRD-K29392254,-0.3021,0.6775736531936103,4,391,0.9662934597468331
BRD:BRD-K29395450-001-06-8,,BRD-K29395450,-0.317,0.41622530602692875,5,407,0.9408575896975035
BRD:BRD-K29415052-050-04-8,,BRD-K29415052,-0.0998,0.8686568452675203,5,410,0.9890948466328081
BRD:BRD-K29424831-003-01-3,TCS-OX2-29,BRD-K29424831,-0.16,0.7035203192208714,6,571,0.9736858882001054
BRD:BRD-K29458283-001-29-9,,BRD-K29458283,0.3893,0.24290578390656378,4,406,0.930099219237979
BRD:BRD-K29462201-001-01-9,,BRD-K29462201,0.0548,0.9185416103069193,4,404,0.9920293101774591
BRD:BRD-K29530284-001-06-2,,BRD-K29530284,-0.089,0.5932227863832661,4,406,0.9546614296894019
BRD:BRD-K29542628-001-03-9,,BRD-K29542628,-0.0208,0.9754024922632777,4,404,0.9945119575523953
BRD:BRD-K29546239-001-02-3,,BRD-K29546239,0.5688,0.03387638200592826,4,404,0.8771638233249642
BRD:BRD-K29562203-004-12-9,SCH-202676,BRD-K29562203,0.0827,0.8013731144900309,6,571,0.9846767005767842
BRD:BRD-K29570907-001-07-3,,BRD-K29570907,0.4972,0.1020547598039854,5,395,0.9269899137089833
BRD:BRD-K29582115-066-01-2,,BRD-K29582115,0.4124,0.4960182964502841,4,401,0.945796621225839
BRD:BRD-K29582677-300-10-6,,BRD-K29582677,0.2114,0.6091811899054568,5,393,0.95715426905477
BRD:BRD-K29626940-001-01-5,,BRD-K29626940,0.1074,0.83616939528736,5,395,0.9861667732013165
BRD:BRD-K29653726-001-13-4,,BRD-K29653726,0.1688,0.5088089956721153,5,408,0.946625316402665
BRD:BRD-K29656036-001-02-5,,BRD-K29656036,-0.3489,0.5592081388072282,5,408,0.9505884227759732
BRD:BRD-K29660062-300-01-2,,BRD-K29660062,-0.8309,0.0193369996015264,5,325,0.825866031020689
BRD:BRD-K29668683-300-02-2,,BRD-K29668683,0.2294,0.44551375189467984,5,408,0.9434873665100119
BRD:BRD-K29673530-001-05-4,,BRD-K29673530,-0.8833,0.36074692474049574,5,408,0.9331356509660925
BRD:BRD-K29713308-001-01-7,,BRD-K29713308,-0.1199,0.7647152212405933,5,407,0.9800852578762286
BRD:BRD-K29713308-077-04-1,,BRD-K29713308,-0.2875,0.21227436551568607,4,408,0.930099219237979
BRD:BRD-K29735307-001-02-9,,BRD-K29735307,-0.007,0.9877895469184472,5,411,0.9962203944501169
BRD:BRD-K29812331-011-01-7,,BRD-K29812331,0.0127,0.9757127628000934,5,395,0.9945119575523953
BRD:BRD-K29834313-001-01-4,,BRD-K29834313,-0.1276,0.775231521395043,4,408,0.9800852578762286
BRD:BRD-K29895144-001-01-0,,BRD-K29895144,0.5645,0.35109112461456843,5,408,0.9331356509660925
BRD:BRD-K29905972-001-06-3,,BRD-K29905972,-0.2452,0.35039144785262233,4,408,0.9331356509660925
BRD:BRD-K29918010-003-04-1,,BRD-K29918010,0.5576,0.15694295585945542,5,407,0.9269899137089833
BRD:BRD-K29950728-048-17-4,,BRD-K29950728,-0.0592,0.8661992835581885,4,406,0.9890948466328081
BRD:BRD-K29968218-001-03-2,,BRD-K29968218,-0.2166,0.5863521281805577,4,406,0.9545983563691878
BRD:BRD-K30019776-003-01-5,,BRD-K30019776,0.0419,0.9288585035500978,4,387,0.9926712234167461
BRD:BRD-K30020243-051-02-5,,BRD-K30020243,-0.0896,0.8826641346322537,4,406,0.9900870191174943
BRD:BRD-K30114692-001-15-9,,BRD-K30114692,-0.0663,0.8081751794392031,4,401,0.9853671158901398
BRD:BRD-K30126819-304-02-7,,BRD-K30126819,0.4368,0.4496689271166762,5,408,0.9434873665100119
BRD:BRD-K30159788-001-01-9,,BRD-K30159788,0.5113,0.11267595968135667,5,395,0.9269899137089833
BRD:BRD-K30177383-001-02-9,dalbavancin,BRD-K30177383,0.2692,0.408761331034373,6,571,0.9371420518042609
BRD:BRD-K30185465-001-03-0,,BRD-K30185465,0.4292,0.40778828379108994,5,346,0.9371420518042609
BRD:BRD-K30213273-001-01-6,,BRD-K30213273,0.5914,0.20601575334527697,5,408,0.930099219237979
BRD:BRD-K30233223-001-04-9,A-485,BRD-K30233223,0.5656,0.11783632297645003,6,573,0.9269899137089833
BRD:BRD-K30237152-300-02-5,,BRD-K30237152,0.4084,0.44318866387358574,4,404,0.9434873665100119
BRD:BRD-K30240666-051-15-9,,BRD-K30240666,-0.0278,0.9471116894670674,5,407,0.9936426202904622
BRD:BRD-K30284967-001-02-9,6-aminopenicillanic-acid,BRD-K30284967,-0.5003,0.147182371753486,6,571,0.9269899137089833
BRD:BRD-K30331124-001-01-7,ASC-J9,BRD-K30331124,0.3506,0.43249472290981,5,408,0.9420124200139451
BRD:BRD-K30331124-001-04-9,ASC-J9,BRD-K30331124,0.0408,0.8990777565288114,6,571,0.9909405161567635
BRD:BRD-K30360804-001-02-9,buramate,BRD-K30360804,-0.3015,0.3514280736239169,6,571,0.9331356509660925
BRD:BRD-K30373883-001-02-8,,BRD-K30373883,0.3876,0.11250367642409931,4,401,0.9269899137089833
BRD:BRD-K30374899-001-09-3,,BRD-K30374899,0.1365,0.8502199198532384,4,408,0.9873263344997008
BRD:BRD-K30421593-050-04-9,,BRD-K30421593,-0.6039,0.2838415196428757,5,408,0.9304292892047283
BRD:BRD-K30421675-001-04-9,JNJ-64619178,BRD-K30421675,0.3082,0.2974145343579135,6,571,0.9304292892047283
BRD:BRD-K30425481-003-02-9,L-760735,BRD-K30425481,0.0586,0.7680671493524999,6,573,0.9800852578762286
BRD:BRD-K30431096-004-01-3,,BRD-K30431096,1.0015,0.13225586547826826,4,401,0.9269899137089833
BRD:BRD-K30466858-001-09-6,,BRD-K30466858,0.3947,0.4827413278295956,5,408,0.9435015442903811
BRD:BRD-K30480208-001-18-5,,BRD-K30480208,0.0105,0.9879098418740806,5,411,0.9962203944501169
BRD:BRD-K30485548-050-01-6,,BRD-K30485548,1.0172,0.009046483341030118,5,396,0.7292661249653769
BRD:BRD-K30519779-001-03-1,,BRD-K30519779,0.4703,0.3013676837940882,5,410,0.9304292892047283
BRD:BRD-K30550578-001-01-3,,BRD-K30550578,0.4939,0.35878211276399624,4,405,0.9331356509660925
BRD:BRD-K30553453-001-13-2,,BRD-K30553453,-0.2462,0.25344828791163454,4,408,0.930099219237979
BRD:BRD-K30563334-001-02-9,,BRD-K30563334,0.4011,0.33746345575547343,4,406,0.9330688191706135
BRD:BRD-K30572193-001-02-0,,BRD-K30572193,-0.177,0.4740894010641154,5,411,0.9434873665100119
BRD:BRD-K30577245-001-04-3,,BRD-K30577245,0.5542,0.48658419576010936,5,393,0.9435015442903811
BRD:BRD-K30577245-341-01-9,,BRD-K30577245,0.4389,0.14807470882684384,5,407,0.9269899137089833
BRD:BRD-K30634073-046-01-0,,BRD-K30634073,-0.3458,0.17577086228828034,5,407,0.9272823578897382
BRD:BRD-K30649484-003-13-7,,BRD-K30649484,-0.0286,0.9025964727620247,5,407,0.9913233755158685
BRD:BRD-K30652337-004-02-1,,BRD-K30652337,-0.3768,0.1627596848277045,5,409,0.9269899137089833
