gene,cohens_d,p_value,n_lost,n_intact,median_resid_lost,median_resid_intact,fdr,composite_score,uncorr_cohens_d,uncorr_pvalue,uncorr_fdr,uncorr_composite,was_significant,is_significant,lineage_artifact,fdr_change,rank_change
FMOD,-0.049,0.9590429016581742,67,585,0.0028,0.0,0.9988716805228369,0.0,-0.0513,0.8511778899523161,0.9949424194863864,0.0001,False,False,False,0.0039292610364505265,89
SERPINA5,-0.049,0.4730064346647388,67,585,-0.0124,-0.0029,0.9988716805228369,0.0,0.0014,0.7331073282382017,0.988903223701504,0.0,False,False,False,0.00996845682133296,-2725
ARHGAP9,-0.0489,0.8180381987388763,67,585,-0.0079,0.0034,0.9988716805228369,0.0,-0.1374,0.2783976337193542,0.9349363763347682,0.004,False,False,False,0.0639353041880687,3700
SP1,-0.0489,0.9776032196763503,67,585,-0.0093,-0.0012,0.9996544161134269,0.0,0.1109,0.2944911788252953,0.9367609238098936,0.0031,False,False,False,0.06289349230353325,-8088
FAAH,-0.0489,0.9247178597520971,67,585,-0.0078,-0.002,0.9988716805228369,0.0,0.0015,0.6781816164142325,0.9868289567495748,0.0,False,False,False,0.012042723773262098,-2728
TMEM182,-0.0489,0.3394781108832603,67,585,-0.0209,0.0002,0.9988716805228369,0.0,0.0567,0.900281777177573,0.9970947017753858,0.0001,False,False,False,0.0017769787474510856,-5706
MRPL22,-0.0489,0.983611111869836,67,585,0.0051,0.0277,0.9996544161134269,0.0,-0.0316,0.8905324324170212,0.9961234093825128,0.0001,False,False,False,0.00353100673091411,-907
SERP2,-0.0489,0.8576244197021957,67,585,0.0069,-0.0044,0.9988716805228369,0.0,-0.0682,0.7460313095277471,0.988903223701504,0.0003,False,False,False,0.00996845682133296,958
SMNDC1,-0.0489,0.9328801923737859,67,585,0.0141,0.0138,0.9988716805228369,0.0,-0.0546,0.8624655914595685,0.9951664807975446,0.0001,False,False,False,0.003705199725292374,271
ITGA3,-0.0488,0.8015856230051945,67,585,0.0147,0.0147,0.9988716805228369,0.0,0.0838,0.6046989336021449,0.9823944221865752,0.0006,False,False,False,0.01647725833626168,-6993
BICD1,-0.0488,0.561476241527813,67,585,-0.0051,0.0055,0.9988716805228369,0.0,-0.07,0.4768157126952311,0.9773106863644524,0.0007,False,False,False,0.021560994158384528,1053
ZBTB17,-0.0488,0.8005270978503365,67,585,-0.0257,0.0048,0.9988716805228369,0.0,0.0085,0.7115660609220976,0.988903223701504,0.0,False,False,False,0.00996845682133296,-3101
SPSB2,-0.0488,0.7362023387485017,67,585,-0.006,-0.0031,0.9988716805228369,0.0,-0.0609,0.5824309334291887,0.9823944221865752,0.0005,False,False,False,0.01647725833626168,586
DAZAP2,-0.0488,0.40466699528442973,67,585,-0.0104,-0.0032,0.9988716805228369,0.0,-0.0204,0.5880798912192663,0.9823944221865752,0.0002,False,False,False,0.01647725833626168,-1532
APLNR,-0.0487,0.6537941973021976,67,585,0.0009,0.0057,0.9988716805228369,0.0,0.0004,0.9133040906776492,0.9975610407095122,0.0,False,False,False,0.0013106398133246877,-2658
SERPINH1,-0.0487,0.42305469943763585,67,585,-0.006,-0.0007,0.9988716805228369,0.0,-0.0823,0.3002045122952174,0.9393476063473823,0.0022,False,False,False,0.05952407417545458,1627
WARS1,-0.0487,0.5318676466017632,67,585,-0.0202,0.0112,0.9988716805228369,0.0,-0.0958,0.2866776481431291,0.9354612676893624,0.0028,False,False,False,0.06341041283347448,2175
RASL11B,-0.0487,0.7305314403219011,67,585,0.0072,0.0017,0.9988716805228369,0.0,-0.1375,0.2957544671235663,0.9372963462996512,0.0039,False,False,False,0.06157533422318573,3715
AGXT2,-0.0487,0.6661926240190199,67,585,-0.0054,-0.0096,0.9988716805228369,0.0,0.018,0.8388501434309354,0.9944741766519076,0.0,False,False,False,0.004397503870929298,-3578
ZNF438,-0.0486,0.42942425612558965,67,585,-0.0215,-0.0066,0.9988716805228369,0.0,-0.0511,0.4116519493990318,0.9651016409936232,0.0008,False,False,False,0.03377003952921376,101
NOPCHAP1,-0.0486,0.8143158098469306,67,585,-0.0283,-0.0029,0.9988716805228369,0.0,-0.1436,0.3635426491706104,0.9524668676619252,0.003,False,False,False,0.04640481286091169,3917
TEKT2,-0.0486,0.5131658042738141,67,585,0.0119,0.016,0.9988716805228369,0.0,-0.0068,0.6701796840038152,0.985732799775182,0.0,False,False,False,0.013138880747654902,-2287
NKAPL,-0.0486,0.6414905924911862,67,585,-0.0097,0.0083,0.9988716805228369,0.0,-0.0388,0.5688849232075834,0.9823944221865752,0.0003,False,False,False,0.01647725833626168,-505
MARCHF2,-0.0486,0.6270550307953848,61,570,-0.0066,-0.0016,0.9988716805228369,0.0,-0.0361,0.6291524310588026,0.9839588188603888,0.0003,False,False,False,0.014912861662448096,-645
CCDC159,-0.0485,0.7831156828331978,67,585,-0.0223,-0.0033,0.9988716805228369,0.0,-0.0084,0.996722001215912,0.9993194113770466,0.0,False,False,False,-0.0004477308542096825,-2189
LYPD3,-0.0484,0.5702792132341209,67,585,-0.0093,0.0082,0.9988716805228369,0.0,-0.0275,0.7264163738954222,0.988903223701504,0.0001,False,False,False,0.00996845682133296,-1131
CCDC8,-0.0484,0.6176614337199093,67,585,-0.0042,0.0101,0.9988716805228369,0.0,-0.0729,0.4476345915616206,0.972036340047537,0.0009,False,False,False,0.026835340475299896,1207
CALCOCO1,-0.0484,0.7207710186616635,67,585,0.009,0.0,0.9988716805228369,0.0,-0.0319,0.8377799862725893,0.9944547156000132,0.0001,False,False,False,0.0044169649228237295,-870
CAV1,-0.0484,0.6988510593552093,67,585,0.0011,0.0034,0.9988716805228369,0.0,-0.1097,0.3894009209350404,0.9601966365350418,0.0019,False,False,False,0.03867504398779509,2762
MUSTN1,-0.0484,0.7804868052761682,67,585,-0.002,0.0,0.9988716805228369,0.0,0.0224,0.6587423655445634,0.9851360850459384,0.0001,False,False,False,0.01373559547689851,-3848
NDUFA9,-0.0484,0.8329680121988631,67,585,-0.0119,0.0123,0.9988716805228369,0.0,-0.0742,0.693282877841453,0.9884311331492306,0.0004,False,False,False,0.010440547373606335,1269
NFAM1,-0.0483,0.6736759789622093,67,585,-0.0031,-0.0016,0.9988716805228369,0.0,-0.0099,0.8683895761900755,0.9951664807975446,0.0,False,False,False,0.003705199725292374,-2100
ORMDL2,-0.0483,0.9029926608413165,67,585,0.005,0.0,0.9988716805228369,0.0,-0.0428,0.8824205391875684,0.9958888902424652,0.0001,False,False,False,0.0029827902803717388,-299
LRRC19,-0.0483,0.6210418378555016,67,585,0.0017,0.0029,0.9988716805228369,0.0,-0.0211,0.734654300265865,0.988903223701504,0.0001,False,False,False,0.00996845682133296,-1480
MTCP1,-0.0483,0.972688600981084,67,585,-0.0013,-0.0059,0.9994885455847995,0.0,-0.0474,0.9546786214092952,0.9975610407095122,0.0001,False,False,False,0.001927504875287256,-76
TUBA4A,-0.0483,0.9122179554708223,67,585,0.0066,0.0041,0.9988716805228369,0.0,-0.0616,0.9274378027956924,0.9975610407095122,0.0001,False,False,False,0.0013106398133246877,644
GNGT1,-0.0483,0.7090164892685209,67,585,-0.0018,-0.0006,0.9988716805228369,0.0,-0.0532,0.7652896568478142,0.9919488452605149,0.0002,False,False,False,0.006922835262322069,235
ZNF667,-0.0482,0.661718449778745,67,585,0.0058,0.0111,0.9988716805228369,0.0,-0.0234,0.794711813780592,0.993417928363018,0.0001,False,False,False,0.005453752159818914,-1350
LEAP2,-0.0482,0.22552374354118576,67,585,-0.0123,0.0037,0.9988716805228369,0.0,-0.0482,0.2353715087875857,0.9179596791089212,0.0018,False,False,False,0.08091200141391575,-38
MYNN,-0.0482,0.9732346219346718,67,585,0.0046,0.0003,0.9994885455847995,0.0,-0.0659,0.9617712115265212,0.9975894567911704,0.0001,False,False,False,0.0018990887936291,878
CENPX,-0.0482,0.8249620415418061,67,585,0.0121,0.0088,0.9988716805228369,0.0,-0.0857,0.5114027271117294,0.9793104017325636,0.0008,False,False,False,0.019561278790273362,1783
CDKN2C,-0.0482,0.6380629655858132,67,585,-0.0096,-0.0126,0.9988716805228369,0.0,0.023,0.7115660609220976,0.988903223701504,0.0001,False,False,False,0.00996845682133296,-3863
PCBP3,-0.0481,0.5871366250718015,67,585,0.0008,0.004,0.9988716805228369,0.0,-0.1212,0.262621479056852,0.9317321247622332,0.0037,False,False,False,0.06713955576060371,3177
TATDN3,-0.0481,0.43062472202217894,67,585,-0.0235,0.0,0.9988716805228369,0.0,-0.11,0.1811326716879533,0.89793429811294,0.0051,False,False,False,0.10093738240989691,2791
ASF1B,-0.0481,0.7253888200515837,67,585,0.0239,0.0258,0.9988716805228369,0.0,-0.0677,0.6128463278213601,0.9823944221865752,0.0005,False,False,False,0.01647725833626168,968
HTR3C,-0.0481,0.9896199336824446,67,585,0.0108,0.0026,0.9996544161134269,0.0,-0.0569,0.8694674687597386,0.9951664807975446,0.0001,False,False,False,0.004487935315882319,417
LACTB,-0.0481,0.5961256311775042,67,585,-0.0048,0.0,0.9988716805228369,0.0,-0.1555,0.2167370858353486,0.9118518737948468,0.0062,False,False,False,0.08701980672799015,4300
SMTN,-0.0481,0.9978146639673255,67,585,0.0091,0.0071,0.9996544161134269,0.0,-0.0133,0.8780991776978786,0.9958888902424652,0.0,False,False,False,0.0037655258709616835,-1891
ATF7,-0.0481,0.7418876449245748,67,585,0.0034,0.0085,0.9988716805228369,0.0,-0.0284,0.9601341708967168,0.9975894567911704,0.0,False,False,False,0.001282223731666532,-1059
HHAT,-0.048,0.8694674631590009,67,585,0.001,0.0,0.9988716805228369,0.0,-0.0397,0.829229690319278,0.9944547156000132,0.0001,False,False,False,0.0044169649228237295,-434
CCDC181,-0.048,0.5670283681978082,67,585,-0.0011,0.0058,0.9988716805228369,0.0,-0.017,0.8388501434309354,0.9944741766519076,0.0,False,False,False,0.004397503870929298,-1674
ZNF485,-0.048,0.3592201363309535,67,585,-0.0155,0.0032,0.9988716805228369,0.0,-0.0074,0.6013583048241146,0.9823944221865752,0.0001,False,False,False,0.01647725833626168,-2220
CCDC170,-0.048,0.8201671273093775,67,585,-0.004,-0.0014,0.9988716805228369,0.0,-0.0352,0.9595885276978594,0.9975894567911704,0.0,False,False,False,0.001282223731666532,-659
POTEE,-0.048,0.9456375933010543,61,552,-0.0081,-0.0108,0.9988716805228369,0.0,-0.033,0.9917938745033762,0.9993194113770466,0.0,False,False,False,-0.0004477308542096825,-762
FITM1,-0.0479,0.8970302448784987,67,585,0.0263,0.0002,0.9988716805228369,0.0,-0.0217,0.6998652242837353,0.9886201045012536,0.0001,False,False,False,0.01025157602158333,-1429
ARID3B,-0.0479,0.43062472202217894,67,585,0.0028,0.0068,0.9988716805228369,0.0,-0.007,0.6632085230136728,0.9851360850459384,0.0,False,False,False,0.01373559547689851,-2238
SOAT2,-0.0479,0.2234337533487295,67,585,-0.0158,-0.0017,0.9988716805228369,0.0,-0.0025,0.5614762584743873,0.9823944221865752,0.0,False,False,False,0.01647725833626168,-2467
RHEB,-0.0478,0.4687936410291186,67,585,0.0403,0.0016,0.9988716805228369,0.0,-0.0183,0.37929718786314,0.9580342868454704,0.0003,False,False,False,0.040837393677366496,-1605
CARS1,-0.0478,0.8206995672256486,67,585,0.0328,-0.0125,0.9988716805228369,0.0,-0.0905,0.4554532553446473,0.9740406419744878,0.001,False,False,False,0.024831038548349116,1989
PARP3,-0.0478,0.6133270778781962,67,585,0.0015,0.0091,0.9988716805228369,0.0,-0.0345,0.821764702316618,0.9944547156000132,0.0001,False,False,False,0.0044169649228237295,-685
FADS3,-0.0478,0.9214550959510037,67,585,-0.0005,-0.007,0.9988716805228369,0.0,-0.0283,0.8238959412853356,0.9944547156000132,0.0001,False,False,False,0.0044169649228237295,-1049
SLC22A7,-0.0478,0.7207710186616635,67,585,0.0029,0.0,0.9988716805228369,0.0,0.0163,0.8244289546536052,0.9944547156000132,0.0,False,False,False,0.0044169649228237295,-3444
CDH4,-0.0477,0.42028550489261196,67,585,-0.0114,0.0011,0.9988716805228369,0.0,-0.0678,0.4459983323522229,0.9719058526153224,0.0008,False,False,False,0.02696582790751456,990
AMFR,-0.0477,0.4738514865637846,67,585,-0.0106,0.0101,0.9988716805228369,0.0,-0.0056,0.6273409780524544,0.9839588188603888,0.0,False,False,False,0.014912861662448096,-2304
TOP1,-0.0477,0.9666832715377042,67,585,0.011,0.0029,0.9994885455847995,0.0,-0.008,0.8490312306705268,0.9949424194863864,0.0,False,False,False,0.004546126098413095,-2168
JMY,-0.0477,0.43625258294900715,67,585,-0.0234,0.0013,0.9988716805228369,0.0,-0.0236,0.518917670749475,0.9793104017325636,0.0002,False,False,False,0.019561278790273362,-1315
CLU,-0.0476,0.3852649519422794,67,585,-0.0044,0.0024,0.9988716805228369,0.0,-0.0486,0.3492605777159306,0.9477165051276428,0.0011,False,False,False,0.0511551753951941,10
ADAMTSL4,-0.0476,0.7736635274300553,67,585,0.009,0.0059,0.9988716805228369,0.0,-0.024,0.8474219696399636,0.9949424194863864,0.0001,False,False,False,0.0039292610364505265,-1288
FAM78B,-0.0476,0.6365963422041196,67,585,0.0028,-0.0,0.9988716805228369,0.0,-0.1118,0.2729689161833686,0.9317321247622332,0.0034,False,False,False,0.06713955576060371,2889
NDUFS1,-0.0476,0.8889091041198399,67,585,0.0599,0.0377,0.9988716805228369,0.0,-0.0448,0.8351059100920153,0.9944547156000132,0.0001,False,False,False,0.0044169649228237295,-158
SPATA45,-0.0476,0.9225425397506284,67,585,0.0021,-0.0051,0.9988716805228369,0.0,-0.0232,0.7810123903713648,0.992229925729697,0.0001,False,False,False,0.006641754793139887,-1333
ARGLU1,-0.0476,0.7398186118941378,67,585,0.0593,0.0315,0.9988716805228369,0.0,-0.0555,0.5074473572766346,0.978185255550805,0.0005,False,False,False,0.02068642497203188,375
BLOC1S2,-0.0476,0.9967220010739913,67,585,-0.0086,-0.009,0.9996544161134269,0.0,-0.0758,0.7783855162947521,0.9919488452605149,0.0003,False,False,False,0.007705570852912014,1387
ARAP2,-0.0475,0.9715965977297478,67,585,0.0047,0.0025,0.9994885455847995,0.0,-0.0311,0.8624655914595685,0.9951664807975446,0.0001,False,False,False,0.004322064787254942,-862
OSMR,-0.0475,0.9388704406788583,67,585,0.0053,0.0013,0.9988716805228369,0.0,-0.0004,0.7460313095277471,0.988903223701504,0.0,False,False,False,0.00996845682133296,-2551
VIP,-0.0475,0.8127217776539132,67,585,-0.0107,0.0006,0.9988716805228369,0.0,-0.0501,0.8148473330353082,0.9935679037459302,0.0001,False,False,False,0.005303776776906743,101
COMMD7,-0.0475,0.6498465890270633,67,585,-0.0205,0.0048,0.9988716805228369,0.0,-0.0129,0.795768301833734,0.993417928363018,0.0,False,False,False,0.005453752159818914,-1886
SLX4,-0.0475,0.45380084192926495,67,585,-0.0161,0.0054,0.9988716805228369,0.0,-0.0241,0.6351311561761448,0.9841370715577772,0.0002,False,False,False,0.014734608965059737,-1274
ZNF770,-0.0475,0.42028550489261196,67,585,-0.0135,-0.0027,0.9988716805228369,0.0,-0.0933,0.2565446755754568,0.930514053240566,0.0029,False,False,False,0.0683576272822709,2125
ADAMTS5,-0.0474,0.5880798750617733,67,585,-0.0104,0.0009,0.9988716805228369,0.0,-0.1239,0.2405450859677633,0.9214300227489778,0.0044,False,False,False,0.07744165777385914,3305
TMEM14C,-0.0474,0.6434526787384911,67,585,-0.0089,-0.0032,0.9988716805228369,0.0,-0.0828,0.4258345679033153,0.9664143319927032,0.0012,False,False,False,0.03245734853013371,1713
GP2,-0.0473,0.5189176526524839,67,585,-0.0194,-0.0026,0.9988716805228369,0.0,-0.0622,0.3653532507451398,0.9538817707074796,0.0013,False,False,False,0.04498990981535733,726
PXN,-0.0473,0.6405104863794694,67,585,0.0128,0.015,0.9988716805228369,0.0,-0.0438,0.712586790491637,0.988903223701504,0.0002,False,False,False,0.00996845682133296,-198
PKIG,-0.0473,0.7279585991164119,67,585,-0.007,-0.0026,0.9988716805228369,0.0,-0.0709,0.5861940924387572,0.9823944221865752,0.0005,False,False,False,0.01647725833626168,1174
SLC24A4,-0.0473,0.6051768294383362,67,585,-0.006,0.0066,0.9988716805228369,0.0,-0.031,0.6776804192292097,0.9868289567495748,0.0002,False,False,False,0.012042723773262098,-865
ZNF418,-0.0473,0.7115660489930947,67,585,0.0014,0.0004,0.9988716805228369,0.0,-0.0184,0.7408529049532147,0.988903223701504,0.0001,False,False,False,0.00996845682133296,-1574
SOX14,-0.0473,0.38041177427702566,67,585,-0.015,0.0041,0.9988716805228369,0.0,-0.0124,0.6385521699035883,0.9847664022139194,0.0001,False,False,False,0.014105278308917502,-1906
USP13,-0.0472,0.8656959133124892,67,585,0.0204,-0.0011,0.9988716805228369,0.0,-0.0045,0.5890238410734538,0.9823944221865752,0.0,False,False,False,0.01647725833626168,-2332
REG4,-0.0472,0.6356193833793993,67,585,-0.009,-0.0005,0.9988716805228369,0.0,0.0116,0.9584972983478726,0.9975894567911704,0.0,False,False,False,0.001282223731666532,-3181
KCNN3,-0.0472,0.52648923207498,67,585,0.0036,0.0056,0.9988716805228369,0.0,-0.067,0.4050531980656602,0.9623208477623189,0.0011,False,False,False,0.03655083276051807,980
ARHGAP25,-0.0472,0.668683431519185,67,585,-0.0017,0.0023,0.9988716805228369,0.0,-0.0849,0.3920468976074446,0.9603915689894706,0.0015,False,False,False,0.03848011153336628,1806
CTSO,-0.0472,0.9486799761660013,67,585,0.0046,0.0021,0.9988716805228369,0.0,-0.0566,0.8127217856115854,0.9935679037459302,0.0002,False,False,False,0.005303776776906743,446
NANP,-0.0472,0.5772750682298339,67,585,0.0077,0.0131,0.9988716805228369,0.0,-0.0157,0.8597754051609815,0.9949424194863864,0.0,False,False,False,0.0039292610364505265,-1705
GJC1,-0.0472,0.4282257372101729,67,585,-0.0057,0.0092,0.9988716805228369,0.0,-0.1568,0.187698375085845,0.8995271344185874,0.0072,False,False,False,0.09934454610424948,4387
CFAP263,-0.0472,0.6186264417215216,67,585,0.0061,0.0093,0.9988716805228369,0.0,-0.0757,0.4464070774936349,0.9719058526153224,0.0009,False,False,False,0.02696582790751456,1405
OR2G6,-0.0472,0.8427205440031237,61,570,0.0114,-0.0014,0.9988716805228369,0.0,-0.0775,0.6275791115521714,0.9839588188603888,0.0005,False,False,False,0.014912861662448096,1483
SPATC1L,-0.0472,0.8479583131456989,67,585,0.0169,0.0059,0.9988716805228369,0.0,-0.1048,0.4853405505582804,0.9773106863644524,0.001,False,False,False,0.021560994158384528,2640
METTL8,-0.0472,0.8352122043544375,61,570,0.009,0.0047,0.9988716805228369,0.0,-0.0638,0.9855551791843948,0.9984922868374604,0.0,False,False,False,0.00037939368537653895,822
CCT5,-0.0472,0.9776032196763503,67,585,0.0373,0.0193,0.9996544161134269,0.0,-0.0967,0.6410004756496822,0.9851360850459384,0.0006,False,False,False,0.014518331067488455,2294
SKIC3,-0.0471,0.925261778362638,67,585,0.0079,0.0061,0.9988716805228369,0.0,0.1106,0.2369966911111499,0.9179596791089212,0.0041,False,False,False,0.08091200141391575,-7979
TIGD4,-0.0471,0.6356193833793993,67,585,0.005,0.0168,0.9988716805228369,0.0,-0.1178,0.3187813196311909,0.942520063980189,0.003,False,False,False,0.056351616542647975,3129
SF3A3,-0.0471,0.5486244717493503,67,585,0.0064,0.0516,0.9988716805228369,0.0,-0.1358,0.2064724282909606,0.9027693517886408,0.006,False,False,False,0.09610232873419611,3748
MOBP,-0.0471,0.5966004691436454,67,585,-0.014,-0.0052,0.9988716805228369,0.0,-0.0324,0.7429228732658533,0.988903223701504,0.0002,False,False,False,0.00996845682133296,-755
ZNF446,-0.047,0.7616346187531193,67,585,0.0099,0.0083,0.9988716805228369,0.0,-0.0703,0.5843111032025117,0.9823944221865752,0.0005,False,False,False,0.01647725833626168,1167
OR56A3,-0.047,0.509552145329907,61,570,-0.021,-0.001,0.9988716805228369,0.0,-0.0025,0.7275197488011833,0.988903223701504,0.0,False,False,False,0.00996845682133296,-2417
CYP2D6,-0.047,0.6947998368392485,67,585,0.0027,0.0059,0.9988716805228369,0.0,-0.0276,0.7925999686903112,0.993302184314158,0.0001,False,False,False,0.00556949620867897,-1047
RHOXF1,-0.047,0.767380589356701,67,585,-0.0046,0.0018,0.9988716805228369,0.0,-0.0322,0.8501044214186861,0.9949424194863864,0.0001,False,False,False,0.0039292610364505265,-765
MIDEAS,-0.047,0.4978467024316623,67,585,0.0006,0.0183,0.9988716805228369,0.0,-0.0282,0.5100824842250189,0.9793104017325636,0.0003,False,False,False,0.019561278790273362,-1010
SULT1C2,-0.0469,0.5499944716191941,67,585,0.0044,0.0072,0.9988716805228369,0.0,0.0116,0.8361753136407849,0.9944547156000132,0.0,False,False,False,0.0044169649228237295,-3163
PLEKHF2,-0.0469,0.7125867786008072,67,585,0.007,0.006,0.9988716805228369,0.0,-0.0825,0.5229191369885683,0.9793104017325636,0.0007,False,False,False,0.019561278790273362,1733
CDR2L,-0.0469,0.7694732264527906,67,585,0.0055,0.0045,0.9988716805228369,0.0,-0.0218,0.6847100692774252,0.987121351851376,0.0001,False,False,False,0.011750328671460974,-1367
USPL1,-0.0469,0.6572563233160766,67,585,-0.0043,0.0365,0.9988716805228369,0.0,-0.1202,0.3752275102219854,0.9562541907035844,0.0023,False,False,False,0.04261748981925251,3213
LMBRD1,-0.0469,0.4939472157150746,67,585,-0.0116,0.0009,0.9988716805228369,0.0,-0.0604,0.3875176060680076,0.9592184144678968,0.0011,False,False,False,0.03965326605494013,659
TM9SF4,-0.0469,0.4097045293343615,67,585,-0.019,0.0052,0.9988716805228369,0.0,-0.0698,0.3429515014137971,0.9437482154467152,0.0018,False,False,False,0.05512346507612176,1144
TECPR2,-0.0469,0.639531006861377,67,585,-0.0119,-0.0013,0.9988716805228369,0.0,-0.0756,0.537725530007808,0.980777793381442,0.0006,False,False,False,0.018093887141394926,1418
KAT6B,-0.0468,0.3981356425589727,67,585,-0.0123,-0.0005,0.9988716805228369,0.0,-0.0892,0.2077049729126812,0.9028174327539216,0.004,False,False,False,0.09605424776891536,1992
BUD31,-0.0468,0.79946893889669,67,585,-0.032,-0.0201,0.9988716805228369,0.0,0.0031,0.9978146640619396,0.9993194113770466,0.0,False,False,False,-0.0004477308542096825,-2708
GSTK1,-0.0468,0.6133270778781962,67,585,-0.0068,-0.0028,0.9988716805228369,0.0,-0.0221,0.8037037728051332,0.9935679037459302,0.0001,False,False,False,0.005303776776906743,-1345
CHRND,-0.0468,0.6942940434696803,67,585,0.0083,0.0117,0.9988716805228369,0.0,-0.0972,0.4725842391028173,0.9773106863644524,0.001,False,False,False,0.021560994158384528,2339
OR5T3,-0.0468,0.660964676961159,61,570,-0.0071,-0.0021,0.9988716805228369,0.0,-0.0371,0.6825230353181226,0.987121351851376,0.0002,False,False,False,0.011750328671460974,-493
CA2,-0.0467,0.8845825363358983,67,585,-0.0077,-0.003,0.9988716805228369,0.0,0.0017,0.871623979751572,0.9951664807975446,0.0,False,False,False,0.003705199725292374,-2625
CSNK1A1L,-0.0467,0.3405177448722303,67,585,-0.0143,0.0124,0.9988716805228369,0.0,-0.0482,0.3274997354519701,0.942520063980189,0.0012,False,False,False,0.056351616542647975,43
LRIT3,-0.0467,0.7325919001934176,67,585,-0.0063,-0.0005,0.9988716805228369,0.0,0.0213,0.8047633853577935,0.9935679037459302,0.0001,False,False,False,0.005303776776906743,-3678
IL9,-0.0466,0.2780941034314379,67,585,-0.0197,0.0,0.9988716805228369,0.0,-0.0785,0.1691513625263241,0.8943774342954771,0.0038,False,False,False,0.10449424622735981,1557
CLTCL1,-0.0466,0.4282257372101729,67,585,-0.0055,0.0121,0.9988716805228369,0.0,-0.0439,0.4666950747799113,0.9773106863644524,0.0004,False,False,False,0.021560994158384528,-151
CFAP97,-0.0466,0.7752365997042859,67,585,-0.0002,0.0045,0.9988716805228369,0.0,0.0494,0.5768074392157089,0.9823944221865752,0.0004,False,False,False,0.01647725833626168,-5220
ABHD16A,-0.0465,0.5377255124012513,67,585,-0.0042,0.0029,0.9988716805228369,0.0,-0.076,0.3897782510315882,0.9601966365350418,0.0013,False,False,False,0.03867504398779509,1456
ADAM11,-0.0464,0.8899912685120459,67,585,0.0114,0.0084,0.9988716805228369,0.0,-0.0875,0.738784810820413,0.988903223701504,0.0004,False,False,False,0.00996845682133296,1941
NPR2,-0.0464,0.6666904922048044,67,585,-0.0041,0.004,0.9988716805228369,0.0,-0.0205,0.929614366835177,0.9975610407095122,0.0,False,False,False,0.0013106398133246877,-1410
STRN4,-0.0464,0.3524425548885738,67,585,-0.0039,0.0016,0.9988716805228369,0.0,-0.0543,0.3781845920152921,0.957935855265744,0.001,False,False,False,0.04093582525709294,379
CACNA1D,-0.0464,0.43625258294900715,67,585,0.0018,0.0066,0.9988716805228369,0.0,-0.0854,0.2438535996546733,0.9227816508890756,0.003,False,False,False,0.07609002963376132,1865
LAT,-0.0464,0.2614563743090359,67,585,-0.0317,0.002,0.9988716805228369,0.0,0.0167,0.6776804192292097,0.9868289567495748,0.0001,False,False,False,0.012042723773262098,-3395
SEMA3F,-0.0463,0.4725842199319574,67,585,0.0022,0.0041,0.9988716805228369,0.0,-0.0399,0.4612632250419528,0.9759186888763725,0.0004,False,False,False,0.02295299164646447,-336
CARM1,-0.0463,0.6927774807734153,67,585,-0.0061,0.0145,0.9988716805228369,0.0,0.0941,0.421866615986427,0.9658239653851955,0.0014,False,False,False,0.033047715137641376,-7289
OR6C65,-0.0463,0.795056837283479,61,570,-0.0078,0.0053,0.9988716805228369,0.0,-0.1381,0.3372772018428424,0.942520063980189,0.0036,False,False,False,0.056351616542647975,3854
EOLA1,-0.0463,0.9529172859376868,61,552,0.0138,-0.0027,0.9988716805228369,0.0,-0.0067,0.7080684794190228,0.988635996854372,0.0,False,False,False,0.010235683668464945,-2179
MEX3C,-0.0463,0.8522516280064312,67,585,-0.0051,0.0014,0.9988716805228369,0.0,-0.0262,0.8527886093523767,0.9949424194863864,0.0001,False,False,False,0.0039292610364505265,-1083
ASAH1,-0.0463,0.4595990015756185,67,585,-0.0113,0.0,0.9988716805228369,0.0,-0.0429,0.5541145732220016,0.9823944221865752,0.0003,False,False,False,0.01647725833626168,-191
F13A1,-0.0462,0.8656959133124892,67,585,-0.0002,-0.0077,0.9988716805228369,0.0,-0.1393,0.4496847056177339,0.9726533723077908,0.0017,False,False,False,0.026218308215046116,3900
DSP,-0.0462,0.8743209537637381,67,585,0.0039,0.0019,0.9988716805228369,0.0,0.0453,0.4969787549147426,0.9773106863644524,0.0005,False,False,False,0.021560994158384528,-4965
TRIM25,-0.0462,0.47766447110168564,67,585,-0.0155,0.0045,0.9988716805228369,0.0,-0.0328,0.6200752023488031,0.9833025576676492,0.0002,False,False,False,0.015569122855187745,-689
RSRC2,-0.0462,0.7522605411443858,67,585,-0.0367,0.0026,0.9988716805228369,0.0,-0.1329,0.3161295858977302,0.942520063980189,0.0034,False,False,False,0.056351616542647975,3699
NUB1,-0.0462,0.7637225609713774,67,585,-0.0098,-0.0033,0.9988716805228369,0.0,-0.1519,0.2600050710163196,0.9306774976492062,0.0047,False,False,False,0.06819418287363077,4300
REXO4,-0.0462,0.9857960483440874,67,585,0.0101,0.0016,0.9996544161134269,0.0,-0.0331,0.9388704433202888,0.9975610407095122,0.0,False,False,False,0.0020933754039146324,-664
PRICKLE1,-0.0462,0.28822902681615903,67,585,-0.0134,-0.002,0.9988716805228369,0.0,-0.0415,0.2466350085682906,0.924417294865807,0.0014,False,False,False,0.07445438565702989,-253
DSPP,-0.0462,0.5749386287826364,67,585,-0.0147,0.0017,0.9988716805228369,0.0,0.0077,0.9694127543327868,0.9983658360500032,0.0,False,False,False,0.0005058444728337497,-2929
