species,metabolite,correlation,p_value,fdr
Burkholderiales_noname_Burkholderiales_bacterium_1_1_47,HILn_QI2809,-0.3472880061115355,0.044177777589387776,0.07767051373039284
Peptostreptococcaceae_noname_Peptostreptococcaceae_noname_unclassified,HILp_QI21790,-0.3472880061115355,0.044177777589387776,0.07767051373039284
Eggerthella_Eggerthella_unclassified,HILp_QI20978,-0.3472880061115355,0.044177777589387776,0.07767051373039284
Alistipes_Alistipes_putredinis,C8p_QI18347,-0.3472880061115355,0.044177777589387776,0.07767051373039284
Alistipes_Alistipes_putredinis,C8p_QI15917,-0.3472880061115355,0.044177777589387776,0.07767051373039284
Lachnospiraceae_noname_Lachnospiraceae_bacterium_4_1_37FAA,HILp_QI18143,0.34698242933537043,0.04437719343405409,0.07778940804647837
Erysipelotrichaceae_noname_Erysipelotrichaceae_bacterium_2_2_44A,C8p_QI19828,0.34698242933537043,0.04437719343405409,0.07778940804647837
Escherichia_Escherichia_unclassified,C8p_QI26043,0.34698242933537043,0.04437719343405409,0.07778940804647837
Alistipes_Alistipes_putredinis,C8p_QI14976,-0.34698242933537043,0.04437719343405409,0.07778940804647837
Enterococcus_Enterococcus_casseliflavus,C8p_QI2165,-0.34698242933537043,0.04437719343405409,0.07778940804647837
Collinsella_Collinsella_aerofaciens,HILp_QI18663,-0.34698242933537043,0.04437719343405409,0.07778940804647837
Lachnospiraceae_noname_Lachnospiraceae_bacterium_3_1_57FAA_CT1,HILn_QI1148,0.34698242933537043,0.04437719343405409,0.07778940804647837
Bacteroides_Bacteroides_vulgatus,C8p_QI29880,-0.34698242933537043,0.04437719343405409,0.07778940804647837
Streptococcus_Streptococcus_sanguinis,C8p_QI29250,0.34698242933537043,0.04437719343405409,0.07778940804647837
Roseburia_Roseburia_inulinivorans,HILp_TF16,-0.34698242933537043,0.04437719343405409,0.07778940804647837
Turicibacter_Turicibacter_sanguinis,C8p_QI28213,0.34698242933537043,0.04437719343405409,0.07778940804647837
Morganella_Morganella_morganii,HILp_QI18218,0.34698242933537043,0.04437719343405409,0.07778940804647837
Methanobrevibacter_Methanobrevibacter_unclassified,HILp_QI18175,-0.34698242933537043,0.04437719343405409,0.07778940804647837
Bacteroides_Bacteroides_dorei,HILp_QI10795,-0.34698242933537043,0.04437719343405409,0.07778940804647837
Streptococcus_Streptococcus_mitis_oralis_pneumoniae,C8p_QI29291,0.34698242933537043,0.04437719343405409,0.07778940804647837
Porphyromonas_Porphyromonas_asaccharolytica,HILp_QI8350,-0.34698242933537043,0.04437719343405409,0.07778940804647837
Bacteroides_Bacteroides_caccae,C8p_QI11747,-0.34698242933537043,0.04437719343405409,0.07778940804647837
Megamonas_Megamonas_unclassified,C8p_QI12142,0.34698242933537043,0.04437719343405409,0.07778940804647837
Granulicatella_Granulicatella_unclassified,HILp_QI20485,-0.34698242933537043,0.04437719343405409,0.07778940804647837
Lachnospiraceae_noname_Lachnospiraceae_bacterium_6_1_63FAA,C8p_QI27351,-0.34698242933537043,0.04437719343405409,0.07778940804647837
Oscillibacter_Oscillibacter_sp_KLE_1745,HILp_QI20378,0.34698242933537043,0.04437719343405409,0.07778940804647837
Clostridium_Clostridium_scindens,C8p_QI29042,0.34698242933537043,0.04437719343405409,0.07778940804647837
Alistipes_Alistipes_putredinis,C8p_QI19740,-0.34698242933537043,0.04437719343405409,0.07778940804647837
Anaerostipes_Anaerostipes_hadrus,HILp_QI14501,0.34698242933537043,0.04437719343405409,0.07778940804647837
Ruminococcus_Ruminococcus_flavefaciens,C8p_QI17913,0.34698242933537043,0.04437719343405409,0.07778940804647837
Parasutterella_Parasutterella_excrementihominis,HILp_QI9439,-0.34698242933537043,0.04437719343405409,0.07778940804647837
Cellulophaga_Cellulophaga_unclassified,HILp_QI12724,0.34698242933537043,0.04437719343405409,0.07778940804647837
Barnesiella_Barnesiella_intestinihominis,C8p_QI27814,-0.34698242933537043,0.04437719343405409,0.07778940804647837
Porphyromonas_Porphyromonas_somerae,HILp_QI13992,-0.34698242933537043,0.04437719343405409,0.07778940804647837
Lactobacillus_Lactobacillus_casei_paracasei,C8p_QI14120,0.34698242933537043,0.04437719343405409,0.07778940804647837
Burkholderia_Burkholderia_unclassified,HILp_QI13375,0.34698242933537043,0.04437719343405409,0.07778940804647837
Megasphaera_Megasphaera_micronuciformis,C8p_QI17913,0.34698242933537043,0.04437719343405409,0.07778940804647837
Campylobacter_Campylobacter_concisus,HILp_QI13706,-0.34698242933537043,0.04437719343405409,0.07778940804647837
Paraprevotella_Paraprevotella_xylaniphila,HILp_QI25241,0.34698242933537043,0.04437719343405409,0.07778940804647837
Lactobacillus_Lactobacillus_acidophilus,C8p_QI29101,0.34698242933537043,0.04437719343405409,0.07778940804647837
Megasphaera_Megasphaera_micronuciformis,C8p_QI14531,0.34698242933537043,0.04437719343405409,0.07778940804647837
Blautia_Blautia_hydrogenotrophica,HILp_QI22820,0.34698242933537043,0.04437719343405409,0.07778940804647837
Bacteroides_Bacteroides_massiliensis,HILp_QI8507,-0.34698242933537043,0.04437719343405409,0.07778940804647837
Oscillibacter_Oscillibacter_sp_KLE_1745,HILp_QI21210,-0.34698242933537043,0.04437719343405409,0.07778940804647837
Parabacteroides_Parabacteroides_unclassified,C8p_QI23698,0.34698242933537043,0.04437719343405409,0.07778940804647837
Erysipelotrichaceae_noname_Clostridium_innocuum,C8p_QI27840,0.3466768525592055,0.044577331727946375,0.07785123175507168
Enterococcus_Enterococcus_casseliflavus,C8p_QI21200,0.3466768525592055,0.044577331727946375,0.07785123175507168
Saccharomyces_Saccharomyces_cerevisiae,C8p_QI14433,0.3466768525592055,0.044577331727946375,0.07785123175507168
Eubacterium_Eubacterium_rectale,HILp_QI18170,0.3466768525592055,0.044577331727946375,0.07785123175507168
Bifidobacterium_Bifidobacterium_bifidum,C8p_QI28453,-0.3466768525592055,0.044577331727946375,0.07785123175507168
Erysipelotrichaceae_noname_Clostridium_innocuum,C8p_QI12589,0.3466768525592055,0.044577331727946375,0.07785123175507168
Clostridiales_noname_Clostridiales_bacterium_1_7_47FAA,C8p_QI25026,0.3466768525592055,0.044577331727946375,0.07785123175507168
Alistipes_Alistipes_shahii,C8p_QI26870,-0.3466768525592055,0.044577331727946375,0.07785123175507168
Eubacterium_Eubacterium_ventriosum,C8p_QI10968,-0.3466768525592055,0.044577331727946375,0.07785123175507168
Bacteroides_Bacteroides_thetaiotaomicron,C8p_QI24733,0.3466768525592055,0.044577331727946375,0.07785123175507168
Erysipelotrichaceae_noname_Clostridium_innocuum,C8p_QI28203,0.3466768525592055,0.044577331727946375,0.07785123175507168
Klebsiella_Klebsiella_oxytoca,C8p_QI26623,0.3466768525592055,0.044577331727946375,0.07785123175507168
Lachnospiraceae_noname_Lachnospiraceae_bacterium_5_1_57FAA,C8p_QI27025,0.3466768525592055,0.044577331727946375,0.07785123175507168
Bacteroides_Bacteroides_salyersiae,C8p_QI2684,-0.3466768525592055,0.044577331727946375,0.07785123175507168
Oxalobacter_Oxalobacter_formigenes,C8p_QI28504,0.3466768525592055,0.044577331727946375,0.07785123175507168
Lachnospiraceae_noname_Lachnospiraceae_bacterium_5_1_57FAA,C8p_QI11741,0.3466768525592055,0.044577331727946375,0.07785123175507168
Parabacteroides_Parabacteroides_goldsteinii,HILp_TF39,-0.3466768525592055,0.044577331727946375,0.07785123175507168
Citrobacter_Citrobacter_freundii,HILp_QI11940,0.3466768525592055,0.044577331727946375,0.07785123175507168
Coprococcus_Coprococcus_catus,C8p_QI21322,-0.3466768525592055,0.044577331727946375,0.07785123175507168
Lactobacillus_Lactobacillus_acidophilus,C8p_QI16266,0.3466768525592055,0.044577331727946375,0.07785123175507168
Holdemania_Holdemania_filiformis,HILp_QI25039,0.3466768525592055,0.044577331727946375,0.07785123175507168
Enterococcus_Enterococcus_faecium,HILn_QI2990,0.3466768525592055,0.044577331727946375,0.07785123175507168
Bacteroides_Bacteroides_intestinalis,C8p_QI16266,0.3466768525592055,0.044577331727946375,0.07785123175507168
Lachnospiraceae_noname_Lachnospiraceae_bacterium_5_1_63FAA,C8p_QI20515,0.3466768525592055,0.044577331727946375,0.07785123175507168
Eggerthella_Eggerthella_lenta,HILp_QI18054,-0.3466768525592055,0.044577331727946375,0.07785123175507168
Alistipes_Alistipes_sp_HGB5,HILp_QI22307,0.3466768525592055,0.044577331727946375,0.07785123175507168
Megasphaera_Megasphaera_micronuciformis,C8p_QI28805,0.3466768525592055,0.044577331727946375,0.07785123175507168
Morganella_Morganella_morganii,C8p_QI29286,0.3466768525592055,0.044577331727946375,0.07785123175507168
Megasphaera_Megasphaera_micronuciformis,C8p_QI13775,0.3466768525592055,0.044577331727946375,0.07785123175507168
Oscillibacter_Oscillibacter_sp_KLE_1745,C8p_QI26043,-0.3466768525592055,0.044577331727946375,0.07785123175507168
Veillonella_Veillonella_parvula,C18n_QI3052,0.3466768525592055,0.044577331727946375,0.07785123175507168
Prevotella_Prevotella_disiens,HILp_QI17497,0.3466768525592055,0.044577331727946375,0.07785123175507168
Bilophila_Bilophila_wadsworthia,C8p_QI23769,-0.3466768525592055,0.044577331727946375,0.07785123175507168
Alistipes_Alistipes_unclassified,C8p_QI18336,0.3466768525592055,0.044577331727946375,0.07785123175507168
Clostridium_Clostridium_nexile,HILp_QI24367,-0.3466768525592055,0.044577331727946375,0.07785123175507168
Megasphaera_Megasphaera_micronuciformis,C8p_QI15937,0.3466768525592055,0.044577331727946375,0.07785123175507168
Adlercreutzia_Adlercreutzia_equolifaciens,C18n_QI3052,-0.3466768525592055,0.044577331727946375,0.07785123175507168
Blautia_Blautia_producta,C18n_QI13755,-0.3466768525592055,0.044577331727946375,0.07785123175507168
Collinsella_Collinsella_tanakaei,C8p_QI15042,0.3466768525592055,0.044577331727946375,0.07785123175507168
Collinsella_Collinsella_tanakaei,C8p_QI26639,0.3466768525592055,0.044577331727946375,0.07785123175507168
Haemophilus_Haemophilus_parainfluenzae,HILp_QI22565,0.3466768525592055,0.044577331727946375,0.07785123175507168
Anaerotruncus_Anaerotruncus_colihominis,HILp_QI19964,-0.3466768525592055,0.044577331727946375,0.07785123175507168
Prevotella_Prevotella_bivia,C8p_QI19692,0.3466768525592055,0.044577331727946375,0.07785123175507168
Collinsella_Collinsella_tanakaei,HILp_QI12802,0.3466768525592055,0.044577331727946375,0.07785123175507168
Collinsella_Collinsella_aerofaciens,HILp_QI18247,-0.3466768525592055,0.044577331727946375,0.07785123175507168
Dialister_Dialister_invisus,C8p_QI27839,0.3466768525592055,0.044577331727946375,0.07785123175507168
Anaerotruncus_Anaerotruncus_colihominis,HILp_QI10831,-0.3466768525592055,0.044577331727946375,0.07785123175507168
Anaerotruncus_Anaerotruncus_unclassified,C8p_QI26408,-0.3466768525592055,0.044577331727946375,0.07785123175507168
Blautia_Blautia_producta,C8p_QI10968,0.3466768525592055,0.044577331727946375,0.07785123175507168
Adlercreutzia_Adlercreutzia_equolifaciens,C8p_QI27796,-0.3466768525592055,0.044577331727946375,0.07785123175507168
Clostridium_Clostridium_symbiosum,C18n_QI13367,-0.34606569900687545,0.044979782875659936,0.0779086401360378
Cellulophaga_Cellulophaga_unclassified,HILn_QI1107,0.3463712757830405,0.04477819427383064,0.0779086401360378
Bifidobacterium_Bifidobacterium_dentium,C8p_QI21200,0.34606569900687545,0.044979782875659936,0.0779086401360378
Bacteroides_Bacteroides_fragilis,C8p_QI29620,0.3463712757830405,0.04477819427383064,0.0779086401360378
Parabacteroides_Parabacteroides_distasonis,C18n_QI3052,0.3463712757830405,0.04477819427383064,0.0779086401360378
Ruminococcaceae_noname_Ruminococcaceae_bacterium_D16,C8p_QI16219,-0.34606569900687545,0.044979782875659936,0.0779086401360378
Burkholderia_Burkholderia_unclassified,HILp_QI22245,0.3463712757830405,0.04477819427383064,0.0779086401360378
Veillonella_Veillonella_parvula,HILp_QI22286,-0.34606569900687545,0.044979782875659936,0.0779086401360378
Eubacterium_Eubacterium_eligens,C8p_QI27444,-0.34606569900687545,0.044979782875659936,0.0779086401360378
Bacteroides_Bacteroides_dorei,C8p_QI25299,-0.34606569900687545,0.044979782875659936,0.0779086401360378
Adlercreutzia_Adlercreutzia_equolifaciens,HILp_TF21,-0.34606569900687545,0.044979782875659936,0.0779086401360378
Streptococcus_Streptococcus_australis,C18n_QI13755,-0.34606569900687545,0.044979782875659936,0.0779086401360378
Streptococcus_Streptococcus_vestibularis,HILp_QI13088,0.34606569900687545,0.044979782875659936,0.0779086401360378
Streptococcus_Streptococcus_mitis_oralis_pneumoniae,C8p_QI29123,0.3463712757830405,0.04477819427383064,0.0779086401360378
Holdemania_Holdemania_filiformis,C8p_QI20760,-0.34606569900687545,0.044979782875659936,0.0779086401360378
Clostridium_Clostridium_citroniae,HILp_QI18028,0.34606569900687545,0.044979782875659936,0.0779086401360378
Klebsiella_Klebsiella_oxytoca,C8p_QI20974,-0.3463712757830405,0.04477819427383064,0.0779086401360378
Bacteroides_Bacteroides_thetaiotaomicron,HILp_QI23776,-0.3463712757830405,0.04477819427383064,0.0779086401360378
Megasphaera_Megasphaera_micronuciformis,C8p_QI13826,0.34606569900687545,0.044979782875659936,0.0779086401360378
Lactobacillus_Lactobacillus_gasseri,HILp_QI18275,-0.3463712757830405,0.04477819427383064,0.0779086401360378
Lachnospiraceae_noname_Lachnospiraceae_bacterium_5_1_57FAA,C8p_QI29658,0.34606569900687545,0.044979782875659936,0.0779086401360378
Klebsiella_Klebsiella_oxytoca,C8p_QI20265,0.3463712757830405,0.04477819427383064,0.0779086401360378
Deinococcus_Deinococcus_unclassified,HILp_QI13016,0.3463712757830405,0.04477819427383064,0.0779086401360378
Parabacteroides_Parabacteroides_distasonis,HILn_QI857,0.34606569900687545,0.044979782875659936,0.0779086401360378
Parabacteroides_Parabacteroides_distasonis,HILp_TF25,0.34606569900687545,0.044979782875659936,0.0779086401360378
Eubacterium_Eubacterium_ventriosum,HILp_QI25289,-0.34606569900687545,0.044979782875659936,0.0779086401360378
Eubacterium_Eubacterium_siraeum,HILp_QI12448,-0.34606569900687545,0.044979782875659936,0.0779086401360378
Clostridium_Clostridium_bolteae,C8p_QI25532,0.34606569900687545,0.044979782875659936,0.0779086401360378
Alistipes_Alistipes_putredinis,C8p_QI5522,0.3463712757830405,0.04477819427383064,0.0779086401360378
Coprococcus_Coprococcus_comes,C8p_QI27460,-0.3463712757830405,0.04477819427383064,0.0779086401360378
Alistipes_Alistipes_putredinis,C8p_QI17852,-0.3463712757830405,0.04477819427383064,0.0779086401360378
Prevotella_Prevotella_timonensis,C8p_QI19277,-0.34606569900687545,0.044979782875659936,0.0779086401360378
Alistipes_Alistipes_onderdonkii,HILp_QI22001,0.3463712757830405,0.04477819427383064,0.0779086401360378
Bacteroides_Bacteroides_ovatus,C8p_QI29869,0.3463712757830405,0.04477819427383064,0.0779086401360378
Aggregatibacter_Aggregatibacter_unclassified,HILp_QI13672,-0.34606569900687545,0.044979782875659936,0.0779086401360378
Lachnospiraceae_noname_Lachnospiraceae_bacterium_5_1_63FAA,HILp_QI22009,0.34606569900687545,0.044979782875659936,0.0779086401360378
Lachnospiraceae_noname_Lachnospiraceae_bacterium_1_1_57FAA,HILn_QI1296,-0.34606569900687545,0.044979782875659936,0.0779086401360378
Rothia_Rothia_unclassified,HILp_QI25164,0.34606569900687545,0.044979782875659936,0.0779086401360378
Bacteroides_Bacteroides_faecis,HILp_QI25258,0.34606569900687545,0.044979782875659936,0.0779086401360378
Bacteroides_Bacteroides_intestinalis,C8p_QI21198,0.3463712757830405,0.04477819427383064,0.0779086401360378
Clostridium_Clostridium_bolteae,C8p_QI25026,0.3463712757830405,0.04477819427383064,0.0779086401360378
Bacteroides_Bacteroides_faecis,HILp_QI15787,0.3463712757830405,0.04477819427383064,0.0779086401360378
Parabacteroides_Parabacteroides_unclassified,HILp_QI18796,-0.34606569900687545,0.044979782875659936,0.0779086401360378
Clostridium_Clostridium_symbiosum,C8p_QI26158,0.34606569900687545,0.044979782875659936,0.0779086401360378
Rothia_Rothia_mucilaginosa,HILp_QI14990,-0.34606569900687545,0.044979782875659936,0.0779086401360378
Eubacterium_Eubacterium_siraeum,HILp_QI22286,0.34606569900687545,0.044979782875659936,0.0779086401360378
Bacteroides_Bacteroides_massiliensis,HILn_QI1107,-0.3463712757830405,0.04477819427383064,0.0779086401360378
Klebsiella_Klebsiella_unclassified,C8p_QI25225,0.3463712757830405,0.04477819427383064,0.0779086401360378
Butyricicoccus_Butyricicoccus_pullicaecorum,C8p_QI26128,0.34606569900687545,0.044979782875659936,0.0779086401360378
Burkholderiales_noname_Burkholderiales_bacterium_1_1_47,HILp_QI15291,-0.34606569900687545,0.044979782875659936,0.0779086401360378
Paraprevotella_Paraprevotella_clara,HILp_QI15686,0.3463712757830405,0.04477819427383064,0.0779086401360378
Pseudoflavonifractor_Pseudoflavonifractor_capillosus,HILn_QI14205,0.3463712757830405,0.04477819427383064,0.0779086401360378
Oscillibacter_Oscillibacter_sp_KLE_1745,HILp_QI13283,0.3463712757830405,0.04477819427383064,0.0779086401360378
Lactococcus_Lactococcus_lactis,HILn_QI14205,-0.34606569900687545,0.044979782875659936,0.0779086401360378
Collinsella_Collinsella_aerofaciens,HILp_QI13141,0.34606569900687545,0.044979782875659936,0.0779086401360378
Campylobacter_Campylobacter_concisus,C8p_QI15752,0.34606569900687545,0.044979782875659936,0.0779086401360378
Blautia_Blautia_producta,C8p_QI2165,-0.34606569900687545,0.044979782875659936,0.0779086401360378
Lachnospiraceae_noname_Lachnospiraceae_bacterium_1_1_57FAA,C8p_QI29544,0.34606569900687545,0.044979782875659936,0.0779086401360378
Paraprevotella_Paraprevotella_clara,HILp_QI25241,0.34606569900687545,0.044979782875659936,0.0779086401360378
Butyricicoccus_Butyricicoccus_pullicaecorum,HILp_QI13016,0.3463712757830405,0.04477819427383064,0.0779086401360378
Bifidobacterium_Bifidobacterium_breve,HILp_QI12802,0.3463712757830405,0.04477819427383064,0.0779086401360378
Peptostreptococcaceae_noname_Clostridium_bartlettii,C8p_QI27459,0.34606569900687545,0.044979782875659936,0.0779086401360378
Peptostreptococcus_Peptostreptococcus_anaerobius,HILp_QI14407,0.34606569900687545,0.044979782875659936,0.0779086401360378
Klebsiella_Klebsiella_pneumoniae,C8p_QI21890,0.34606569900687545,0.044979782875659936,0.0779086401360378
Oscillibacter_Oscillibacter_sp_KLE_1745,C8p_QI20796,-0.3463712757830405,0.04477819427383064,0.0779086401360378
Alistipes_Alistipes_senegalensis,C8p_QI26172,-0.3463712757830405,0.04477819427383064,0.0779086401360378
Lachnospiraceae_noname_Lachnospiraceae_bacterium_5_1_57FAA,HILp_QI17524,0.3463712757830405,0.04477819427383064,0.0779086401360378
Propionibacterium_Propionibacterium_acnes,C8p_QI28503,0.3463712757830405,0.04477819427383064,0.0779086401360378
Eubacterium_Eubacterium_eligens,C8p_QI27460,-0.3463712757830405,0.04477819427383064,0.0779086401360378
Granulicatella_Granulicatella_unclassified,C8p_QI29762,0.3463712757830405,0.04477819427383064,0.0779086401360378
Collinsella_Collinsella_unclassified,HILp_QI17012,0.3463712757830405,0.04477819427383064,0.0779086401360378
Lachnospiraceae_noname_Lachnospiraceae_bacterium_8_1_57FAA,HILp_QI15250,-0.34606569900687545,0.044979782875659936,0.0779086401360378
Erysipelotrichaceae_noname_Erysipelotrichaceae_bacterium_5_2_54FAA,C8p_QI29007,0.34606569900687545,0.044979782875659936,0.0779086401360378
Lachnospiraceae_noname_Lachnospiraceae_bacterium_3_1_57FAA_CT1,HILp_QI22826,0.34606569900687545,0.044979782875659936,0.0779086401360378
Blautia_Blautia_hydrogenotrophica,HILp_QI12724,0.3463712757830405,0.04477819427383064,0.0779086401360378
Deinococcus_Deinococcus_unclassified,C18n_QI5379,-0.3463712757830405,0.04477819427383064,0.0779086401360378
Proteus_Proteus_mirabilis,HILp_QI22250,0.3463712757830405,0.04477819427383064,0.0779086401360378
Oscillibacter_Oscillibacter_unclassified,C8p_QI25662,-0.34606569900687545,0.044979782875659936,0.0779086401360378
Cellulophaga_Cellulophaga_unclassified,C8p_QI12647,0.34606569900687545,0.044979782875659936,0.0779086401360378
Eubacterium_Eubacterium_eligens,C8p_QI27530,-0.34606569900687545,0.044979782875659936,0.0779086401360378
Lachnospiraceae_noname_Lachnospiraceae_bacterium_8_1_57FAA,HILp_QI22031,-0.34606569900687545,0.044979782875659936,0.0779086401360378
Bacteroidales_noname_Bacteroidales_bacterium_ph8,HILp_QI16929,-0.3463712757830405,0.04477819427383064,0.0779086401360378
Anaerotruncus_Anaerotruncus_unclassified,HILn_QI7792,-0.3463712757830405,0.04477819427383064,0.0779086401360378
Porphyromonas_Porphyromonas_bennonis,HILp_QI25289,0.34606569900687545,0.044979782875659936,0.0779086401360378
Citrobacter_Citrobacter_unclassified,HILp_QI17848,-0.34606569900687545,0.044979782875659936,0.0779086401360378
Roseburia_Roseburia_inulinivorans,C8p_QI18802,0.34606569900687545,0.044979782875659936,0.0779086401360378
Streptococcus_Streptococcus_thermophilus,HILp_QI24729,-0.34606569900687545,0.044979782875659936,0.0779086401360378
Ruminococcus_Ruminococcus_albus,C8p_QI29314,0.3463712757830405,0.04477819427383064,0.0779086401360378
Erysipelotrichaceae_noname_Clostridium_innocuum,HILp_QI17886,-0.3463712757830405,0.04477819427383064,0.0779086401360378
Acidaminococcus_Acidaminococcus_intestini,HILp_QI24535,0.3463712757830405,0.04477819427383064,0.0779086401360378
Oscillibacter_Oscillibacter_unclassified,C8p_QI23351,0.3463712757830405,0.04477819427383064,0.0779086401360378
Subdoligranulum_Subdoligranulum_sp_4_3_54A2FAA,HILp_QI17402,0.34606569900687545,0.044979782875659936,0.0779086401360378
Collinsella_Collinsella_tanakaei,HILp_QI14501,0.34606569900687545,0.044979782875659936,0.0779086401360378
Haemophilus_Haemophilus_sputorum,C8p_QI28503,0.34606569900687545,0.044979782875659936,0.0779086401360378
Clostridium_Clostridium_leptum,HILp_QI8656,-0.34606569900687545,0.044979782875659936,0.0779086401360378
C2likevirus_C2likevirus_unclassified,C8p_QI14980,0.3463712757830405,0.04477819427383064,0.0779086401360378
Peptostreptococcaceae_noname_Clostridium_bartlettii,C18n_QI13811,0.34606569900687545,0.044979782875659936,0.0779086401360378
Streptococcus_Streptococcus_parasanguinis,C8p_QI26623,0.34606569900687545,0.044979782875659936,0.0779086401360378
Bifidobacterium_Bifidobacterium_longum,C8p_QI17406,0.34606569900687545,0.044979782875659936,0.0779086401360378
Erysipelotrichaceae_noname_Erysipelotrichaceae_bacterium_2_2_44A,HILn_QI1184,-0.34606569900687545,0.044979782875659936,0.0779086401360378
Holdemania_Holdemania_filiformis,C18n_QI13811,-0.3463712757830405,0.04477819427383064,0.0779086401360378
Subdoligranulum_Subdoligranulum_sp_4_3_54A2FAA,HILp_QI21411,-0.3463712757830405,0.04477819427383064,0.0779086401360378
Escherichia_Escherichia_coli,HILp_QI20578,-0.3463712757830405,0.04477819427383064,0.0779086401360378
Methanobrevibacter_Methanobrevibacter_unclassified,HILp_QI21980,0.34606569900687545,0.044979782875659936,0.0779086401360378
Holdemania_Holdemania_unclassified,HILp_QI13749,-0.34606569900687545,0.044979782875659936,0.0779086401360378
Bifidobacterium_Bifidobacterium_longum,C8p_QI28450,0.34606569900687545,0.044979782875659936,0.0779086401360378
Anaerostipes_Anaerostipes_caccae,HILn_QI12440,0.3463712757830405,0.04477819427383064,0.0779086401360378
Acidaminococcus_Acidaminococcus_intestini,C8p_QI15911,-0.34606569900687545,0.044979782875659936,0.0779086401360378
Anaerotruncus_Anaerotruncus_colihominis,HILp_QI18144,0.34606569900687545,0.044979782875659936,0.0779086401360378
Roseburia_Roseburia_hominis,C8p_QI25067,-0.3463712757830405,0.04477819427383064,0.0779086401360378
Megasphaera_Megasphaera_unclassified,HILp_QI17879,0.34606569900687545,0.044979782875659936,0.0779086401360378
Prevotella_Prevotella_bivia,HILp_QI18884,0.34606569900687545,0.044979782875659936,0.0779086401360378
Lactobacillus_Lactobacillus_casei_paracasei,C8p_QI13556,0.3454545454545454,0.04538514546882662,0.07794175767522522
Alistipes_Alistipes_shahii,HILp_QI20434,-0.34576012223071045,0.04518209933856202,0.07794175767522522
Parabacteroides_Parabacteroides_merdae,HILp_TF52,-0.3454545454545454,0.04538514546882662,0.07794175767522522
Ruminococcus_Ruminococcus_sp_5_1_39BFAA,C8p_QI28203,0.3454545454545454,0.04538514546882662,0.07794175767522522
Odoribacter_Odoribacter_splanchnicus,C8p_QI20464,-0.34576012223071045,0.04518209933856202,0.07794175767522522
Klebsiella_Klebsiella_unclassified,C8p_QI15042,-0.34576012223071045,0.04518209933856202,0.07794175767522522
Alistipes_Alistipes_putredinis,C8p_QI29291,-0.34576012223071045,0.04518209933856202,0.07794175767522522
Klebsiella_Klebsiella_unclassified,C8p_QI25535,-0.34576012223071045,0.04518209933856202,0.07794175767522522
Erysipelotrichaceae_noname_Clostridium_innocuum,C8p_QI29047,0.3454545454545454,0.04538514546882662,0.07794175767522522
Alistipes_Alistipes_sp_HGB5,C8p_QI21798,0.34576012223071045,0.04518209933856202,0.07794175767522522
Adlercreutzia_Adlercreutzia_equolifaciens,HILp_QI13706,0.3454545454545454,0.04538514546882662,0.07794175767522522
Veillonella_Veillonella_parvula,HILn_QI8165,0.3454545454545454,0.04538514546882662,0.07794175767522522
Clostridium_Clostridium_scindens,HILp_QI18164,0.34576012223071045,0.04518209933856202,0.07794175767522522
Lachnospiraceae_noname_Lachnospiraceae_bacterium_5_1_63FAA,HILp_QI25116,-0.34576012223071045,0.04518209933856202,0.07794175767522522
Clostridium_Clostridium_scindens,C8p_QI26103,0.34576012223071045,0.04518209933856202,0.07794175767522522
Methanobrevibacter_Methanobrevibacter_smithii,HILp_QI25052,-0.34576012223071045,0.04518209933856202,0.07794175767522522
Alistipes_Alistipes_shahii,HILp_TF33,-0.34576012223071045,0.04518209933856202,0.07794175767522522
Prevotella_Prevotella_buccalis,HILp_QI24535,0.3454545454545454,0.04538514546882662,0.07794175767522522
Butyricicoccus_Butyricicoccus_pullicaecorum,HILn_QI20695,0.3454545454545454,0.04538514546882662,0.07794175767522522
Clostridium_Clostridium_asparagiforme,HILp_QI18170,0.3454545454545454,0.04538514546882662,0.07794175767522522
Coprobacter_Coprobacter_fastidiosus,C8p_QI28740,-0.3454545454545454,0.04538514546882662,0.07794175767522522
Ruminococcus_Ruminococcus_sp_5_1_39BFAA,HILp_QI19714,-0.34576012223071045,0.04518209933856202,0.07794175767522522
Alistipes_Alistipes_onderdonkii,HILp_QI19718,-0.3454545454545454,0.04538514546882662,0.07794175767522522
Klebsiella_Klebsiella_unclassified,HILp_QI18019,-0.34576012223071045,0.04518209933856202,0.07794175767522522
Ruminococcaceae_noname_Ruminococcaceae_bacterium_D16,C8p_QI15042,-0.3454545454545454,0.04538514546882662,0.07794175767522522
Fusobacterium_Fusobacterium_nucleatum,HILp_QI11726,-0.34576012223071045,0.04518209933856202,0.07794175767522522
Ruminococcaceae_noname_Ruminococcaceae_bacterium_D16,HILp_QI4283,-0.3454545454545454,0.04538514546882662,0.07794175767522522
Odoribacter_Odoribacter_unclassified,HILp_QI8656,0.3454545454545454,0.04538514546882662,0.07794175767522522
Lachnospiraceae_noname_Lachnospiraceae_bacterium_5_1_57FAA,C8p_QI21746,0.34576012223071045,0.04518209933856202,0.07794175767522522
Eubacterium_Eubacterium_ventriosum,C8p_QI26493,-0.3454545454545454,0.04538514546882662,0.07794175767522522
Lachnospiraceae_noname_Lachnospiraceae_bacterium_4_1_37FAA,HILp_QI17497,0.3454545454545454,0.04538514546882662,0.07794175767522522
Bacteroides_Bacteroides_thetaiotaomicron,HILp_QI18918,0.3454545454545454,0.04538514546882662,0.07794175767522522
