cancer_type,gene,cohens_d,p_value,n_mut,n_wt,fdr,n_cancer_types,category
Esophagus/Stomach,MZF1,-0.8337439739768153,0.007007665463214326,11,58,1.0,1,cancer_specific
Bladder/Urinary Tract,PGPEP1,-0.8337174235535711,0.03102663970948993,8,26,1.0,1,cancer_specific
Pancreas,LDB1,-0.8336192000149404,0.031180470745221525,12,36,0.9994757549302502,2,cancer_specific
Lymphoid,CSF3,-0.8334440666264349,0.03440913006445572,6,87,0.6949361184835696,1,cancer_specific
Lung,BANF1,-0.8333928299747823,0.04562595850585496,8,118,0.9997943488153372,1,cancer_specific
Bladder/Urinary Tract,EXOC4,-0.8332722769701192,0.04282216701244379,8,26,1.0,3,universal
Pancreas,ADM,-0.8332572881883799,0.02026372500234795,12,36,0.9994757549302502,1,cancer_specific
Bowel,INPP4A,-0.8332215055757622,0.029317862384556928,12,51,0.48675795409026884,2,cancer_specific
Pancreas,SCYL2,-0.8331943448086141,0.01284293355564782,12,36,0.9994757549302502,2,cancer_specific
Bowel,DYNLRB1,-0.8331221555284577,0.016096003564659192,12,51,0.4538010061602264,1,cancer_specific
Lymphoid,CFAP92,-0.833078780109409,0.03440913006445572,6,87,0.6949361184835696,1,cancer_specific
Esophagus/Stomach,KCNV2,-0.8330785777210489,0.008515611530473744,11,58,1.0,1,cancer_specific
Esophagus/Stomach,PIN4,-0.8330672867653065,0.011863859932752442,11,58,1.0,2,cancer_specific
Bowel,GLTP,-0.8330621197775027,0.0349297484984914,12,51,0.5002598405163333,2,cancer_specific
Lung,BZW1,-0.8328842360425522,0.005166901082962948,8,118,0.9997943488153372,2,cancer_specific
Lymphoid,DGCR2,-0.8326763550346946,0.04418341690037485,6,87,0.7241882556896287,1,cancer_specific
Uterus,UNC119,-0.8326120589696081,0.02211533410025953,22,12,0.41567091797877737,3,universal
Ovary/Fallopian Tube,FBXL15,-0.8324364593634279,0.013115904012552785,15,44,0.40201927324629744,1,cancer_specific
Bowel,TIMM17B,-0.8323357370301943,0.015340679297945806,12,51,0.44662453857016415,2,cancer_specific
Esophagus/Stomach,MR1,-0.8322678345517918,0.0170776239027515,11,58,1.0,1,cancer_specific
Lung,TICAM2,-0.8322330877420296,0.03812381128262684,8,118,0.9997943488153372,1,cancer_specific
Lung,UBALD1,-0.8321936533945837,0.02611810955231262,8,118,0.9997943488153372,2,cancer_specific
Lung,MARCHF5,-0.8320829303339253,0.009045989235214602,7,110,0.9997943488153372,1,cancer_specific
Bowel,MEDAG,-0.8320590646015518,0.01770529210195176,12,51,0.4548332273353825,1,cancer_specific
Bowel,SLC12A6,-0.8320435664291856,0.024499781795315284,12,51,0.47441208139503066,1,cancer_specific
Uterus,FAM151A,-0.8320045446307691,0.007257460073971664,22,12,0.3517122069902322,1,cancer_specific
Uterus,NAALADL1,-0.8318236779766771,0.020103066753689135,22,12,0.405932533739189,1,cancer_specific
Uterus,AGBL5,-0.8317159676108231,0.04173844084262795,22,12,0.4546852872109124,1,cancer_specific
Pancreas,ACOD1,-0.8317151920592707,0.01284293355564782,12,36,0.9994757549302502,2,cancer_specific
Uterus,ARID2,-0.8314825344496934,0.026670541564250427,22,12,0.43006248272353814,4,universal
Pancreas,HBEGF,-0.8311328949847678,0.010481567563953026,12,36,0.9994757549302502,1,cancer_specific
Uterus,EIF2S1,-0.8308365360398865,0.049525027948936186,22,12,0.4671400716214491,1,cancer_specific
Ovary/Fallopian Tube,CRACDL,-0.8308323853453832,0.009255735348120825,15,44,0.3865237714951714,3,universal
Lung,COG7,-0.8308315496953421,0.02539654638112271,8,118,0.9997943488153372,2,cancer_specific
Esophagus/Stomach,AEBP1,-0.8307914360262677,0.008113641551880676,11,58,1.0,1,cancer_specific
Bladder/Urinary Tract,TSPAN11,-0.8307765627995615,0.03102663970948993,8,26,1.0,1,cancer_specific
Uterus,RGS18,-0.8305216518047028,0.03501424123648352,22,12,0.437214735105422,2,cancer_specific
Uterus,RASSF4,-0.830413763830005,0.018252475934497435,22,12,0.40355751662327194,1,cancer_specific
Uterus,IGSF11,-0.8304100952031989,0.013565462982856378,22,12,0.37829287207713486,1,cancer_specific
Esophagus/Stomach,AQP9,-0.8300387420128527,0.03966768667037329,11,58,1.0,2,cancer_specific
Bowel,PSME1,-0.8297851515343078,0.007601316744096607,12,51,0.4071280465090441,2,cancer_specific
Uterus,ADGRL3,-0.8297501732779174,0.020103066753689135,22,12,0.405932533739189,2,cancer_specific
Ovary/Fallopian Tube,SCRT2,-0.8296429268163827,0.003171406558614885,15,44,0.3438652154763171,2,cancer_specific
Bowel,SYNCRIP,-0.8296253511751789,0.011430465262906387,12,51,0.4305875475402824,1,cancer_specific
Bowel,MRPL50,-0.8296056505962708,0.012622399906878655,12,51,0.44119347510768253,1,cancer_specific
Bowel,COLEC12,-0.8295806142327904,0.015340679297945806,12,51,0.44662453857016415,1,cancer_specific
Ovary/Fallopian Tube,KCNJ2,-0.8294894086325073,0.012489113351612433,15,44,0.3991841203346926,1,cancer_specific
Bowel,EEF1G,-0.8293755751666103,0.014616734144472501,12,51,0.44662453857016415,1,cancer_specific
Breast,RIPOR2,-0.8293065786160508,0.04741914182218606,5,48,0.9041286739135341,2,cancer_specific
Lymphoid,CWF19L2,-0.8292694408851314,0.012864986681902073,6,87,0.6396936097382857,1,cancer_specific
Bowel,DKK1,-0.8291616677820945,0.007214285225953817,12,51,0.4017371067906146,1,cancer_specific
Ovary/Fallopian Tube,CXXC4,-0.8291168852110339,0.03912971190587349,15,44,0.4802097323365819,1,cancer_specific
Bowel,AVIL,-0.8290574434082076,0.0349297484984914,12,51,0.5002598405163333,1,cancer_specific
Bowel,C5orf15,-0.8287940999645768,0.038064001199213826,12,51,0.5124066107380654,1,cancer_specific
Pancreas,KIF26A,-0.8285319910684735,0.01901493253213688,12,36,0.9994757549302502,2,cancer_specific
Bladder/Urinary Tract,FCN3,-0.8284930708163514,0.038544070115096744,8,26,1.0,2,cancer_specific
Biliary Tract,ARMH1,-0.828483433307288,0.03092116612040711,4,30,0.6004309844800014,1,cancer_specific
Uterus,CDH7,-0.8284293022102666,0.02923755276043948,22,12,0.43042574593385907,1,cancer_specific
Ovary/Fallopian Tube,MFSD2B,-0.8281515623387853,0.013770352802034293,15,44,0.40812594395582963,2,cancer_specific
Uterus,MBP,-0.8281346212636952,0.005223684746587126,22,12,0.33214855032288565,1,cancer_specific
Lymphoid,HECTD3,-0.8281089695677484,0.017360341619288622,6,87,0.6560885262082808,1,cancer_specific
Lymphoid,ACAP3,-0.8280795317493184,0.02644877066926644,6,87,0.6900386609823649,1,cancer_specific
Uterus,H2AC21,-0.828036500143422,0.026670541564250427,22,12,0.43006248272353814,1,cancer_specific
Esophagus/Stomach,OR14J1,-0.8278560252935838,0.04093764348227992,11,49,1.0,2,cancer_specific
Lung,KRT40,-0.8278233457166718,0.032521593043853006,8,118,0.9997943488153372,1,cancer_specific
Ovary/Fallopian Tube,VSIG10,-0.8276509684895071,0.023103825692393273,15,44,0.4478645389084365,1,cancer_specific
Lung,CCNE1,-0.8275426388546228,0.023330029076816028,8,118,0.9997943488153372,1,cancer_specific
Lymphoid,NRP1,-0.8274995739082568,0.03156692759100689,6,87,0.6949361184835696,1,cancer_specific
Uterus,TBC1D22A,-0.8274615273639692,0.02923755276043948,22,12,0.43042574593385907,2,cancer_specific
Pancreas,SIPA1L2,-0.8273947688710871,0.0468011579332766,12,36,0.9994757549302502,1,cancer_specific
Uterus,NUMA1,-0.8273600647854872,0.03825087996010347,22,12,0.44595352962588775,1,cancer_specific
Bowel,TEP1,-0.8273295025989873,0.023408351438163576,12,51,0.4695024045164553,1,cancer_specific
Lymphoid,CHCHD10,-0.8272803272846679,0.037452771579818245,6,87,0.7019730749106714,1,cancer_specific
Pancreas,LDHA,-0.8272498343219535,0.037220850379772664,12,36,0.9994757549302502,1,cancer_specific
Esophagus/Stomach,MTMR10,-0.8271072585728467,0.03661989105420198,11,58,1.0,1,cancer_specific
Uterus,MMP28,-0.8270881781465166,0.02211533410025953,22,12,0.41567091797877737,3,universal
Ovary/Fallopian Tube,COL27A1,-0.826808469024323,0.0033547851347197058,15,44,0.3438652154763171,1,cancer_specific
Lymphoid,DNAL4,-0.8267814649578868,0.04241731657146821,6,87,0.7199206200922758,1,cancer_specific
Lymphoid,CDK10,-0.8266741573847883,0.04241731657146821,6,87,0.7199206200922758,1,cancer_specific
Ovary/Fallopian Tube,RABL2B,-0.8266239739978759,0.0071559193246964765,15,44,0.3865237714951714,3,universal
Ovary/Fallopian Tube,DENND6A,-0.8266098355448809,0.02529301522130647,15,44,0.4539830389722186,2,cancer_specific
Bowel,THTPA,-0.8265333958661396,0.008876524483890435,12,51,0.40916442293223493,3,universal
Pancreas,PAK2,-0.8264730217979438,0.035105198377006396,12,36,0.9994757549302502,1,cancer_specific
Bowel,TAFA4,-0.8264517418360259,0.006845033296662113,12,51,0.39465688759629697,2,cancer_specific
Ovary/Fallopian Tube,SCUBE2,-0.8264234439542291,0.013770352802034293,15,44,0.40812594395582963,2,cancer_specific
Pancreas,NSG1,-0.8260744692761319,0.037220850379772664,12,36,0.9994757549302502,2,cancer_specific
Skin,ZFP14,-0.8258951145009853,0.03989633469085524,3,72,0.9969807075405016,1,cancer_specific
Breast,SNAI3,-0.8255257535809153,0.043772051636329426,5,48,0.8949562803774491,3,universal
Pancreas,UBXN7,-0.8254932103337795,0.015663353642897587,12,36,0.9994757549302502,2,cancer_specific
Breast,PHOX2A,-0.8254116430984183,0.043772051636329426,5,48,0.8949562803774491,1,cancer_specific
Uterus,CCDC13,-0.8252376083869644,0.045491500018284704,22,12,0.45929509393460755,1,cancer_specific
Bladder/Urinary Tract,TTC39B,-0.825121548516072,0.04747225796757957,8,26,1.0,1,cancer_specific
Uterus,PLA2R1,-0.8251096877427796,0.049525027948936186,22,12,0.4671400716214491,1,cancer_specific
Lung,NDST1,-0.8250992339735163,0.010933003089083213,8,118,0.9997943488153372,1,cancer_specific
Breast,GSTO2,-0.8250304503299568,0.040347285503461186,5,48,0.8949562803774491,1,cancer_specific
Pancreas,MB21D2,-0.8249982316859699,0.026001425620643767,12,36,0.9994757549302502,1,cancer_specific
Uterus,AGFG2,-0.8248627651724751,0.024300563318124954,22,12,0.42263181460455723,1,cancer_specific
Pancreas,HHATL,-0.8247195278739673,0.00595952647010911,12,36,0.9994757549302502,1,cancer_specific
Pancreas,APRT,-0.8245075783168908,0.035105198377006396,12,36,0.9994757549302502,1,cancer_specific
Uterus,DNALI1,-0.8244732093496732,0.03825087996010347,22,12,0.44595352962588775,2,cancer_specific
Pancreas,FLNB,-0.8244188012088496,0.008514596542720378,12,36,0.9994757549302502,1,cancer_specific
Lung,NAALAD2,-0.8244160306836317,0.04015681335162707,8,118,0.9997943488153372,1,cancer_specific
Bowel,DENND6A,-0.8242916256337273,0.005836978857999846,12,51,0.38764025149183423,2,cancer_specific
Esophagus/Stomach,LCE5A,-0.8241249218593028,0.004231076217341721,11,58,1.0,1,cancer_specific
Ovary/Fallopian Tube,CFD,-0.824108018873923,0.009736397563481984,15,44,0.3865237714951714,2,cancer_specific
Bowel,OGDH,-0.8240589687295221,0.03201855676485885,12,51,0.4919663593407747,3,universal
Lymphoid,CELF2,-0.8240142181811628,0.040707573414760966,6,87,0.7084790688144357,2,cancer_specific
Bowel,CCDC190,-0.8239452355537632,0.011430465262906387,12,51,0.4305875475402824,1,cancer_specific
Uterus,DLST,-0.8238474305666098,0.026670541564250427,22,12,0.43006248272353814,3,universal
Bladder/Urinary Tract,GPR20,-0.8236113759014023,0.04282216701244379,8,26,1.0,2,cancer_specific
Lymphoid,ZFP41,-0.8235024727577228,0.014241787229794857,6,87,0.6396936097382857,1,cancer_specific
Biliary Tract,C19orf84,-0.8233648264358613,0.036096256684491984,4,30,0.6034249226006193,2,cancer_specific
Ovary/Fallopian Tube,TSPAN9,-0.8230312831615063,0.008796362180041298,15,44,0.3865237714951714,2,cancer_specific
Bowel,TWNK,-0.8229467899607152,0.011430465262906387,12,51,0.4305875475402824,2,cancer_specific
Pancreas,GLB1L2,-0.822918826379948,0.0038175488884792173,12,36,0.9994757549302502,1,cancer_specific
Uterus,MAGIX,-0.8227469977374621,0.03825087996010347,22,12,0.44595352962588775,4,universal
Bladder/Urinary Tract,SLC29A3,-0.8224661524262988,0.04747225796757957,8,26,1.0,2,cancer_specific
Lung,HPN,-0.8224546766390634,0.015914544313976608,8,118,0.9997943488153372,1,cancer_specific
Uterus,UBB,-0.8222754810571222,0.04472397018402108,21,10,0.45929509393460755,1,cancer_specific
Breast,NSUN5,-0.8218376175281874,0.02870280187546717,5,48,0.8776493075459502,1,cancer_specific
Ovary/Fallopian Tube,BAZ1B,-0.8216410390451967,0.017493875114471685,15,44,0.42105057003703594,1,cancer_specific
Pancreas,TM6SF2,-0.8216161329313514,0.04177905374040928,12,36,0.9994757549302502,1,cancer_specific
Ovary/Fallopian Tube,ZNF658,-0.8215881109570984,0.011314584586201475,15,44,0.39318181437050126,1,cancer_specific
Ovary/Fallopian Tube,ARMC3,-0.821209562772069,0.02529301522130647,15,44,0.4539830389722186,1,cancer_specific
Ovary/Fallopian Tube,CAPZB,-0.8210756210798681,0.013115904012552785,15,44,0.40201927324629744,1,cancer_specific
Breast,LDB1,-0.8210199720256486,0.026259328114409772,5,48,0.8776493075459502,2,cancer_specific
Ovary/Fallopian Tube,TRIT1,-0.8209286190705921,0.010764950756929464,15,44,0.39318181437050126,2,cancer_specific
Breast,IRAK1BP1,-0.8208129068653978,0.04741914182218606,5,48,0.9041286739135341,1,cancer_specific
Ovary/Fallopian Tube,LIN28A,-0.8207295593647644,0.02012888654666429,15,44,0.4375059174181126,1,cancer_specific
Lymphoid,CHPF2,-0.820704864082272,0.008880139196731536,6,87,0.6137357200341474,2,cancer_specific
Ovary/Fallopian Tube,NDUFC2,-0.8206349565602895,0.02417694647868555,15,44,0.45252278424771464,1,cancer_specific
Pancreas,APPBP2,-0.8204679551077239,0.004117098092901337,12,36,0.9994757549302502,1,cancer_specific
Uterus,RRAD,-0.8203992838780019,0.012258781553102423,22,12,0.3776842131076968,1,cancer_specific
Skin,CLDN14,-0.8203921293083254,0.023250647908182154,3,72,0.9969807075405016,2,cancer_specific
Esophagus/Stomach,DMAP1,-0.8203738699474992,0.032423308186433,11,58,1.0,1,cancer_specific
Bowel,RGL3,-0.8203639355879009,0.01856157730794113,12,51,0.45655369370191,1,cancer_specific
Esophagus/Stomach,PLAGL1,-0.8201717703208772,0.008113641551880676,11,58,1.0,4,universal
Breast,OR1N1,-0.8201050683599951,0.04754856614246069,4,44,0.9041286739135341,1,cancer_specific
Pancreas,OR4N2,-0.819924929224224,0.03483633054742711,12,28,0.9994757549302502,1,cancer_specific
Pancreas,TMX2,-0.8197936451594321,0.026001425620643767,12,36,0.9994757549302502,3,universal
Bowel,RPL24,-0.8197798639518893,0.02135150998105874,12,51,0.4657590334189346,1,cancer_specific
Ovary/Fallopian Tube,IDS,-0.8197436242396081,0.002674733951461272,15,44,0.33775108791304276,2,cancer_specific
Bladder/Urinary Tract,RAD54L,-0.8196128297455361,0.015309037065236763,8,26,1.0,2,cancer_specific
Bowel,CFD,-0.819588595811002,0.008876524483890435,12,51,0.40916442293223493,2,cancer_specific
Breast,CELA3B,-0.8195522941882941,0.040347285503461186,5,48,0.8949562803774491,1,cancer_specific
Breast,ABCB9,-0.819519956684878,0.040347285503461186,5,48,0.8949562803774491,1,cancer_specific
Pancreas,YIPF2,-0.8194526120171659,0.029363520608593784,12,36,0.9994757549302502,2,cancer_specific
Bowel,OR5D14,-0.8194404566084244,0.043368447721738125,9,41,0.5243692758587231,3,universal
Pancreas,OR4E2,-0.8194401489395712,0.04320595051605326,12,28,0.9994757549302502,1,cancer_specific
Ovary/Fallopian Tube,RMDN3,-0.8194109355050252,0.010764950756929464,15,44,0.39318181437050126,1,cancer_specific
Bladder/Urinary Tract,CD79A,-0.8193704201609959,0.038544070115096744,8,26,1.0,2,cancer_specific
Lung,CRTAP,-0.8193610798619335,0.00959838575760611,8,118,0.9997943488153372,1,cancer_specific
Bladder/Urinary Tract,B4GALT1,-0.8193391900874213,0.024752090249701972,8,26,1.0,1,cancer_specific
Bladder/Urinary Tract,SLC67A1,-0.819269370694229,0.04747225796757957,8,26,1.0,2,cancer_specific
Pancreas,SP140,-0.8192617853463362,0.02297744138754347,12,36,0.9994757549302502,1,cancer_specific
Uterus,LALBA,-0.8192007340520627,0.03201436943326339,22,12,0.4352158137284654,3,universal
Lung,ALOX5AP,-0.8190041761305594,0.007594368085359269,8,118,0.9997943488153372,1,cancer_specific
Ovary/Fallopian Tube,GUCY2F,-0.8189265014977622,0.02417694647868555,15,44,0.45252278424771464,2,cancer_specific
Ovary/Fallopian Tube,CCNI,-0.8188718942360543,0.031566365545065735,15,44,0.4701133725818718,4,universal
Lymphoid,ATP6V1A,-0.818849814161844,0.046007411963886434,6,87,0.7241882556896287,1,cancer_specific
Bowel,MS4A15,-0.8188002138622166,0.006845033296662113,12,51,0.39465688759629697,2,cancer_specific
Esophagus/Stomach,TMEM64,-0.8185777209209191,0.006670291836308427,11,58,1.0,1,cancer_specific
Lung,TRAPPC11,-0.8183976013391551,0.04918570921800461,8,118,0.9997943488153372,1,cancer_specific
Pancreas,RAD54L,-0.818201947062392,0.014667912815709451,12,36,0.9994757549302502,2,cancer_specific
Ovary/Fallopian Tube,UQCC3,-0.8181616486007022,0.02417694647868555,15,44,0.45252278424771464,2,cancer_specific
Bladder/Urinary Tract,IFNA17,-0.818011151688529,0.03102663970948993,8,26,1.0,1,cancer_specific
Lung,IMMT,-0.8179069071961967,0.01690616067988307,8,118,0.9997943488153372,3,universal
Uterus,FASTKD3,-0.817892209376108,0.03825087996010347,22,12,0.44595352962588775,1,cancer_specific
Breast,KRTAP26-1,-0.8177323307736115,0.04741914182218606,5,48,0.9041286739135341,2,cancer_specific
Bowel,GBE1,-0.8176641866908972,0.048936572533893254,12,51,0.5279673177528519,3,universal
Bowel,TEKT1,-0.8176462655950658,0.009342228571489678,12,51,0.41057720714554263,1,cancer_specific
Bowel,TFAM,-0.8176078272955705,0.0168838256618522,12,51,0.45457038730130905,1,cancer_specific
Bowel,CFAP299,-0.8176021729949028,0.009342228571489678,12,51,0.41057720714554263,1,cancer_specific
Bladder/Urinary Tract,OR11A1,-0.8175780720519632,0.0346207830667688,8,26,1.0,1,cancer_specific
Esophagus/Stomach,MRPS34,-0.8175022944566451,0.0103073567023467,11,58,1.0,1,cancer_specific
Pancreas,SS18L1,-0.817468440508812,0.015663353642897587,12,36,0.9994757549302502,1,cancer_specific
Ovary/Fallopian Tube,HIGD2A,-0.8174479104628758,0.023103825692393273,15,44,0.4478645389084365,1,cancer_specific
Bowel,CHST10,-0.8173482677415307,0.011430465262906387,12,51,0.4305875475402824,1,cancer_specific
Uterus,KCNH6,-0.8173106556707272,0.03825087996010347,22,12,0.44595352962588775,1,cancer_specific
Bowel,ATXN7L3B,-0.8172743301762918,0.01856157730794113,12,51,0.45655369370191,2,cancer_specific
Esophagus/Stomach,MBL2,-0.817174126759017,0.014924408727491604,11,58,1.0,1,cancer_specific
Breast,PLXNC1,-0.8171417264138852,0.02870280187546717,5,48,0.8776493075459502,1,cancer_specific
Lymphoid,IFT22,-0.8169433902611837,0.03440913006445572,6,87,0.6949361184835696,1,cancer_specific
Pancreas,SNCB,-0.8169317127819701,0.0468011579332766,12,36,0.9994757549302502,1,cancer_specific
Ovary/Fallopian Tube,CEBPZ,-0.8167504775284147,0.008796362180041298,15,44,0.3865237714951714,2,cancer_specific
Ovary/Fallopian Tube,ARF1,-0.8167241203003419,0.011314584586201475,15,44,0.39318181437050126,2,cancer_specific
Ovary/Fallopian Tube,FAM170B,-0.8167171658044228,0.0166853985940567,15,44,0.416693429234026,1,cancer_specific
Ovary/Fallopian Tube,KRTAP19-3,-0.8166978698230182,0.012279914306600229,11,38,0.3991841203346926,1,cancer_specific
Uterus,ZFP57,-0.8166877937829127,0.03825087996010347,22,12,0.44595352962588775,2,cancer_specific
Lymphoid,DNAH2,-0.8166560525415095,0.014974328139148412,6,87,0.6496301819781287,1,cancer_specific
Uterus,CRYGN,-0.8166270051973193,0.045491500018284704,22,12,0.45929509393460755,1,cancer_specific
Bladder/Urinary Tract,PSMB11,-0.8164881130994996,0.024752090249701972,8,26,1.0,2,cancer_specific
Bowel,SLC35C1,-0.8164554047925611,0.029317862384556928,12,51,0.48675795409026884,1,cancer_specific
Esophagus/Stomach,RWDD2A,-0.8163938723048284,0.010804717079369575,11,58,1.0,1,cancer_specific
Lung,PRAMEF18,-0.8163282675250215,0.02687900795396361,7,108,0.9997943488153372,1,cancer_specific
Lymphoid,NAB2,-0.8162039238036443,0.03296351703934792,6,87,0.6949361184835696,1,cancer_specific
Ovary/Fallopian Tube,LZIC,-0.8161362340465775,0.028912715134421396,15,44,0.46247448267199825,1,cancer_specific
Bladder/Urinary Tract,PGAM2,-0.8161031140201945,0.022031918125617004,8,26,1.0,1,cancer_specific
Uterus,KLHDC8B,-0.8159474492210542,0.013565462982856378,22,12,0.37829287207713486,2,cancer_specific
Ovary/Fallopian Tube,XRCC4,-0.8158696930388235,0.009736397563481984,15,44,0.3865237714951714,2,cancer_specific
Uterus,CCDC86,-0.8158493360308511,0.03825087996010347,22,12,0.44595352962588775,1,cancer_specific
Lung,IFITM10,-0.8158002059105882,0.015437315985086528,8,118,0.9997943488153372,1,cancer_specific
Bowel,FSBP,-0.8157541095671371,0.01770529210195176,12,51,0.4548332273353825,1,cancer_specific
Uterus,RPS3A,-0.8156818276211868,0.03646027835650406,21,10,0.44595352962588775,1,cancer_specific
Bowel,SLC25A51,-0.8155234490192198,0.037919024175555385,12,50,0.5124066107380654,1,cancer_specific
Uterus,PLPBP,-0.8154349949710479,0.02923755276043948,22,12,0.43042574593385907,2,cancer_specific
Lung,LSM1,-0.8154016993689542,0.03165702788351601,8,118,0.9997943488153372,1,cancer_specific
Ovary/Fallopian Tube,DDR1,-0.8153290947040399,0.02417694647868555,15,44,0.45252278424771464,2,cancer_specific
Pancreas,ATIC,-0.815246348397863,0.0468011579332766,12,36,0.9994757549302502,1,cancer_specific
Bowel,P2RY11,-0.8152162129644901,0.0168838256618522,12,51,0.45457038730130905,1,cancer_specific
Uterus,ELF5,-0.8151854146702129,0.024300563318124954,22,12,0.42263181460455723,1,cancer_specific
Bowel,TACC1,-0.8149999948656685,0.019453883698734492,12,51,0.4601947079182166,1,cancer_specific
Bowel,DGAT2L6,-0.8149045053888009,0.015340679297945806,12,51,0.44662453857016415,1,cancer_specific
Bowel,SDHC,-0.8148221749126048,0.036468191346417086,12,51,0.5049506865116639,3,universal
Bowel,STEEP1,-0.8147131660988014,0.01856157730794113,12,51,0.45655369370191,1,cancer_specific
Bowel,KRTAP26-1,-0.8146273969147569,0.015340679297945806,12,51,0.44662453857016415,2,cancer_specific
Breast,LARP4B,-0.8145937166768044,0.040347285503461186,5,48,0.8949562803774491,1,cancer_specific
Bladder/Urinary Tract,RRAGB,-0.8145556770001805,0.019562018580535884,8,26,1.0,2,cancer_specific
Ovary/Fallopian Tube,CLIC2,-0.814521707348563,0.011314584586201475,15,44,0.39318181437050126,1,cancer_specific
Bowel,CHRM4,-0.814356472430838,0.004964751891427395,12,51,0.3774466836933286,2,cancer_specific
Lung,GAP43,-0.8143537260108458,0.0066182973959897,8,118,0.9997943488153372,1,cancer_specific
Pancreas,JMJD6,-0.8142845402552576,0.01284293355564782,12,36,0.9994757549302502,1,cancer_specific
Esophagus/Stomach,C12orf60,-0.8142362679367892,0.03377391232009579,11,58,1.0,1,cancer_specific
Esophagus/Stomach,EPHA7,-0.8139725145737415,0.014924408727491604,11,58,1.0,2,cancer_specific
Bowel,COX4I2,-0.813943398601398,0.006845033296662113,12,51,0.39465688759629697,1,cancer_specific
Lung,TTC12,-0.8139426392867412,0.015914544313976608,8,118,0.9997943488153372,2,cancer_specific
Ovary/Fallopian Tube,SYNGR3,-0.8138340448340872,0.03296976515172451,15,44,0.4718123375383657,2,cancer_specific
Bowel,NEUROD4,-0.8137960902617509,0.008431669255163398,12,51,0.40916442293223493,1,cancer_specific
Esophagus/Stomach,GDI2,-0.8137836801932448,0.02420268232072658,11,58,1.0,1,cancer_specific
Uterus,FGFBP1,-0.8137777711372174,0.026670541564250427,22,12,0.43006248272353814,2,cancer_specific
Uterus,CD52,-0.8137117231237253,0.021276291973116666,21,10,0.41567091797877737,1,cancer_specific
Lung,KIF14,-0.8137070924383889,0.017421040092518818,8,118,0.9997943488153372,1,cancer_specific
Bowel,RPL35,-0.8135121724361825,0.01770529210195176,12,51,0.4548332273353825,1,cancer_specific
Pancreas,SIRT3,-0.813328855396298,0.01901493253213688,12,36,0.9994757549302502,3,universal
Lung,SCRN2,-0.8132075523973378,0.0038506532831906353,8,118,0.9997943488153372,1,cancer_specific
Bowel,UQCC3,-0.8131247303647887,0.03971881016271615,12,51,0.5198525438158127,2,cancer_specific
Uterus,HTRA4,-0.8130735104861658,0.03825087996010347,22,12,0.44595352962588775,1,cancer_specific
Uterus,PHF2,-0.8130634085022986,0.026670541564250427,22,12,0.43006248272353814,1,cancer_specific
Ovary/Fallopian Tube,NPHP4,-0.8129257328114304,0.028912715134421396,15,44,0.46247448267199825,1,cancer_specific
Ovary/Fallopian Tube,CALHM3,-0.8129077001576216,0.011314584586201475,15,44,0.39318181437050126,1,cancer_specific
Bowel,PLAUR,-0.8128178060983728,0.019453883698734492,12,51,0.4601947079182166,1,cancer_specific
Ovary/Fallopian Tube,DOP1A,-0.8128005768359199,0.034426238295407155,15,44,0.4744787693120259,1,cancer_specific
Bowel,ALDOC,-0.8127228938473453,0.030642666724097056,12,51,0.48927306948333416,2,cancer_specific
Bowel,APOL2,-0.8126230455430908,0.03201855676485885,12,51,0.4919663593407747,2,cancer_specific
Uterus,YIF1A,-0.8126092562940156,0.03201436943326339,22,12,0.4352158137284654,2,cancer_specific
Bladder/Urinary Tract,PTPN9,-0.8124814968726,0.0346207830667688,8,26,1.0,1,cancer_specific
Ovary/Fallopian Tube,ITGB2,-0.8124627516262073,0.013770352802034293,15,44,0.40812594395582963,1,cancer_specific
Bowel,EPHA3,-0.8124535666831505,0.011430465262906387,12,51,0.4305875475402824,1,cancer_specific
Uterus,PGCKA1,-0.8124437573468429,0.049525027948936186,22,12,0.4671400716214491,1,cancer_specific
Uterus,ZP3,-0.8124232052293333,0.04173844084262795,22,12,0.4546852872109124,2,cancer_specific
Uterus,LXN,-0.8122169086591423,0.04173844084262795,22,12,0.4546852872109124,1,cancer_specific
Uterus,LVRN,-0.8121266201678674,0.03501424123648352,22,12,0.437214735105422,1,cancer_specific
Ovary/Fallopian Tube,FNTB,-0.8121181631014858,0.003964342474849511,15,44,0.350170566091264,2,cancer_specific
Bladder/Urinary Tract,PCDHGB6,-0.8120344174709889,0.010394243201938026,8,26,1.0,1,cancer_specific
Bowel,EOGT,-0.8120166763551161,0.012013334337970432,12,51,0.4369393468846811,1,cancer_specific
Uterus,PAICS,-0.8119686607911686,0.049525027948936186,22,12,0.4671400716214491,2,cancer_specific
Lymphoid,GPS2,-0.8116164062296835,0.028916608182882986,6,87,0.6907930151804587,2,cancer_specific
Ovary/Fallopian Tube,SRM,-0.8116084374851312,0.028912715134421396,15,44,0.46247448267199825,2,cancer_specific
Uterus,CCN6,-0.8113943195839673,0.049525027948936186,22,12,0.4671400716214491,1,cancer_specific
Pancreas,ATP13A3,-0.8113567948424631,0.015663353642897587,12,36,0.9994757549302502,1,cancer_specific
Esophagus/Stomach,KRT72,-0.8112082852797596,0.010804717079369575,11,58,1.0,1,cancer_specific
