gene,n_cancer_types,mean_cohens_d,min_fdr,cancer_types,is_swisnf
TBC1D16,1,-1.0201603709959022,0.8776493075459502,Breast,False
TBC1D17,1,-1.0200713260159788,0.6560885262082808,Lymphoid,False
ZSCAN1,1,-1.02005032216466,0.38517488059003313,Uterus,False
DISP3,1,-1.0199393178760188,0.8776493075459502,Breast,False
MON2,1,-1.0195414229842568,1.0,Bladder/Urinary Tract,False
KAT14,1,-1.0192576828404423,1.0,Bladder/Urinary Tract,False
PODXL2,1,-1.0192216389504642,0.319892377632514,Bowel,False
LAMB1,1,-1.0191279918837641,0.42263181460455723,Uterus,False
FOXJ1,1,-1.018836070760852,0.4640820683111955,Biliary Tract,False
CNGA3,1,-1.0183918195798167,0.39289024718595106,Bowel,False
EDC4,1,-1.0182600991695558,1.0,Esophagus/Stomach,False
SECISBP2L,1,-1.018153982953833,0.7199206200922758,Lymphoid,False
TAF11,1,-1.01811589258657,0.8949562803774491,Breast,False
ZBTB8A,1,-1.017967891254093,0.6214543699352375,Biliary Tract,False
RPL23,1,-1.0179054260383298,1.0,Bladder/Urinary Tract,False
ADRA1D,1,-1.0177720804748955,0.6137357200341474,Lymphoid,False
ZNF185,1,-1.0174087885053966,0.35702346963883996,Uterus,False
TDO2,1,-1.017298210687002,0.8776493075459502,Breast,False
NALF1,1,-1.0172624586923023,0.9994757549302502,Pancreas,False
THYN1,1,-1.0172092435462883,0.8776493075459502,Breast,False
PLPP5,1,-1.017200053593326,0.3774466836933286,Bowel,False
DNAJC12,1,-1.0168019130422967,0.3100561446908712,Bowel,False
RHAG,1,-1.0166387652151285,0.44520740190291946,Bowel,False
LUC7L3,1,-1.0162781094042057,0.6004309844800014,Biliary Tract,False
ACTR6,1,-1.015863611333752,1.0,Bladder/Urinary Tract,False
RPP25L,1,-1.0158051463054991,0.6034249226006193,Biliary Tract,False
MAPK8IP1,1,-1.0157172601202262,0.6137357200341474,Lymphoid,False
SENP6,1,-1.0155034522050754,0.9994757549302502,Pancreas,False
SPATA24,1,-1.015452959893469,0.405932533739189,Uterus,False
CLCN4,1,-1.0152591584173336,0.3517122069902322,Uterus,False
EFNA5,1,-1.0150894838966509,0.3774466836933286,Bowel,False
NPTN,1,-1.0149646013343792,0.9969807075405016,Skin,False
SARDH,1,-1.014962522597698,0.6949361184835696,Lymphoid,False
NCOA6,1,-1.014889024149337,0.6137357200341474,Lymphoid,False
SCD5,1,-1.0147377478428483,0.3774466836933286,Bowel,False
MED13L,1,-1.014304990677811,0.8776493075459502,Breast,False
CLEC11A,1,-1.0139050821840812,0.350170566091264,Ovary/Fallopian Tube,False
ERCC1,1,-1.012828079576464,0.9994757549302502,Pancreas,False
MTCH2,1,-1.0127138281499213,0.5266206636819892,Bowel,False
RIOK1,1,-1.0126125389056007,0.9994757549302502,Pancreas,False
TMED7,1,-1.012573828326029,1.0,Esophagus/Stomach,False
PTPN18,1,-1.0125510570052332,0.38517488059003313,Uterus,False
JCAD,1,-1.0125277111709985,1.0,Esophagus/Stomach,False
LRRC43,1,-1.0122682142215895,0.6263327077443914,Lymphoid,False
ASH2L,1,-1.012167706950431,0.9997943488153372,Lung,False
ZNF511,1,-1.0121020435839954,0.9994757549302502,Pancreas,False
MPV17,1,-1.011936608777198,0.9969807075405016,Skin,False
PHYHD1,1,-1.0117534846443694,0.6590034336399664,Lymphoid,False
TAFA3,1,-1.011409685800514,0.33942765829814897,Uterus,False
BGLAP,1,-1.0113370233885044,0.9969807075405016,Skin,False
SEMA4G,1,-1.0111882608016667,0.6540332218830897,Lymphoid,False
CHD1,1,-1.010929172503847,0.9994757549302502,Pancreas,False
KRT32,1,-1.0107395362400313,0.9969807075405016,Skin,False
NTSR2,1,-1.0106655433900162,0.6540332218830897,Lymphoid,False
AMER1,1,-1.0106389851954112,1.0,Bladder/Urinary Tract,False
RAB3D,1,-1.0104926062559003,0.6900386609823649,Lymphoid,False
MXI1,1,-1.0104001678337602,0.6137357200341474,Lymphoid,False
COX6A2,1,-1.0103049578115868,1.0,Bladder/Urinary Tract,False
ATP10D,1,-1.0098512325539448,1.0,Bladder/Urinary Tract,False
MYZAP,1,-1.0098061328328807,0.33942765829814897,Uterus,False
PFKFB4,1,-1.00979277870299,0.37829287207713486,Uterus,False
TMEM59L,1,-1.0096427119365836,1.0,Bladder/Urinary Tract,False
ZNF292,1,-1.0095831413225653,0.9997943488153372,Lung,False
TPGS1,1,-1.0095483746209055,0.3675929183244149,Ovary/Fallopian Tube,False
FBXO36,1,-1.00951687234533,0.6214543699352375,Biliary Tract,False
TPO,1,-1.0094286400754438,0.6278632420710221,Biliary Tract,False
RAB3B,1,-1.0093955970164135,0.37829287207713486,Uterus,False
GRAMD4,1,-1.0093526432833722,0.9969807075405016,Skin,False
COX17,1,-1.0091615270257632,0.33214855032288565,Uterus,False
DHH,1,-1.008962432604609,0.41567091797877737,Uterus,False
OR4C46,1,-1.008869101831648,0.41567091797877737,Uterus,False
C8orf74,1,-1.008830675637175,0.9969807075405016,Skin,False
MCL1,1,-1.008656129845284,0.9997943488153372,Lung,False
WNT3,1,-1.0086319688291667,1.0,Bladder/Urinary Tract,False
ARL13B,1,-1.0084514067937094,0.42263181460455723,Uterus,False
IFI6,1,-1.0080622426961885,0.9997943488153372,Lung,False
CLIC1,1,-1.0077327519306498,0.3994722784130023,Uterus,False
CEP55,1,-1.0059308733024022,0.6034249226006193,Biliary Tract,False
ATP2B3,1,-1.0057770947398346,1.0,Esophagus/Stomach,False
CENPA,1,-1.0054593453623188,0.40355751662327194,Uterus,False
TMEM167A,1,-1.005264704470024,0.9997943488153372,Lung,False
EEF1A2,1,-1.0046595844960953,0.6560885262082808,Lymphoid,False
F2,1,-1.0039478014333973,0.3517122069902322,Uterus,False
ZNF768,1,-1.0037995471316616,1.0,Bladder/Urinary Tract,False
SCAF4,1,-1.0033579330950175,0.31595059880860804,Bowel,False
VPS72,1,-1.0033385051717112,0.37829287207713486,Uterus,False
LY6K,1,-1.0033301757764237,0.6278632420710221,Biliary Tract,False
IDO1,1,-1.002933839598908,0.9969807075405016,Skin,False
VPS53,1,-1.002780622698173,0.8776493075459502,Breast,False
FLG2,1,-1.0026906217273501,0.9969807075405016,Skin,False
NET1,1,-1.0026573864339265,0.3101134565733444,Bowel,False
KLHL21,1,-1.0024081499264406,0.8776493075459502,Breast,False
SYNDIG1L,1,-1.0023482670154455,0.3994722784130023,Uterus,False
VPS33B,1,-1.0023166715257723,0.9994757549302502,Pancreas,False
TBC1D4,1,-1.0020092800154603,0.6137357200341474,Lymphoid,False
CNNM4,1,-1.0019080681272916,0.9969807075405016,Skin,False
THUMPD1,1,-1.0012648500083199,0.9969807075405016,Skin,False
PHPT1,1,-1.001006557218684,0.308013596486265,Ovary/Fallopian Tube,False
ARRDC5,1,-1.0009189647745154,1.0,Bladder/Urinary Tract,False
CREB3L3,1,-1.0004450732010433,0.3438652154763171,Ovary/Fallopian Tube,False
SNX30,1,-1.0002610965500367,1.0,Bladder/Urinary Tract,False
SLC6A7,1,-0.9998363619537629,0.37829287207713486,Uterus,False
GLO1,1,-0.9994962502515863,0.9969807075405016,Skin,False
VEGFB,1,-0.9992384568757291,0.40355751662327194,Uterus,False
FBXL22,1,-0.9990499596884594,0.3776842131076968,Uterus,False
INSIG2,1,-0.9989917983958327,0.2538567676471896,Bowel,False
PADI4,1,-0.9989889451079669,0.6949361184835696,Lymphoid,False
ADORA2A,1,-0.9989475520651493,0.3776842131076968,Uterus,False
KLF8,1,-0.9987945486083398,0.35321402552304804,Uterus,False
CYBRD1,1,-0.998582993392669,0.33942765829814897,Uterus,False
FAM83F,1,-0.9983832169823578,0.9997943488153372,Lung,False
NRDC,1,-0.9980432399159801,0.7084790688144357,Lymphoid,False
SELENOO,1,-0.997896006585536,1.0,Bladder/Urinary Tract,False
ZFYVE26,1,-0.9977651662085474,0.35321402552304804,Uterus,False
CHCT1,1,-0.9977495593292558,0.8914748538826587,Breast,False
SRSF9,1,-0.9977341983565434,0.6137357200341474,Lymphoid,False
TCEAL4,1,-0.9976873841875298,1.0,Bladder/Urinary Tract,False
POGK,1,-0.9976282258515722,0.6214543699352375,Biliary Tract,False
IL12RB1,1,-0.9974794860531015,0.3398922387255376,Bowel,False
OR5J2,1,-0.9973005431636155,1.0,Esophagus/Stomach,False
RNF149,1,-0.9969212288398264,0.35321402552304804,Uterus,False
CCDC74A,1,-0.9967841172210791,0.9969807075405016,Skin,False
NOL3,1,-0.99668153074926,0.8776493075459502,Breast,False
OR2L5,1,-0.9964357198505063,0.9994757549302502,Pancreas,False
SUV39H1,1,-0.9963734603914134,0.437214735105422,Uterus,False
RBM48,1,-0.9962220553162465,0.39465688759629697,Bowel,False
EPN2,1,-0.9953556353757141,1.0,Bladder/Urinary Tract,False
WDR38,1,-0.9952171367814414,0.36538501067420426,Uterus,False
ZNF619,1,-0.994893755434845,0.8949562803774491,Breast,False
GLIS2,1,-0.9942366560375216,0.405932533739189,Uterus,False
MYO18A,1,-0.9940629119615549,0.7084790688144357,Lymphoid,False
GLYATL3,1,-0.9937588679440282,0.6034249226006193,Biliary Tract,False
C5AR2,1,-0.9936159640731789,0.4352158137284654,Uterus,False
PDCD7,1,-0.9935583683303495,1.0,Bladder/Urinary Tract,False
RBM23,1,-0.9929919140004323,0.35321402552304804,Uterus,False
CUX2,1,-0.9928480209410084,0.6640204893021006,Lymphoid,False
NEGR1,1,-0.9927660888148683,0.37829287207713486,Uterus,False
PTGER2,1,-0.9924681831882496,0.4352158137284654,Uterus,False
TMEM177,1,-0.9920184940580721,0.33214855032288565,Uterus,False
TNFRSF1B,1,-0.9918315049941886,0.7241882556896287,Lymphoid,False
HYAL3,1,-0.9912394443668237,0.3517122069902322,Uterus,False
AQP11,1,-0.9911858666959947,0.6278632420710221,Biliary Tract,False
CGGBP1,1,-0.9910510157020399,0.3100561446908712,Bowel,False
ZNF343,1,-0.9907513363821181,0.9994757549302502,Pancreas,False
TMEM132B,1,-0.9902375034681511,0.6616268834463832,Lymphoid,False
PNLIPRP1,1,-0.9900421999791448,0.9994757549302502,Pancreas,False
MAT1A,1,-0.9900257891610087,0.437214735105422,Uterus,False
USP38,1,-0.9897927626210511,0.45457038730130905,Bowel,False
GAPVD1,1,-0.9896803435349287,0.8949562803774491,Breast,False
ALK,1,-0.9895263872168626,0.36538501067420426,Uterus,False
GTF3C1,1,-0.9888931790021027,0.3517122069902322,Uterus,False
GIMAP1,1,-0.9884951538972571,0.3438652154763171,Ovary/Fallopian Tube,False
OR1J2,1,-0.988482561165639,0.627337557399422,Lymphoid,False
CCDC121,1,-0.9882207709623694,0.6034249226006193,Biliary Tract,False
KLHL18,1,-0.9880761399290265,0.9997943488153372,Lung,False
PREX2,1,-0.9878120456453859,0.706652896511038,Lymphoid,False
GAL3ST3,1,-0.9877701590142548,0.6707890903048891,Lymphoid,False
RAB33B,1,-0.9876555772729755,0.9969807075405016,Skin,False
CFAP73,1,-0.9876205523540312,0.8914748538826587,Breast,False
AFAP1L2,1,-0.9872927398252621,0.37829287207713486,Uterus,False
C1orf35,1,-0.987245540208368,0.9994757549302502,Pancreas,False
SNX6,1,-0.9871086581915617,1.0,Bladder/Urinary Tract,False
SFRP1,1,-0.9865659904285727,0.37829287207713486,Uterus,False
HUS1,1,-0.9865161835225345,0.41057720714554263,Bowel,False
NRG2,1,-0.986493188450979,0.8776493075459502,Breast,False
TAF12,1,-0.9863452367276816,1.0,Bladder/Urinary Tract,False
SIX3,1,-0.9862788463905212,0.37829287207713486,Uterus,False
DHX29,1,-0.9860625556267097,0.2991215025092648,Bowel,False
TRPC7,1,-0.9859541267094079,1.0,Bladder/Urinary Tract,False
PFDN5,1,-0.9858652775264415,0.4071280465090441,Bowel,False
GPR31,1,-0.9858186376516636,0.3517122069902322,Uterus,False
ANKRD65,1,-0.9853204899991818,1.0,Bladder/Urinary Tract,False
VSTM4,1,-0.9852070446532827,0.9969807075405016,Skin,False
SPATA25,1,-0.9843945341930699,0.42263181460455723,Uterus,False
IL25,1,-0.9842994655161325,0.483492823972508,Bowel,False
PFAS,1,-0.9838261966037205,0.9994757549302502,Pancreas,False
NEURL1,1,-0.9837466744697841,0.494395657737964,Biliary Tract,False
LY6D,1,-0.9837203481970231,0.3776842131076968,Uterus,False
SDHAF4,1,-0.9835945704622083,0.3011442637689808,Uterus,False
DPCD,1,-0.9834699348115548,0.3100561446908712,Bowel,False
TSPAN15,1,-0.982833195155404,0.4352158137284654,Uterus,False
ADAMDEC1,1,-0.9828226226734655,0.9969807075405016,Skin,False
SUPT5H,1,-0.9824686882296142,0.40916442293223493,Bowel,False
LRTM2,1,-0.9824367652231449,0.35702346963883996,Uterus,False
OR52B6,1,-0.9824129173748044,0.437214735105422,Uterus,False
LYRM9,1,-0.9820754989139987,0.37829287207713486,Uterus,False
FOXD3,1,-0.98207332673129,0.9969807075405016,Skin,False
LNX2,1,-0.9819373027878712,0.9969807075405016,Skin,False
LIPT1,1,-0.9814271699385547,0.38517488059003313,Uterus,False
VSIG1,1,-0.9813641501253761,0.38764025149183423,Bowel,False
UGGT2,1,-0.9813186509742133,0.8776493075459502,Breast,False
ATP8B1,1,-0.9812517565758225,0.8776493075459502,Breast,False
KCNT1,1,-0.9809669147342088,0.6278632420710221,Biliary Tract,False
DMRT1,1,-0.9803706878413619,0.3753096057819562,Ovary/Fallopian Tube,False
HPDL,1,-0.9800775289178404,0.7241882556896287,Lymphoid,False
C4orf33,1,-0.9798328945931758,0.9997943488153372,Lung,False
C1orf198,1,-0.9798156653677677,0.8776493075459502,Breast,False
BRD3,1,-0.9797489204023979,1.0,Bladder/Urinary Tract,False
CNOT8,1,-0.9796250044045612,0.41017649628713837,Ovary/Fallopian Tube,False
PARD6G,1,-0.9795608274726829,1.0,Esophagus/Stomach,False
PPAT,1,-0.9793654749896068,0.9994757549302502,Pancreas,False
ATP6V0A2,1,-0.979309376636053,0.8776493075459502,Breast,False
DOT1L,1,-0.9792181156460175,0.8776493075459502,Breast,False
ASF1B,1,-0.9790403714674402,0.41567091797877737,Uterus,False
KDELR3,1,-0.9789371638904777,0.6004309844800014,Biliary Tract,False
KLRF2,1,-0.9788287402095743,1.0,Bladder/Urinary Tract,False
ARGFX,1,-0.9787689186799867,0.33214855032288565,Uterus,False
NOTO,1,-0.9786984296362007,0.3865237714951714,Ovary/Fallopian Tube,False
ZNF43,1,-0.9782319508995884,0.9994757549302502,Pancreas,False
TNFRSF18,1,-0.9781839900784043,1.0,Bladder/Urinary Tract,False
CCDC170,1,-0.9778153569024085,0.8914748538826587,Breast,False
IHO1,1,-0.9777654399535345,0.350170566091264,Ovary/Fallopian Tube,False
HNRNPUL1,1,-0.97767399914249,0.6949361184835696,Lymphoid,False
SLC43A3,1,-0.9775208447144863,0.29849194327383294,Ovary/Fallopian Tube,False
ATP1B1,1,-0.9774183011125119,0.9994757549302502,Pancreas,False
HENMT1,1,-0.9772359637272,0.7241882556896287,Lymphoid,False
FBXW4,1,-0.9767849509512517,1.0,Bladder/Urinary Tract,False
CUL3,1,-0.9767291410122185,0.9994757549302502,Pancreas,False
TLCD3A,1,-0.976468686617758,0.8914748538826587,Breast,False
KGD4,1,-0.976307324452811,0.40355751662327194,Uterus,False
ZCCHC7,1,-0.9759867562583348,0.6004309844800014,Biliary Tract,False
THRAP3,1,-0.9754519089928465,1.0,Bladder/Urinary Tract,False
BMAL2,1,-0.9753177157601839,1.0,Esophagus/Stomach,False
NFE2,1,-0.9751433498223725,0.38517488059003313,Uterus,False
PSMB8,1,-0.9750808681710575,0.3865237714951714,Ovary/Fallopian Tube,False
BTAF1,1,-0.9750641299396312,0.8949562803774491,Breast,False
DCAF10,1,-0.974990721223584,0.9994757549302502,Pancreas,False
ABHD6,1,-0.9749242849776433,0.6560885262082808,Lymphoid,False
ITGAM,1,-0.9748091221376881,0.319892377632514,Bowel,False
CBFA2T2,1,-0.9747976982687304,0.8776493075459502,Breast,False
MSLN,1,-0.9742974182896181,0.8776493075459502,Breast,False
TOMM40,1,-0.9740691271472253,0.3433014002938997,Bowel,False
CYP4B1,1,-0.9740665066955164,0.43042574593385907,Uterus,False
ABCA9,1,-0.9739770611082503,0.9994757549302502,Pancreas,False
BOLL,1,-0.973921928256659,0.41567091797877737,Uterus,False
FOXD2,1,-0.9738857308988645,0.9997943488153372,Lung,False
PPME1,1,-0.9738664878331461,1.0,Bladder/Urinary Tract,False
CFAP276,1,-0.973673680274544,0.405932533739189,Uterus,False
SIGLEC11,1,-0.9736256609652613,0.3398922387255376,Bowel,False
SDR39U1,1,-0.9733918036823161,0.5178213974007704,Biliary Tract,False
MARCHF7,1,-0.9726443807199833,0.8949562803774491,Breast,False
COX6B2,1,-0.9724932301452477,0.4375059174181126,Ovary/Fallopian Tube,False
BCKDHA,1,-0.9724795019153788,1.0,Esophagus/Stomach,False
MFGE8,1,-0.972345790688417,0.6004309844800014,Biliary Tract,False
DAO,1,-0.9721955929806461,0.8776493075459502,Breast,False
LUC7L,1,-0.9721646182169101,0.350170566091264,Ovary/Fallopian Tube,False
POLR2M,1,-0.9721488492917049,0.6396936097382857,Lymphoid,False
OR6N1,1,-0.972105924655425,1.0,Bladder/Urinary Tract,False
EVX2,1,-0.971964888412264,0.9041286739135341,Breast,False
SPATA2L,1,-0.9719331636034714,1.0,Bladder/Urinary Tract,False
PACSIN3,1,-0.9717679767593459,0.3343174285145299,Uterus,False
AMER3,1,-0.9705981169679635,0.3991841203346926,Ovary/Fallopian Tube,False
TCIM,1,-0.9705891184181906,1.0,Bladder/Urinary Tract,False
MSS51,1,-0.9704903423917611,0.33942765829814897,Uterus,False
GAL3ST2,1,-0.9700442658686255,0.8776493075459502,Breast,False
OR10H2,1,-0.9699497752009256,0.6707890903048891,Lymphoid,False
MYT1L,1,-0.9693672120035137,0.9994757549302502,Pancreas,False
TMTC4,1,-0.9693567918167135,0.8776493075459502,Breast,False
C2CD6,1,-0.9692316355103958,0.7199206200922758,Lymphoid,False
WDR19,1,-0.9692111806598267,0.405932533739189,Uterus,False
CPM,1,-0.9689946436914283,0.4286723153307093,Ovary/Fallopian Tube,False
GTF2A2,1,-0.9688385971625098,0.39465688759629697,Bowel,False
NDUFS3,1,-0.9687418745355327,0.41567091797877737,Uterus,False
SUZ12,1,-0.9686707282020924,1.0,Esophagus/Stomach,False
LEKR1,1,-0.9686470622882456,0.42135891320399194,Bowel,False
KCNE1,1,-0.9686254845080952,0.6949361184835696,Lymphoid,False
RPS6KL1,1,-0.9685996873087409,0.5898363377609109,Biliary Tract,False
FOXA3,1,-0.9684708193616466,0.44662453857016415,Bowel,False
C20orf202,1,-0.9683764759448124,0.35702346963883996,Uterus,False
DEFB112,1,-0.9682313280907872,1.0,Bladder/Urinary Tract,False
RYR1,1,-0.9681165174884241,0.6616268834463832,Lymphoid,False
BLTP1,1,-0.9680108735280072,1.0,Bladder/Urinary Tract,False
EARS2,1,-0.9679956037802884,0.3550372064424245,Ovary/Fallopian Tube,False
ADIRF,1,-0.9678622173618466,0.40916442293223493,Bowel,False
CELSR1,1,-0.9676551832921552,0.45252278424771464,Ovary/Fallopian Tube,False
ZNF257,1,-0.9671973010877332,1.0,Bladder/Urinary Tract,False
SLC35B3,1,-0.9671636079225905,0.9969807075405016,Skin,False
SOWAHB,1,-0.9666112389066099,0.35321402552304804,Uterus,False
NEDD4L,1,-0.9663576294519538,1.0,Bladder/Urinary Tract,False
ERLIN1,1,-0.9659792199411628,0.8914748538826587,Breast,False
RANGAP1,1,-0.9654581782990727,0.9969807075405016,Skin,False
TES,1,-0.9649569254973551,0.44662453857016415,Bowel,False
GOT1L1,1,-0.9648645288931832,0.3100561446908712,Bowel,False
FAT1,1,-0.9647829626603491,0.6949361184835696,Lymphoid,False
TRABD,1,-0.9647076692560894,0.8776493075459502,Breast,False
ZNRF2,1,-0.9645573506045118,0.40355751662327194,Uterus,False
UQCRQ,1,-0.9645550715716436,0.3865237714951714,Ovary/Fallopian Tube,False
HJURP,1,-0.9645493986851139,0.6137357200341474,Lymphoid,False
PLEKHA3,1,-0.9641310671174067,0.8776493075459502,Breast,False
ABHD13,1,-0.9640684136759982,0.8776493075459502,Breast,False
ACTL6A,1,-0.9640584356980721,1.0,Bladder/Urinary Tract,False
MMP17,1,-0.9632070633298767,0.36538501067420426,Uterus,False
MOGS,1,-0.9629225858531907,0.6004309844800014,Biliary Tract,False
KRTAP5-3,1,-0.96282499176594,0.41567091797877737,Uterus,False
GDE1,1,-0.9621947494885426,0.308013596486265,Ovary/Fallopian Tube,False
WIPI2,1,-0.9621479908673168,0.41567091797877737,Uterus,False
MNS1,1,-0.9620405761874928,0.9997943488153372,Lung,False
CILP2,1,-0.9618548342947155,0.8776493075459502,Breast,False
FABP4,1,-0.9615384631515701,0.3815151383956154,Bowel,False
TENT4A,1,-0.9612974730506173,0.6813085218619676,Lymphoid,False
GPR3,1,-0.9608999545892869,0.40355751662327194,Uterus,False
FLNA,1,-0.9608738914270305,0.9969807075405016,Skin,False
NOTCH1,1,-0.9605161865739175,0.8949562803774491,Breast,False
KCTD5,1,-0.9604469935641341,0.4352158137284654,Uterus,False
PORCN,1,-0.9604041834397454,0.6949361184835696,Lymphoid,False
FUT5,1,-0.960137925378186,0.9994757549302502,Pancreas,False
HBM,1,-0.9598109535226446,0.8914748538826587,Breast,False
ITGA6,1,-0.9596218032419093,0.44595352962588775,Uterus,False
TSLP,1,-0.9592148657583377,0.9997943488153372,Lung,False
HSD17B13,1,-0.9592127105729514,0.4638267689040502,Bowel,False
SH3BP4,1,-0.9589457930018006,0.35702346963883996,Uterus,False
STX6,1,-0.9589280004567787,0.405932533739189,Uterus,False
TAF1,1,-0.958889460116164,0.38517488059003313,Uterus,False
HIGD1B,1,-0.9587318460114631,0.8776493075459502,Breast,False
SLC17A2,1,-0.9586624519358496,0.4305875475402824,Bowel,False
BMS1,1,-0.9586041788339473,0.44662453857016415,Bowel,False
NCOA2,1,-0.9585532445996837,0.8776493075459502,Breast,False
METTL5,1,-0.9585264263147613,0.6900386609823649,Lymphoid,False
TPCN2,1,-0.9584814497201009,0.8949562803774491,Breast,False
PANX2,1,-0.9583981701639017,0.8776493075459502,Breast,False
GSC2,1,-0.9583115569126404,0.6771147605983607,Lymphoid,False
SRR,1,-0.958279199759858,0.9969807075405016,Skin,False
LNX1,1,-0.9581280809550722,0.40355751662327194,Uterus,False
DDIT4,1,-0.9579106360707806,0.33942765829814897,Uterus,False
TFAP2A,1,-0.9578516508028767,0.3340022423981802,Ovary/Fallopian Tube,False
ZBTB7C,1,-0.9576831167182296,0.35321402552304804,Uterus,False
RASSF8,1,-0.9569462347919884,0.9969807075405016,Skin,False
SELENBP1,1,-0.956893637551113,0.6949361184835696,Lymphoid,False
CCDC198,1,-0.9566993049627696,0.2991215025092648,Bowel,False
CETP,1,-0.956593962647414,0.35321402552304804,Uterus,False
IL20RB,1,-0.9565053453480734,0.6949361184835696,Lymphoid,False
ENTHD1,1,-0.9564537687742437,0.5002598405163333,Bowel,False
ZCRB1,1,-0.9563021057382833,1.0,Bladder/Urinary Tract,False
LDHD,1,-0.9555900604912959,0.37829287207713486,Uterus,False
GRM7,1,-0.9554996600576334,0.8776493075459502,Breast,False
CRABP1,1,-0.9549746876566981,0.3675929183244149,Ovary/Fallopian Tube,False
CYB5D1,1,-0.9549504965084654,0.8914748538826587,Breast,False
TRRAP,1,-0.9545549770034111,1.0,Bladder/Urinary Tract,False
ELFN2,1,-0.9544114185047528,1.0,Bladder/Urinary Tract,False
ATP6V0C,1,-0.9540460647201342,0.9994757549302502,Pancreas,False
OR2A25,1,-0.9540091714223908,0.4286723153307093,Ovary/Fallopian Tube,False
TGFBRAP1,1,-0.953911231746934,0.9994757549302502,Pancreas,False
LY6E,1,-0.9538018203986091,1.0,Bladder/Urinary Tract,False
SLC25A12,1,-0.9531978378484697,0.8776493075459502,Breast,False
PCP4,1,-0.9528060503084052,0.9969807075405016,Skin,False
PIGV,1,-0.9527905684544371,0.39318181437050126,Ovary/Fallopian Tube,False
GSC,1,-0.9526290455728309,0.8776493075459502,Breast,False
PPP1R16B,1,-0.9526007572538538,1.0,Bladder/Urinary Tract,False
ZMAT2,1,-0.9523545364200245,0.36538501067420426,Uterus,False
AVEN,1,-0.9519652259160376,0.4071280465090441,Bowel,False
TRMT9B,1,-0.9516716944493899,0.3865237714951714,Ovary/Fallopian Tube,False
RAN,1,-0.9514739810228304,0.9969807075405016,Skin,False
DOC2A,1,-0.9511663530968493,1.0,Bladder/Urinary Tract,False
RBM33,1,-0.9507455224368316,0.3865237714951714,Ovary/Fallopian Tube,False
PLA2G3,1,-0.9506817356046016,0.33214855032288565,Uterus,False
CKAP5,1,-0.950264545668498,1.0,Bladder/Urinary Tract,False
CYP2C19,1,-0.9500188710772526,0.6214543699352375,Biliary Tract,False
RGS5,1,-0.9497667928961908,1.0,Bladder/Urinary Tract,False
PDS5A,1,-0.9496475527276184,1.0,Esophagus/Stomach,False
PURG,1,-0.9494039831634323,0.42263181460455723,Uterus,False
INTS3,1,-0.949399864975178,0.35702346963883996,Uterus,False
CRACR2B,1,-0.9492788793322172,0.9969807075405016,Skin,False
UBAP1L,1,-0.9490262718972645,0.42263181460455723,Uterus,False
DIDO1,1,-0.9488583057378814,0.3398922387255376,Bowel,False
RNF181,1,-0.9488192839997243,0.40355751662327194,Uterus,False
GFRA3,1,-0.9487840621299934,0.35702346963883996,Uterus,False
FBH1,1,-0.948298409827255,0.3011442637689808,Uterus,False
SH3D19,1,-0.9481453213096321,1.0,Esophagus/Stomach,False
RPRML,1,-0.9481127951260554,0.6496301819781287,Lymphoid,False
GIMAP8,1,-0.9480679877774773,0.6137357200341474,Lymphoid,False
SMIM29,1,-0.9474953933211516,0.43042574593385907,Uterus,False
FADD,1,-0.9473386187113532,0.43006248272353814,Uterus,False
ASRGL1,1,-0.9471081916654087,0.9969807075405016,Skin,False
PCSK9,1,-0.9470278595542345,0.42263181460455723,Uterus,False
PTPRN,1,-0.9467523144424669,0.5898363377609109,Biliary Tract,False
UQCC2,1,-0.9464993295304078,0.3865237714951714,Ovary/Fallopian Tube,False
GPR156,1,-0.9464197100227726,0.7241882556896287,Lymphoid,False
ESPL1,1,-0.9463181422366644,0.33214855032288565,Uterus,False
LIPA,1,-0.9462260139178783,0.9997943488153372,Lung,False
AP4M1,1,-0.9461782995230832,0.3343174285145299,Uterus,False
FGFR2,1,-0.9458751014605425,0.9997943488153372,Lung,False
SLC2A9,1,-0.9457349204435772,0.9969807075405016,Skin,False
BMF,1,-0.9457316906568182,0.32797536311417086,Uterus,False
HSPA5,1,-0.9457286134796811,0.8949562803774491,Breast,False
BTC,1,-0.9454893181647245,1.0,Bladder/Urinary Tract,False
NPC1,1,-0.9451570548626277,1.0,Esophagus/Stomach,False
TMEM69,1,-0.9451355125428961,0.36538501067420426,Uterus,False
PCDHB2,1,-0.9448774930875378,0.39318181437050126,Ovary/Fallopian Tube,False
ANKRD55,1,-0.944696165578635,0.3994722784130023,Uterus,False
PPT2,1,-0.9446932347509307,1.0,Esophagus/Stomach,False
BCAP31,1,-0.9444914554843624,0.46946832940323613,Bowel,False
IL31RA,1,-0.9442121936084991,0.35702346963883996,Uterus,False
ZNF33B,1,-0.9441933954605619,0.3774466836933286,Bowel,False
UNC13B,1,-0.9441664215286583,0.3675929183244149,Ovary/Fallopian Tube,False
ETFDH,1,-0.9441657455804988,0.38517488059003313,Uterus,False
TWIST2,1,-0.9437651828037437,0.9994757549302502,Pancreas,False
CRELD1,1,-0.9436836578272111,0.8776493075459502,Breast,False
RSL24D1,1,-0.943661252367374,0.6278632420710221,Biliary Tract,False
