comparison,treatment_id,drug_name,cohens_d,p_value,n_group_a,n_group_b,median_a,median_b,fdr,Drug.Name,MOA,repurposing_target,Synonyms
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K16338837-001-02-6,CCMI,-0.1395,0.3516401612834173,44,273,-0.8494,-0.7399,0.7839569958970718,CCMI,ACETYLCHOLINE RECEPTOR ALLOSTERIC MODULATOR,CHRNA7,CCMI
MTAP-confound_within_CDKN2A-del,BRD:BRD-K16338837-001-02-6,CCMI,0.0802,0.3960498564589836,112,44,-0.7213,-0.8494,0.8477864203519857,CCMI,ACETYLCHOLINE RECEPTOR ALLOSTERIC MODULATOR,CHRNA7,CCMI
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K16343284-001-02-9,MACOZINONE,0.089,0.3031758683748005,52,394,0.0077,-0.0592,0.755079650192088,MACOZINONE,DPRE1 INHIBITOR,,MACOZINONE
MTAP-confound_within_CDKN2A-del,BRD:BRD-K16343284-001-02-9,MACOZINONE,-0.1767,0.2375851188513458,151,52,-0.0733,0.0077,0.7543842092014307,MACOZINONE,DPRE1 INHIBITOR,,MACOZINONE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K16444452-001-09-1,IBUDILAST,-0.0999,0.6479447458128227,44,274,-0.1501,-0.2154,0.9145745617813008,IBUDILAST,"LEUKOTRIENE RECEPTOR ANTAGONIST, PHOSPHODIESTERASE INHIBITOR","IL1B, IL6, PDE3A, PDE4A, PDE4B, PDE4C, PDE4D, PDE5A",IBUDILAST
MTAP-confound_within_CDKN2A-del,BRD:BRD-K16444452-001-09-1,IBUDILAST,0.0759,0.9795773809902588,112,44,-0.2324,-0.1501,1.0,IBUDILAST,"LEUKOTRIENE RECEPTOR ANTAGONIST, PHOSPHODIESTERASE INHIBITOR","IL1B, IL6, PDE3A, PDE4A, PDE4B, PDE4C, PDE4D, PDE5A",IBUDILAST
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K16472653-001-01-6,SIRREAL-2,0.0038,0.7590910196042086,39,225,0.1212,0.1035,0.9436228671576194,SIRREAL-2,SIRT INHIBITOR,SIRT2,SIRREAL-2
MTAP-confound_within_CDKN2A-del,BRD:BRD-K16472653-001-01-6,SIRREAL-2,0.0638,0.8693052562883526,103,39,0.1549,0.1212,0.984584268590144,SIRREAL-2,SIRT INHIBITOR,SIRT2,SIRREAL-2
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K16474819-001-09-6,METACETAMOL,-0.2051,0.2019332592488921,44,272,0.1128,0.0946,0.6884682472877219,METACETAMOL,ANALGESIC AGENT,,METACETAMOL
MTAP-confound_within_CDKN2A-del,BRD:BRD-K16474819-001-09-6,METACETAMOL,0.1411,0.5101773079601566,113,44,0.0441,0.1128,0.8981181728586951,METACETAMOL,ANALGESIC AGENT,,METACETAMOL
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K16478699-001-09-2,PLX4720,-0.5948,0.0153357177275246,44,271,-0.4879,-0.3395,0.3334876335101886,PLX4720,RAF INHIBITOR,"BRAF, KDR","PLX-4720, PLX4720"
MTAP-confound_within_CDKN2A-del,BRD:BRD-K16478699-001-09-2,PLX4720,0.4527,0.0452191537762167,112,44,-0.2434,-0.4879,0.5508965272422481,PLX4720,RAF INHIBITOR,"BRAF, KDR","PLX-4720, PLX4720"
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K16484091-001-01-1,METOCURINE,-0.1001,0.5583133294689033,44,275,0.0773,0.1092,0.8881079755486695,METOCURINE,ACETYLCHOLINE RECEPTOR ANTAGONIST,"CHRM2, CHRNA2",METOCURINE
MTAP-confound_within_CDKN2A-del,BRD:BRD-K16484091-001-01-1,METOCURINE,0.1486,0.4507419643622226,112,44,0.1119,0.0773,0.8714202792475978,METOCURINE,ACETYLCHOLINE RECEPTOR ANTAGONIST,"CHRM2, CHRNA2",METOCURINE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K16485616-001-08-9,MOCETINOSTAT,-0.3374,0.0445853938724963,44,271,-3.4543,-3.2014,0.451169633970567,MOCETINOSTAT,HDAC INHIBITOR,"HDAC1, HDAC11, HDAC2, HDAC3",MOCETINOSTAT
MTAP-confound_within_CDKN2A-del,BRD:BRD-K16485616-001-08-9,MOCETINOSTAT,0.2447,0.160320896565334,112,44,-3.2775,-3.4543,0.694271688133142,MOCETINOSTAT,HDAC INHIBITOR,"HDAC1, HDAC11, HDAC2, HDAC3",MOCETINOSTAT
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K16497916-001-01-6,TC-FPR-43,-0.1284,0.4534660298062196,39,225,0.0457,0.0861,0.8463973224965048,TC-FPR-43,FORMYL PEPTIDE RECEPTOR AGONIST,FPR2,TC-FPR-43
MTAP-confound_within_CDKN2A-del,BRD:BRD-K16497916-001-01-6,TC-FPR-43,0.1331,0.2807403010238903,103,39,0.1382,0.0457,0.7840560880869251,TC-FPR-43,FORMYL PEPTIDE RECEPTOR AGONIST,FPR2,TC-FPR-43
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K16505263-003-02-9,FORODESINE,-0.1023,0.4500942652273494,45,261,0.0107,0.088,0.8445037067976664,FORODESINE,PURINERGIC RECEPTOR ANTAGONIST,PNP,FORODESINE
MTAP-confound_within_CDKN2A-del,BRD:BRD-K16505263-003-02-9,FORODESINE,-0.0263,0.8949370172778518,110,45,0.0636,0.0107,0.9896097600485356,FORODESINE,PURINERGIC RECEPTOR ANTAGONIST,PNP,FORODESINE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K16508793-001-05-9,DIAZEPAM,0.0547,0.3911154216319862,44,274,0.2161,0.1399,0.8083668492850157,DIAZEPAM,BENZODIAZEPINE RECEPTOR AGONIST,"ADRA1A, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GABRR1, GABRR2, GABRR3, TSPO",DIAZEPAM
MTAP-confound_within_CDKN2A-del,BRD:BRD-K16508793-001-05-9,DIAZEPAM,0.0684,0.7873360728019847,112,44,0.1734,0.2161,0.9688171934607874,DIAZEPAM,BENZODIAZEPINE RECEPTOR AGONIST,"ADRA1A, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GABRR1, GABRR2, GABRR3, TSPO",DIAZEPAM
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K16542329-001-13-5,ZAPRINAST,-0.2228,0.3643771740147772,44,274,-0.1334,-0.0574,0.7937599506035922,ZAPRINAST,PHOSPHODIESTERASE INHIBITOR,"GPR35, PDE1A, PDE4D, PDE5A, PDE9A",ZAPRINAST
MTAP-confound_within_CDKN2A-del,BRD:BRD-K16542329-001-13-5,ZAPRINAST,0.047,0.9795773809902588,112,44,-0.118,-0.1334,1.0,ZAPRINAST,PHOSPHODIESTERASE INHIBITOR,"GPR35, PDE1A, PDE4D, PDE5A, PDE9A",ZAPRINAST
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K16546375-001-01-4,BICYCLOL,-0.1566,0.2689332912805088,45,261,-0.219,-0.2037,0.7363133257236512,BICYCLOL,NFKB PATHWAY INHIBITOR,"HSPA1A, HSPB1",BICYCLOL
MTAP-confound_within_CDKN2A-del,BRD:BRD-K16546375-001-01-4,BICYCLOL,0.0506,0.6794752168351064,109,45,-0.1932,-0.219,0.944370361321888,BICYCLOL,NFKB PATHWAY INHIBITOR,"HSPA1A, HSPB1",BICYCLOL
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K16551357-001-03-2,EVACETRAPIB,-0.164,0.2870282635160188,41,258,0.0984,0.3645,0.7459856015307759,EVACETRAPIB,CHOLESTERYL ESTER TRANSFER PROTEIN INHIBITOR,CETP,EVACETRAPIB
MTAP-confound_within_CDKN2A-del,BRD:BRD-K16551357-001-03-2,EVACETRAPIB,0.1224,0.4620992384998771,104,41,0.3296,0.0984,0.879094549005501,EVACETRAPIB,CHOLESTERYL ESTER TRANSFER PROTEIN INHIBITOR,CETP,EVACETRAPIB
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K16551401-003-03-4,PNU-22394,-0.0975,0.9580146668060652,44,271,0.2216,0.2262,0.9927727605015,PNU-22394,SEROTONIN RECEPTOR AGONIST,"HTR2A, HTR2B, HTR2C, MAOA, MAOB",PNU-22394
MTAP-confound_within_CDKN2A-del,BRD:BRD-K16551401-003-03-4,PNU-22394,0.0676,0.9485814779117444,113,44,0.2461,0.2216,0.9956725852641204,PNU-22394,SEROTONIN RECEPTOR AGONIST,"HTR2A, HTR2B, HTR2C, MAOA, MAOB",PNU-22394
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K16605796-001-01-9,T-025,-0.1427,0.3394596904182142,52,393,-0.1919,-0.0928,0.7784300229448411,T-025,CLK INHIBITOR,,T-025
MTAP-confound_within_CDKN2A-del,BRD:BRD-K16605796-001-01-9,T-025,0.0346,0.6664043725167051,151,52,-0.1455,-0.1919,0.941507634079989,T-025,CLK INHIBITOR,,T-025
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K16664969-001-03-3,GTP-14564,-0.0155,0.9837378773740056,44,273,0.0503,0.1041,0.9962088273481728,GTP-14564,"FLT3 INHIBITOR, TYROSINE KINASE INHIBITOR","CSF1R, FLT3, KIT, PDGFRB",GTP-14564
MTAP-confound_within_CDKN2A-del,BRD:BRD-K16664969-001-03-3,GTP-14564,-0.167,0.3766198148994003,112,44,-0.0169,0.0503,0.8406471213566497,GTP-14564,"FLT3 INHIBITOR, TYROSINE KINASE INHIBITOR","CSF1R, FLT3, KIT, PDGFRB",GTP-14564
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K16730910-001-07-3,REGORAFENIB,0.1423,0.323865811841779,44,274,0.011,-0.1132,0.7680925121919941,REGORAFENIB,"FGFR INHIBITOR, KIT INHIBITOR, PDGFR TYROSINE KINASE RECEPTOR INHIBITOR, RAF INHIBITOR, RET TYROSINE KINASE INHIBITOR, VEGFR INHIBITOR","ABL1, BRAF, DDR2, EPHA2, FGFR1, FGFR2, FLT1, FLT4, FRK, KDR, KIT, MAPK11, NTRK1, PDGFRA, PDGFRB, RAF1, RET, TEK",REGORAFENIB
MTAP-confound_within_CDKN2A-del,BRD:BRD-K16730910-001-07-3,REGORAFENIB,-0.187,0.4413404001874808,112,44,-0.1171,0.011,0.8690391978848452,REGORAFENIB,"FGFR INHIBITOR, KIT INHIBITOR, PDGFR TYROSINE KINASE RECEPTOR INHIBITOR, RAF INHIBITOR, RET TYROSINE KINASE INHIBITOR, VEGFR INHIBITOR","ABL1, BRAF, DDR2, EPHA2, FGFR1, FGFR2, FLT1, FLT4, FRK, KDR, KIT, MAPK11, NTRK1, PDGFRA, PDGFRB, RAF1, RET, TEK",REGORAFENIB
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K16732600-001-01-7,MK-0893,0.045,0.9648852808286676,44,269,0.0442,0.0559,0.9927929479276518,MK-0893,GLUCAGON RECEPTOR ANTAGONIST,GCGR,MK-0893
MTAP-confound_within_CDKN2A-del,BRD:BRD-K16732600-001-01-7,MK-0893,0.0884,0.6183493484071423,112,44,0.0899,0.0442,0.9333328657027052,MK-0893,GLUCAGON RECEPTOR ANTAGONIST,GCGR,MK-0893
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K16755045-003-01-7,CC-115,-0.1079,0.5535637735552605,41,226,-3.3001,-3.1799,0.8867352181293271,CC-115,"DNA PROTEIN KINASE INHIBITOR, MTOR INHIBITOR",MTOR,CC-115
MTAP-confound_within_CDKN2A-del,BRD:BRD-K16755045-003-01-7,CC-115,0.2339,0.1484511807184511,101,41,-3.0547,-3.3001,0.6869092021553667,CC-115,"DNA PROTEIN KINASE INHIBITOR, MTOR INHIBITOR",MTOR,CC-115
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K16757695-050-02-5,PRX-08066,0.0756,0.5288723776528892,44,274,0.1144,0.0685,0.8773099210587161,PRX-08066,SEROTONIN RECEPTOR ANTAGONIST,HTR2B,PRX-08066
MTAP-confound_within_CDKN2A-del,BRD:BRD-K16757695-050-02-5,PRX-08066,-0.0,0.8608808415844955,112,44,0.1682,0.1144,0.9832834649479916,PRX-08066,SEROTONIN RECEPTOR ANTAGONIST,HTR2B,PRX-08066
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K16758059-001-01-8,PERFLUAMINE,-0.1096,0.560293962975769,41,258,-0.1581,-0.168,0.8882197478364366,PERFLUAMINE,,,PERFLUAMINE
MTAP-confound_within_CDKN2A-del,BRD:BRD-K16758059-001-01-8,PERFLUAMINE,0.1234,0.6073642927815425,105,41,-0.1722,-0.1581,0.9311364976262528,PERFLUAMINE,,,PERFLUAMINE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K16761703-001-03-8,SOTRASTAURIN,0.2599,0.0807927224386708,44,274,0.1234,0.0382,0.5315722726342782,SOTRASTAURIN,PKC INHIBITOR,"PRKCA, PRKCB, PRKCD, PRKCE, PRKCH, PRKCQ",SOTRASTAURIN
MTAP-confound_within_CDKN2A-del,BRD:BRD-K16761703-001-03-8,SOTRASTAURIN,-0.3602,0.0487119866088352,112,44,0.0227,0.1234,0.559652096571897,SOTRASTAURIN,PKC INHIBITOR,"PRKCA, PRKCB, PRKCD, PRKCE, PRKCH, PRKCQ",SOTRASTAURIN
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K16803204-001-01-6,FILGOTINIB,0.0262,0.9725221681238392,44,274,-0.1838,-0.1731,0.9941923398917296,FILGOTINIB,JAK INHIBITOR,"JAK1, JAK2, JAK3, TYK2",FILGOTINIB
MTAP-confound_within_CDKN2A-del,BRD:BRD-K16803204-001-01-6,FILGOTINIB,-0.224,0.2658969438867219,112,44,-0.2356,-0.1838,0.7725180299041625,FILGOTINIB,JAK INHIBITOR,"JAK1, JAK2, JAK3, TYK2",FILGOTINIB
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K16810791-001-01-0,LGK-974,0.2113,0.3010134169197117,44,275,-0.0819,-0.1325,0.7546808291414808,LGK-974,PORCUPINE INHIBITOR,PORCN,LGK-974
MTAP-confound_within_CDKN2A-del,BRD:BRD-K16810791-001-01-0,LGK-974,0.0105,0.6128091606755658,112,44,-0.0366,-0.0819,0.931844644358594,LGK-974,PORCUPINE INHIBITOR,PORCN,LGK-974
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K16898998-001-01-6,BEVIRIMAT-DIMEGLUMINE,-0.119,0.5048851537042558,44,274,-0.3544,-0.3397,0.8689911770980727,BEVIRIMAT-DIMEGLUMINE,HIV CAPSID ASSEMBLY INHIBITOR,,BEVIRIMAT-DIMEGLUMINE
MTAP-confound_within_CDKN2A-del,BRD:BRD-K16898998-001-01-6,BEVIRIMAT-DIMEGLUMINE,0.0689,0.6267003906865185,112,44,-0.3572,-0.3544,0.9354354039924072,BEVIRIMAT-DIMEGLUMINE,HIV CAPSID ASSEMBLY INHIBITOR,,BEVIRIMAT-DIMEGLUMINE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K16939217-001-02-9,TC-G-1005,-0.2146,0.7980163874969457,52,392,-0.129,-0.1386,0.9559154069925992,TC-G-1005,G PROTEIN-COUPLED RECEPTOR AGONIST,GPBAR1,TC-G-1005
MTAP-confound_within_CDKN2A-del,BRD:BRD-K16939217-001-02-9,TC-G-1005,0.2094,0.6826789309154151,150,52,-0.1621,-0.129,0.9458667253563195,TC-G-1005,G PROTEIN-COUPLED RECEPTOR AGONIST,GPBAR1,TC-G-1005
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K17008822-303-02-1,BD-1008,0.1306,0.2911604822850343,44,271,0.0771,0.0143,0.7502175339089386,BD-1008,SIGMA RECEPTOR ANTAGONIST,,BD-1008
MTAP-confound_within_CDKN2A-del,BRD:BRD-K17008822-303-02-1,BD-1008,-0.0535,0.5990556670421255,112,44,0.0794,0.0771,0.9291878885549104,BD-1008,SIGMA RECEPTOR ANTAGONIST,,BD-1008
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K17016787-001-16-7,ESTRIOL,-0.0096,0.8799529960269575,44,274,0.0599,0.1242,0.9748231808763822,ESTRIOL,ESTROGEN RECEPTOR AGONIST,"ESR1, ESR2",ESTRIOL
MTAP-confound_within_CDKN2A-del,BRD:BRD-K17016787-001-16-7,ESTRIOL,-0.139,0.4320521745917264,112,44,0.0504,0.0599,0.8653662996945204,ESTRIOL,ESTROGEN RECEPTOR AGONIST,"ESR1, ESR2",ESTRIOL
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K17026858-001-01-2,PIBENZIMOL,-0.3957,0.047986747110552,44,269,-0.0247,0.1478,0.4586354521579328,PIBENZIMOL,DNA INHIBITOR,,PIBENZIMOL
MTAP-confound_within_CDKN2A-del,BRD:BRD-K17026858-001-01-2,PIBENZIMOL,0.233,0.5481156851574518,112,44,0.0021,-0.0247,0.908397730588015,PIBENZIMOL,DNA INHIBITOR,,PIBENZIMOL
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K17061841-001-03-5,STATTIC,-0.238,0.1829331042516766,44,275,-3.4355,-3.0904,0.6703818514534958,STATTIC,,,STATTIC
MTAP-confound_within_CDKN2A-del,BRD:BRD-K17061841-001-03-5,STATTIC,0.1876,0.3336214268252129,112,44,-3.2548,-3.4355,0.8182492990518917,STATTIC,,,STATTIC
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K17068645-003-04-2,BENDAMUSTINE,0.0461,0.8925082743476076,44,274,0.1889,0.1887,0.9759933744391928,BENDAMUSTINE,DNA INHIBITOR,,BENDAMUSTINE
MTAP-confound_within_CDKN2A-del,BRD:BRD-K17068645-003-04-2,BENDAMUSTINE,0.0403,0.8577875194813857,112,44,0.2071,0.1889,0.9830172586124234,BENDAMUSTINE,DNA INHIBITOR,,BENDAMUSTINE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K17075857-001-17-6,CHLOROXINE,-0.316,0.0430285599057512,44,274,-0.2073,0.0048,0.4495870874789268,CHLOROXINE,OPIOID RECEPTOR ANTAGONIST,OPRK1,CHLOROXINE
MTAP-confound_within_CDKN2A-del,BRD:BRD-K17075857-001-17-6,CHLOROXINE,0.1437,0.3598517091589337,112,44,-0.0779,-0.2073,0.8324689582832596,CHLOROXINE,OPIOID RECEPTOR ANTAGONIST,OPRK1,CHLOROXINE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K17075857-001-18-4,CHLOROXINE,-0.161,0.1239870667051974,41,265,-0.291,-0.0226,0.6039255257735224,CHLOROXINE,OPIOID RECEPTOR ANTAGONIST,OPRK1,CHLOROXINE
MTAP-confound_within_CDKN2A-del,BRD:BRD-K17075857-001-18-4,CHLOROXINE,-0.0243,0.7644357076417634,108,41,-0.1192,-0.291,0.9649777487836668,CHLOROXINE,OPIOID RECEPTOR ANTAGONIST,OPRK1,CHLOROXINE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K17203476-001-01-9,LY2874455,-0.0886,0.6078501459966752,44,274,-1.3364,-1.3147,0.901408325508478,LY2874455,FGFR ANTAGONIST,"FGFR1, FGFR2, FGFR3, FGFR4, KDR",LY2874455
MTAP-confound_within_CDKN2A-del,BRD:BRD-K17203476-001-01-9,LY2874455,-0.1274,0.4698811278146809,112,44,-1.5451,-1.3364,0.879764097213257,LY2874455,FGFR ANTAGONIST,"FGFR1, FGFR2, FGFR3, FGFR4, KDR",LY2874455
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K17205817-001-06-1,SULFAMETOPYRAZINE,-0.1433,0.3316047979965369,44,275,-0.0237,0.0324,0.7764526927375694,SULFAMETOPYRAZINE,PABA ANTAGONIST,,SULFAMETOPYRAZINE
MTAP-confound_within_CDKN2A-del,BRD:BRD-K17205817-001-06-1,SULFAMETOPYRAZINE,0.3299,0.0807028270312814,112,44,0.0858,-0.0237,0.625146797161663,SULFAMETOPYRAZINE,PABA ANTAGONIST,,SULFAMETOPYRAZINE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K17223896-001-10-0,CHLOROXYLENOL,-0.3048,0.0597645855283813,44,272,0.1886,0.2971,0.4833674294084238,CHLOROXYLENOL,ATP SYNTHASE INHIBITOR,,CHLOROXYLENOL
MTAP-confound_within_CDKN2A-del,BRD:BRD-K17223896-001-10-0,CHLOROXYLENOL,0.27,0.0985133286507518,112,44,0.3067,0.1886,0.6439475458490838,CHLOROXYLENOL,ATP SYNTHASE INHIBITOR,,CHLOROXYLENOL
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K17294426-050-12-3,CLEBOPRIDE,-0.0449,0.6202007704173471,44,275,0.0949,0.1573,0.9078162685265684,CLEBOPRIDE,DOPAMINE RECEPTOR ANTAGONIST,"ACHE, DRD2",CLEBOPRIDE
MTAP-confound_within_CDKN2A-del,BRD:BRD-K17294426-050-12-3,CLEBOPRIDE,-0.0035,0.879483991206811,112,44,0.1521,0.0949,0.9860793098240168,CLEBOPRIDE,DOPAMINE RECEPTOR ANTAGONIST,"ACHE, DRD2",CLEBOPRIDE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K17295893-001-01-0,NASTORAZEPIDE,-0.1443,0.5829281691531506,45,261,0.0019,0.047,0.8956002655281946,NASTORAZEPIDE,CCK RECEPTOR ANTAGONIST,CCKBR,NASTORAZEPIDE
MTAP-confound_within_CDKN2A-del,BRD:BRD-K17295893-001-01-0,NASTORAZEPIDE,-0.018,0.9778135717521508,109,45,0.0532,0.0019,1.0,NASTORAZEPIDE,CCK RECEPTOR ANTAGONIST,CCKBR,NASTORAZEPIDE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K17295893-238-03-9,NASTORAZEPIDE,0.1016,0.5144658533277574,52,394,-0.0207,-0.0977,0.870293433547753,NASTORAZEPIDE,CCK RECEPTOR ANTAGONIST,CCKBR,NASTORAZEPIDE
MTAP-confound_within_CDKN2A-del,BRD:BRD-K17295893-238-03-9,NASTORAZEPIDE,0.0651,0.6783867055362107,151,52,-0.0198,-0.0207,0.9437094305656364,NASTORAZEPIDE,CCK RECEPTOR ANTAGONIST,CCKBR,NASTORAZEPIDE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K17368287-001-18-3,ADRENOSTERONE,-0.0832,0.5583133294689033,44,275,-0.1139,-0.0473,0.8881079755486695,ADRENOSTERONE,11-BETA HYDROXYSTEROID DEHYDROGENASE INHIBITOR,"HSD11B1, HSD11B2",ADRENOSTERONE
MTAP-confound_within_CDKN2A-del,BRD:BRD-K17368287-001-18-3,ADRENOSTERONE,0.1413,0.3598517091589337,112,44,-0.0648,-0.1139,0.8324689582832596,ADRENOSTERONE,11-BETA HYDROXYSTEROID DEHYDROGENASE INHIBITOR,"HSD11B1, HSD11B2",ADRENOSTERONE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K17378184-300-05-9,BP-897,0.0476,0.952652272327289,44,273,0.2546,0.26,0.9908426721188232,BP-897,DOPAMINE RECEPTOR AGONIST,"ADRA1A, ADRA1D, ADRA2A, DRD1, DRD2, DRD3, DRD4, HTR1A, HTR2B",BP-897
MTAP-confound_within_CDKN2A-del,BRD:BRD-K17378184-300-05-9,BP-897,-0.1006,0.9325215229632688,112,44,0.2822,0.2546,0.9947872962954588,BP-897,DOPAMINE RECEPTOR AGONIST,"ADRA1A, ADRA1D, ADRA2A, DRD1, DRD2, DRD3, DRD4, HTR1A, HTR2B",BP-897
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K17415526-001-03-5,TYRPHOSTIN-AG-835,0.0114,0.8865423468683641,44,273,-0.3817,-0.3166,0.9749955515445728,TYRPHOSTIN-AG-835,PROTEIN TYROSINE KINASE INHIBITOR,EGFR,TYRPHOSTIN-AG-835
MTAP-confound_within_CDKN2A-del,BRD:BRD-K17415526-001-03-5,TYRPHOSTIN-AG-835,-0.0777,0.8670738463977063,112,44,-0.2853,-0.3817,0.9832834649479916,TYRPHOSTIN-AG-835,PROTEIN TYROSINE KINASE INHIBITOR,EGFR,TYRPHOSTIN-AG-835
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K17443395-065-02-2,ABACAVIR,-0.2202,0.3881948969373285,44,274,-0.1462,-0.1511,0.8060732129560413,ABACAVIR,NUCLEOSIDE REVERSE TRANSCRIPTASE INHIBITOR,,ABACAVIR
MTAP-confound_within_CDKN2A-del,BRD:BRD-K17443395-065-02-2,ABACAVIR,0.0617,0.8763785551749039,112,44,-0.1956,-0.1462,0.9856701583018768,ABACAVIR,NUCLEOSIDE REVERSE TRANSCRIPTASE INHIBITOR,,ABACAVIR
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K17472821-001-01-2,GSK2830371,-0.1088,0.1834578263642525,52,392,-0.2471,-0.1622,0.6703818514534958,GSK2830371,PROTEIN PHOSPHATASE INHIBITOR,PPM1D,GSK2830371
MTAP-confound_within_CDKN2A-del,BRD:BRD-K17472821-001-01-2,GSK2830371,0.4144,0.0127733767006642,150,52,-0.0756,-0.2471,0.462615519589611,GSK2830371,PROTEIN PHOSPHATASE INHIBITOR,PPM1D,GSK2830371
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K17480742-001-01-1,DELAMANID,-0.3924,0.010427846160214,45,261,-0.0724,-0.0009,0.3086336664834553,DELAMANID,BACTERIAL CELL WALL SYNTHESIS INHIBITOR,,DELAMANID
MTAP-confound_within_CDKN2A-del,BRD:BRD-K17480742-001-01-1,DELAMANID,0.4498,0.0058953714657149,110,45,0.0044,-0.0724,0.3924467867863171,DELAMANID,BACTERIAL CELL WALL SYNTHESIS INHIBITOR,,DELAMANID
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K17497770-001-03-6,BUTEIN,0.1187,0.427682867652649,44,273,0.2568,0.2395,0.830158765149584,BUTEIN,"EGFR INHIBITOR, SRC INHIBITOR",ACE,BUTEIN
MTAP-confound_within_CDKN2A-del,BRD:BRD-K17497770-001-03-6,BUTEIN,-0.2993,0.1212113523979836,112,44,0.1494,0.2568,0.6653045709343575,BUTEIN,"EGFR INHIBITOR, SRC INHIBITOR",ACE,BUTEIN
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K17498618-344-02-6,CISATRACURIUM,-0.1361,0.3969963574223748,44,274,-0.4322,-0.4341,0.8116848138807362,CISATRACURIUM,"ACETYLCHOLINE RECEPTOR ANTAGONIST, ADRENERGIC RECEPTOR ANTAGONIST","ADRB1, ADRB2, CHRNA2","BETAXOLOL, CISATRACURIUM"
MTAP-confound_within_CDKN2A-del,BRD:BRD-K17498618-344-02-6,CISATRACURIUM,0.3762,0.0267410800842553,112,44,-0.3176,-0.4322,0.4988239938793786,CISATRACURIUM,"ACETYLCHOLINE RECEPTOR ANTAGONIST, ADRENERGIC RECEPTOR ANTAGONIST","ADRB1, ADRB2, CHRNA2","BETAXOLOL, CISATRACURIUM"
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K17500877-001-02-1,BROPIRIMINE,-0.111,0.4039097775289602,44,269,-0.0236,0.0383,0.814065848863597,BROPIRIMINE,INTERFERON INDUCER,,BROPIRIMINE
MTAP-confound_within_CDKN2A-del,BRD:BRD-K17500877-001-02-1,BROPIRIMINE,0.1157,0.2111532418831246,112,44,0.0926,-0.0236,0.744022061435608,BROPIRIMINE,INTERFERON INDUCER,,BROPIRIMINE
